master_row,requirement_id,module,source_requirement,design_ref,route_or_component,test_evidence,runtime_evidence,provider_or_policy_hold,classification,gap_or_note,source_paths
32,MVP2-REQ-0243,M3-02,Compile every assigned inspection into a locked manifest with an immutable package hash before field execution.,CD-052 R2 frames 01..06,/admin/packages; mvp3_compile_inspection_package RPC,mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql,Rollback-only live package RPC probe and complete protected regression passed.,Production release hold; no production deployment claimed.,MATCH,"The migration validates required manifest sections, SHA-256 format, append-only manifests, and auditable package access; live rollback proof is named.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; supabase/migrations/20260718150000_mvp3_enterprise_control_plane.sql; supabase/tests/mvp3_retrofit_live_probe.sql; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md
33,MVP2-REQ-0251,M3-02,"Map every form question, finding, violation, penalty, and report paragraph to a regulation clause/version or configured non-regulatory reason.",CD-052 R2 frames 01..06,/admin/regulations; /admin/templates; /admin/packages,cd-005-006-regulations.spec.ts; cd-008-009-packages.spec.ts,Regulation/package lineage is module-certified; complete cross-object mapping coverage is not named.,Production release hold only.,NEEDS_REVIEW,"Evidence supports clause/package lineage but does not prove every named object type or the required impact report across templates, inspections, reports, penalties, and dashboards.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; apps/web/e2e/cd-005-006-regulations.spec.ts; apps/web/e2e/cd-008-009-packages.spec.ts
34,MVP2-REQ-0231,M3-03,"Risk and licensing recommendations must expose inputs, weights, thresholds, rules, versions, and rationale; black-box decisioning is prohibited.",CD-053 R2 frames 01..06,/admin/risk; /admin/risk/models; factory risk explanation panel,mvp2-m2-04-risk-model.spec.ts; ai-user-journey.spec.ts,"M3-03 is marked runtime-regression-certified, but the live Risk Studio labels the per-factory calculation trace unavailable.",Risk policy values remain unapproved and must not be invented.,CONTRADICTION,The module register claims runtime certification while /admin/risk explicitly says the per-factory line-by-line score trace is not available; the AI panel entry proof does not prove deterministic rationale output.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; apps/web/src/app/admin/risk/page.tsx; apps/web/e2e/mvp2-m2-04-risk-model.spec.ts; apps/web/e2e/ai-user-journey.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md
35,MVP2-REQ-0234,M3-03,"Risk Studio must provide driver catalogue, weights, thresholds, model versioning, simulation, approvals, and a score-explanation panel.",CD-053 R2 frames 01..06,/admin/risk; /admin/risk/models,mvp2-m2-04-risk-model.spec.ts,M3-03 is marked runtime-regression-certified; default live Risk Studio says saves are immediately effective and have no approval step.,Risk policy values remain unapproved; FEATURE_RISK_WORKBENCH defaults off.,CONTRADICTION,The active /admin/risk surface states there is no draft or approval step and the governed workbench defaults off; that conflicts with the requirement and the module-level runtime-certified label.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; apps/web/src/app/admin/risk/page.tsx; apps/web/src/app/admin/risk/models/page.tsx; apps/web/e2e/mvp2-m2-04-risk-model.spec.ts
36,MVP2-REQ-0247,M3-03,"Display and export per-factory planning-selection explainability, including model version and rule contribution.",CD-053 R2 frames 01..06,Factory 360 risk explanation panel; /admin/risk,ai-user-journey.spec.ts; mvp2-m2-04-risk-model.spec.ts,Entry button to a governed explanation is runtime-tested; deterministic explanation output/export is not proven.,AI provider/policy MVP3-HOLD-007 remains open; deterministic risk explanation must not depend on an unavailable AI provider.,CONTRADICTION,The required risk card explanation/export is not evidenced; /admin/risk expressly marks the per-factory trace unavailable while the module is labelled runtime certified.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/src/app/admin/risk/page.tsx; apps/web/e2e/ai-user-journey.spec.ts; apps/web/e2e/mvp2-m2-04-risk-model.spec.ts
37,MVP2-REQ-0248,M3-03,"Require simulation, approval, versioning, and effective date before any risk model change affects planning.",CD-053 R2 frames 01..06,/admin/risk; /admin/risk/models,mvp2-m2-04-risk-model.spec.ts,M3-03 is marked runtime-regression-certified; active Risk Studio says changes are effective immediately and have no approval step.,Risk policy values remain unapproved; FEATURE_RISK_WORKBENCH defaults off.,CONTRADICTION,"The active page behavior directly conflicts with the guard: saves become effective immediately without draft/approval, while the alternate governed workbench is feature-disabled by default and no simulation/effective-date runtime is cited.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; apps/web/src/app/admin/risk/page.tsx; apps/web/src/app/admin/risk/models/page.tsx; apps/web/e2e/mvp2-m2-04-risk-model.spec.ts
38,MVP2-REQ-0230,M3-04,"Critical configuration, assignment, package, answer, evidence, GIS, signature, review, decision, correction, objection, and report-access facts must be append-only events.",CD-054 R2 frames 01..06,/admin/audit; canonical audit event spine,mvp2-m2-05-contract.spec.ts; mvp2-m2-05-audit-replay.spec.ts; mvp3_retrofit_live_probe.sql,M3-04 runtime certified; rollback-only live audit probe passed.,Retention/backup MVP3-HOLD-006 and production-release MVP3-HOLD-008 remain open; no purge behavior inferred.,MATCH,"The audit implementation, semantic replay tests, live rollback probe, and coexistence map consistently reuse the canonical append-only event spine.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; apps/web/e2e/mvp2-m2-05-contract.spec.ts; apps/web/e2e/mvp2-m2-05-audit-replay.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql
39,MVP2-REQ-0237,M3-04,"Operationalize the audit log as an append-only, replayable event store with catalogue, viewer, export pack, and tamper-evidence strategy.",CD-054 R2 frames 01..06,/admin/audit Inspection Flight Recorder,mvp2-m2-05-contract.spec.ts; mvp2-m2-05-audit-replay.spec.ts,Append-only replay contracts and rollback-only live probe passed; operational viewer runtime tested.,Retention/export/legal policy remains held; the UI truthfully labels export/reveal/redaction/retention unavailable.,MATCH,The operational replay requirement is supported; held export/legal-policy functions remain explicitly unavailable rather than falsely certified.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/src/app/admin/audit/AuditReplayWorkspace.tsx; apps/web/e2e/mvp2-m2-05-contract.spec.ts; apps/web/e2e/mvp2-m2-05-audit-replay.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md
40,MVP2-REQ-0254,M3-04,"Capture who, what, when, where, why, before, after, source, version, and correlation ID for every critical business event and reconstruct the decision timeline.",CD-054 R2 frames 01..06,"/admin/audit reconstruction, compare, completeness, custody, and print views",mvp2-m2-05-contract.spec.ts; mvp2-m2-05-audit-replay.spec.ts; mvp3_retrofit_live_probe.sql,M3-04 runtime certified with live rollback probe and protected browser regression.,Retention/export/legal policy remains held and is not promoted to proof.,MATCH,Named semantic envelope/replay evidence and runtime views align with the requirement; completeness is fail-closed when a bounded case/ontology is unavailable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; apps/web/src/app/admin/audit/AuditReplayWorkspace.tsx; apps/web/e2e/mvp2-m2-05-contract.spec.ts; apps/web/e2e/mvp2-m2-05-audit-replay.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql
41,MVP2-REQ-0072,M3-05,"GIS Admin must govern official/verified pins, geofence rules, map layers, offline map packs, and privacy policy.",CD-055 R2 frames 01..06,/admin/gis; /admin/gis/spatial,m04-device-eta-override.spec.ts; mapbox-provider.spec.ts; mvp2-mapbox-live.spec.ts,Mapbox ETA/provenance/stale-cache journey passed; deployment token/style/offline policy remains held.,Mapbox and maps MVP3-HOLD-002 is OPEN.,NEEDS_REVIEW,"The cited runtime proves route/geofence behavior, not the complete GIS-admin contract for official-vs-verified pins, governed layers, offline packs, and privacy policy; those elements remain policy/provider dependent.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/e2e/m04-device-eta-override.spec.ts; apps/web/e2e/mapbox-provider.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md
42,MVP2-REQ-0075,M3-05,"Field GIS must provide route, geofence, pin provenance, offline map, check-in proof, and geotagged evidence.",CD-055 R2 frames 01..06,/field/[visitId]; visit/map surfaces,m04-device-eta-override.spec.ts; offline-drill.spec.ts,"Live Mapbox ETA, stale-cache, GPS negative paths, geofence override, and check-in state passed.",Mapbox and maps MVP3-HOLD-002 is OPEN.,NEEDS_REVIEW,"Runtime proof covers ETA, GPS, geofence, and stale route estimate, but not a governed offline map pack, official-vs-verified pin presentation, and complete geotagged-evidence chain.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/e2e/m04-device-eta-override.spec.ts; apps/web/e2e/offline-drill.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md
43,MVP2-REQ-0233,M3-05,"Treat GIS as defensible legal evidence with governance, snapshots, accuracy thresholds, exception workflow, and offline maps.",CD-055 R2 frames 01..06,/admin/gis; /field/[visitId]; /operations,m04-device-eta-override.spec.ts,"Accuracy guard, no-synthetic-check-in negative paths, and independent Operations override passed.",Mapbox/offline-pack policy MVP3-HOLD-002 and legal/retention policy MVP3-HOLD-006 remain OPEN.,NEEDS_REVIEW,"Accuracy and exception workflow are proven, but map snapshots, offline map packs, privacy/retention, and legal-evidence status are not certified and must remain held.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/e2e/m04-device-eta-override.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md
44,MVP2-REQ-0074,M3-06,"Offline package runtime must include encrypted package, factory snapshot, forms, clauses, maps, report templates, expiry, and remote wipe.",CD-056 R2 frames 01..06,/admin/packages; /admin/devices; /field,mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql; offline-drill.spec.ts,Package manifest/access probe and field offline replay passed; external MDM execution remains held.,Mapbox MVP3-HOLD-002 and production release MVP3-HOLD-008 are OPEN; MDM is called held in status/certificate but has no dedicated row in the hold register.,NEEDS_REVIEW,"The manifest test proves forms, clauses, evidence rules, report template, and locales, but not the entire factory-snapshot/map/encryption contract; remote wipe is queued and explicitly not completed without genuine device acknowledgement.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; supabase/migrations/20260718150000_mvp3_enterprise_control_plane.sql; apps/web/src/app/admin/devices/page.tsx; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql
45,MVP2-REQ-0076,M3-06,"Capture findings/violations with severity, clause mapping, photo/video/document evidence, notes, and representative confirmation.",CD-056 R2 frames 01..06,/field/inspection/[id]; review/report surfaces,golden-journey.spec.ts; offline-drill.spec.ts; cd-010-011-violations.spec.ts,Canonical field/review journeys are included in the 510-pass protected regression.,Digital-signature MVP3-HOLD-001 applies only to verified provider signature; acknowledgement remains distinct.,MATCH,"This row reuses canonical inspection, evidence, violation, submission, and review contracts; the protected journey and negative paths are named without claiming provider signature.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/golden-journey.spec.ts; apps/web/e2e/offline-drill.spec.ts; apps/web/e2e/cd-010-011-violations.spec.ts
46,MVP2-REQ-0176,M3-06,"Register devices, assign inspectors, enforce MDM, govern package expiry/remote wipe, and expose sync health; revoked devices must not open packages.",CD-056 R2 frames 01..06,/admin/devices; mvp3 device/package RPCs,mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql,Trusted-device schema/RPC and unknown-device denial passed; genuine MDM command completion is not runtime-certified.,"M3-06 status and certificate say MDM held, but MVP3_PROVIDER_POLICY_HOLDS.csv has no MDM hold row.",NEEDS_REVIEW,"Local trust state and fail-closed package denial are proven, but external MDM enforcement, completed wipe, and sync-health evidence are not; the missing dedicated MDM hold row is a traceability gap.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/src/app/admin/devices/page.tsx; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql
47,MVP2-REQ-0178,M3-06,Only an authorized inspector on an assigned trusted device may access assigned packages.,CD-056 R2 frames 01..06,/admin/devices; mvp3_open_inspection_package RPC,mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql,Live rollback probe records unknown-device denial; trusted-device/package access contracts passed.,External MDM remains held; local assignment/trust enforcement is still fail-closed.,MATCH,"The additive device identity, assignment, trust-state, package-access denial, and append-only outcome evidence align with the requirement without claiming external MDM.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; supabase/migrations/20260718150000_mvp3_enterprise_control_plane.sql; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql
48,MVP2-REQ-0179,M3-06,Provide secure login and biometric re-entry with auditable login/unlock events.,CD-056 R2 frames 01..06,Authentication and field workspace,Protected persona authentication setup only; no biometric-specific test is named.,Five authenticated personas passed in the protected regression; biometric re-entry was not named as runtime evidence.,External identity/SSO MVP3-HOLD-003 is OPEN; local authentication remains supported.,NEEDS_REVIEW,"The certificate proves authenticated personas, not biometric re-entry or a distinct unlock audit event. No named source/runtime evidence closes the biometric portion.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md
49,MVP2-REQ-0180,M3-06,Download a package before travel and show a manifest with every dependency and status.,CD-056 R2 frames 01..06,/admin/packages; field package access; mvp3_compile_inspection_package RPC,mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql,Package manifest/hash and package-access runtime probe passed.,Production release MVP3-HOLD-008 remains OPEN; no production device download claimed.,MATCH,"Immutable manifest, required sections, hash, package-access audit, and fail-closed device checks align; evidence is live rollback rather than a production download claim.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; supabase/migrations/20260718150000_mvp3_enterprise_control_plane.sql; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql
50,MVP2-REQ-0181,M3-06,A readiness banner must tell the inspector the exact fix required before field travel.,CD-056 R2 frames 01..06,/field/[visitId] device readiness panel,m04-device-eta-override.spec.ts,"Authenticated field runtime verified the device-readiness panel, production device metadata, and negative GPS guards.",External MDM remains held; browser-reported metadata is labelled honestly.,MATCH,The tested readiness panel exposes device/app facts and fail-closed field prerequisites without upgrading browser metadata to MDM proof.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; apps/web/e2e/m04-device-eta-override.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md
51,MVP2-REQ-0182,M3-06,Required/optional photo evidence must remain traceable to the question/finding and device.,CD-056 R2 frames 01..06,/field/inspection/[id] evidence capture,golden-journey.spec.ts; offline-drill.spec.ts,Canonical field evidence journeys are in the full protected regression; device linkage is not named at row level.,External MDM remains held; device provenance must not be inferred from an unverified MDM reference.,NEEDS_REVIEW,"Question/finding evidence capture is covered, but the cited runtime does not explicitly demonstrate the complete evidence-to-device trace for this row.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; apps/web/e2e/golden-journey.spec.ts; apps/web/e2e/offline-drill.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md
52,MVP2-REQ-0183,M3-06,Capture representative acknowledgement/signature where required and prevent silent report change after acknowledgement.,CD-056 R2 frames 01..06,/field/inspection/[id] SignaturePad; review/report acknowledgement views,golden-journey.spec.ts; mvp2-m2-12-signature.spec.ts; offline-drill.spec.ts,Representative acknowledgement is captured in immutable submission versions and shown in review/report paths.,Digital signature MVP3-HOLD-001 remains OPEN; DEC-009 acknowledgement is explicitly not PKI signature.,MATCH,The local acknowledgement/immutability contract is evidenced and accurately separated from the held verified-signature provider claim.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/src/app/field/inspection/[id]/SignaturePad.tsx; apps/web/src/app/field/inspection/[id]/Workspace.tsx; apps/web/e2e/golden-journey.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts
53,MVP2-REQ-0184,M3-06,Only trusted enrolled iPads may run official field inspections.,CD-056 R2 frames 01..06,/admin/devices; package-access RPC,mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql,Local trusted-device schema and unknown-device package denial passed; genuine MDM enrollment is not proven.,"M3-06 is marked MDM-held, but the hold register lacks a dedicated MDM entry.",NEEDS_REVIEW,"The local trust registry is proven, but an actual enrolled iPad/MDM attestation is not. Keep the external-device claim held and repair hold-register traceability.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql
54,MVP2-REQ-0185,M3-06,Every offline event must be timestamped and replayable from the offline package.,CD-056 R2 frames 01..06,Field offline queue; /admin/audit,offline-drill.spec.ts; mvp2-m2-05-audit-replay.spec.ts,Offline answer queue/replay-once and audit replay are separately tested; an end-to-end offline-package-to-audit reconstruction is not named.,Production release MVP3-HOLD-008 remains OPEN.,NEEDS_REVIEW,"The two evidence legs exist but are not explicitly joined to prove every offline event, timestamp, and audit reconstruction from one package.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; apps/web/e2e/offline-drill.spec.ts; apps/web/e2e/mvp2-m2-05-audit-replay.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md
55,MVP2-REQ-0186,M3-06,Provide an operational sync-health dashboard so support can rescue field issues.,CD-056 R2 frames 01..06,/admin/devices,mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql,M3-06 is marked implemented/runtime certified with MDM held; current device page exposes last-seen and command evidence only.,External MDM is held and missing as a dedicated hold-register row.,CONTRADICTION,"The named principal route does not present sync queue/error/health status or rescue controls; current source shows a device register and command list, conflicting with the row and implemented-evidenced label.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; apps/web/src/app/admin/devices/page.tsx; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql
56,MVP2-REQ-0240,M3-06,"Planning must account for inspector skills, route duration, fatigue, safety flags, availability, factory access windows, and maximum load.",CD-056 R2 frames 01..06,/visits/workload; planning routes,cd-026-visit-management.spec.ts; dashboard-business.spec.ts,"Full regression includes workload surfaces, but M3-06 runtime evidence names only trusted devices/field journey.",No approved fatigue/safety/max-load policy values may be invented.,CONTRADICTION,"The workload page aggregates assignments but the cited evidence does not establish skills, fatigue, safety, access-window, route-duration, or maximum-load planning guards; this conflicts with the module's implemented-evidenced disposition for all 14 rows.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; apps/web/src/app/visits/workload/page.tsx; apps/web/e2e/cd-026-visit-management.spec.ts; apps/web/e2e/dashboard-business.spec.ts
57,MVP2-REQ-0244,M3-06,"The Device & Offline Admin module shall allow only trusted enrolled devices to download, open and submit official inspection packages.",CD-056 | CD-056_M3-06_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-056_R2_FINAL/renders/01..06-CD-056_R2.png,/admin/devices; /field,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp3-retrofit-regression.spec.ts; apps/web/e2e/m04-device-eta-override.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (focused M04 8/8 PASS; 510 pass/9 intentional skips/0 fail; live rollback probe PASS); product-contract/evidence/TASK-IPAD-M04-DEVICE-ETA-OVERRIDE-001.md,"External MDM is held in MVP3_IMPLEMENTATION_STATUS.csv and the retrofit certificate, but has no dedicated row in MVP3_PROVIDER_POLICY_HOLDS.csv.",NEEDS_REVIEW,"Coverage, route, migration contract and field journey align, but the external MDM dependency is named only in implementation status/certificate and is absent from the provider/policy hold register; add a dedicated fail-closed hold before treating device administration as fully governed.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp3-retrofit-regression.spec.ts; apps/web/e2e/m04-device-eta-override.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (focused M04 8/8 PASS; 510 pass/9 intentional skips/0 fail; live rollback probe PASS); product-contract/evidence/TASK-IPAD-M04-DEVICE-ETA-OVERRIDE-001.md
58,MVP2-REQ-0228,M3-07,"External channel | Factory Portal / iPad handoff | Factory representative receives visit notices, views findings summary, signs/refuses, submits corrections, raises objections and tracks outcome. | Factory representative | Plain-language factory journey | Must be legally clear, bilingual-ready and non-technical.",CD-057 | CD-057_M3-07_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-057_R2_FINAL/renders/01..06-CD-057_R2.png,/portal,apps/web/e2e/mvp2-m2-08-portal.spec.ts; apps/web/e2e/mvp3-retrofit-regression.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (portal lifecycle regression PASS; protected browser inventory 510 pass/0 fail),MVP3-HOLD-003 external identity/SSO OPEN; local supported authentication remains available and external SSO stays disabled.,MATCH,Exact register/reconciliation identity and portal lifecycle evidence align; external SSO remains explicitly fail-closed.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp2-m2-08-portal.spec.ts; apps/web/e2e/mvp3-retrofit-regression.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (portal lifecycle regression PASS; protected browser inventory 510 pass/0 fail)
59,MVP2-REQ-0067,M3-08,"PLAT-0001 | Web Operations | Business Web | Executive Dashboard | National health index, factories monitored, high-risk factories, open violations, inspection coverage, average resolution, heatmaps, drilldowns | Owns configuration, runtime behavior, validation, audit and handoff for Executive Dashboard. | Does not bypass source BRD rules, published workflows or role permissions. | Executive, Sector Manager, Reporting Analyst | Dashboard, KPI drilldown, map, trend panel | KPI, Factory, Visit, RiskScore, Violation, Correction | Report fields and score outputs enrich KPIs. | Risk band and risk drivers power prioritization and heatmaps. | Workflow state produces counts, SLA aging and exceptions. | Executive briefing, KPI evidence trail | P0 | Factory Health Platform2(1).pdf page 1",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
