requirement_id,requirement_category,source_document,source_location,exact_requirement,business_rule,acceptance_criterion,api_endpoint,api_field,current_code_location,current_database_object,current_state,preservation_requirement,positive_delta,target_module,target_schema,target_route,target_component,integration_source,permission,implementation_status,functional_verification,evidence_reference,external_blocker,exception_reason,agent_owner,commit_sha,last_updated_at,process_id,screen_id,engine_id,cross_map_id,negative_path,evidence_id
F360-AC-006,Acceptance Criterion,Factory_360_Specification_v2.0.docx,Page 5,Only authorized users can create inspections or export information.,,Only authorized users can create inspections or export information.,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,F360 source acceptance,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-003
F360-AC-007,Acceptance Criterion,Factory_360_Specification_v2.0.docx,Page 7,Only inspection reports associated with the selected license are displayed.,,Only inspection reports associated with the selected license are displayed.,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,F360 source acceptance,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-003
F360-AC-008,Acceptance Criterion,Factory_360_Specification_v2.0.docx,Page 7,Visits are not displayed anywhere within Compliance.,,Visits are not displayed anywhere within Compliance.,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,F360 source acceptance,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-003
F360-AC-009,Acceptance Criterion,Factory_360_Specification_v2.0.docx,Page 7,Compliance Rate matches the approved inspection calculation.,,Compliance Rate matches the approved inspection calculation.,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,F360 source acceptance,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-003
F360-AC-010,Acceptance Criterion,Factory_360_Specification_v2.0.docx,Page 7,Risk Trend reflects Risk Engine history.,,Risk Trend reflects Risk Engine history.,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,F360 source acceptance,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-003
F360-AC-011,Acceptance Criterion,Factory_360_Specification_v2.0.docx,Page 7,Users cannot modify compliance information from Factory 360.,,Users cannot modify compliance information from Factory 360.,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,F360 source acceptance,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-003
F360-AC-012,Acceptance Criterion,Factory_360_Specification_v2.0.docx,Page 8,Industrial information matches Senaei.,,Industrial information matches Senaei.,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,F360 source acceptance,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-003
F360-AC-013,Acceptance Criterion,Factory_360_Specification_v2.0.docx,Page 9,Only approved and expired services and incentives are displayed.,,Only approved and expired services and incentives are displayed.,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,F360 source acceptance,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-003
F360-AC-014,Acceptance Criterion,Factory_360_Specification_v2.0.docx,Page 9,Inspection evidence remains linked to inspections.,,Inspection evidence remains linked to inspections.,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,F360 source acceptance,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-003
F360-AC-015,Acceptance Criterion,Factory_360_Specification_v2.0.docx,Page 9,Documents are grouped correctly.,,Documents are grouped correctly.,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,F360 source acceptance,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-003
F360-AC-016,Acceptance Criterion,Factory_360_Specification_v2.0.docx,Page 9,No editing capability exists within Factory 360.,,No editing capability exists within Factory 360.,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,F360 source acceptance,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-003
F360-ARCH-001,Architecture,Factory_360_Specification_v2.0.docx,Pages 1-2,Commercial Registration → Industrial License → Factory/Plant → Inspection Reports → Violations → Penalties.,,,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,MVP1-M07-001;MVP1-M07-003;MVP1-M07-004,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-004
F360-SRCH-001,Search,Factory_360_Specification_v2.0.docx,Page 2,Search by CR Number opens CR Overview and allows license selection.,,,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P01;P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,MVP1-M07-004;MVP1-M07-018,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-004
F360-SRCH-002,Search,Factory_360_Specification_v2.0.docx,Page 2,Search by License Number opens parent CR and auto-selects the matching license.,,,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P01;P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,MVP1-M07-003;MVP1-M07-018,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-004
F360-SRCH-003,Search,Factory_360_Specification_v2.0.docx,Page 2,Search by Plant Number opens parent CR and auto-selects the corresponding license.,,,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P01;P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,MVP1-M07-003;MVP1-M07-018,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-004
F360-PERM-001,Permission,Factory_360_Specification_v2.0.docx,Page 3,View Factory 360 permission controls page access.,,,,,,,DISCOVERED,,,,,,,,view_factory_360,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,MVP1-M07-019,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-010
F360-PERM-002,Permission,Factory_360_Specification_v2.0.docx,Page 3,View Factory Documents permission controls document viewing.,,,,,,,DISCOVERED,,,,,,,,view_factory_documents,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,MVP1-M07-016;MVP1-M07-019,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-010
F360-PERM-003,Permission,Factory_360_Specification_v2.0.docx,Page 3,Download Factory Documents permission controls downloads.,,,,,,,DISCOVERED,,,,,,,,download_factory_documents,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,MVP1-M07-016;MVP1-M07-019,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-010
F360-PERM-004,Permission,Factory_360_Specification_v2.0.docx,Page 3,View Risk Details permission controls risk explanation.,,,,,,,DISCOVERED,,,,,,,,view_risk_details,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,MVP1-M07-015;MVP1-M07-019,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-010
F360-PERM-005,Permission,Factory_360_Specification_v2.0.docx,Page 3,Export Factory permission controls PDF export.,,,,,,,DISCOVERED,,,,,,,,export_factory,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,MVP1-M07-019,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-010
F360-PERM-006,Permission,Factory_360_Specification_v2.0.docx,Page 3,Create Inspection permission controls launching Planning with the selected license.,,,,,,,DISCOVERED,,,,,,,,create_inspection,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,MVP1-M07-018;MVP1-M07-019,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-010
F360-CALC-001,Calculation,Factory_360_Specification_v2.0.docx,Page 6,Compliance Rate = (Passed Answered Inspection Items ÷ Total Answered Inspection Items) × 100; notes and non-scored items excluded.,,,,,,,DISCOVERED,,,,,,,,,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-08;ENG-09;ENG-12,MVP1-M07-011,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-006
F360-IMG-001,Images,Factory_360_Specification_v2.0.docx,Page 4,"Image groups are Official Factory Images, Factory Profile Images, Inspection Evidence, Arrival Evidence and Violation Evidence.",,,,,,,DISCOVERED,,,,,,,,view_factory_360,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-07;ENG-12,MVP1-M07-016,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-005
F360-ACT-001,Action,Factory_360_Specification_v2.0.docx,Page 5,Open Map opens the selected factory location in the Maps module.,,,,,,,DISCOVERED,,,,,,,,view_factory_360,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400;SCR-WEB-500,ENG-06;ENG-12,MVP1-M07-005;MVP1-M07-018,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-005
F360-ACT-002,Action,Factory_360_Specification_v2.0.docx,Page 5,View Risk Explanation opens an explanation traceable to stored Risk Engine factors.,,,,,,,DISCOVERED,,,,,,,,view_risk_details,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-12,MVP1-M07-015,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-010
F360-ACT-003,Action,Factory_360_Specification_v2.0.docx,Page 5,Create Inspection opens Planning/Inspection with selected license context.,,,,,,,DISCOVERED,,,,,,,,create_inspection,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P01;P12,SCR-WEB-400;SCR-WEB-100,ENG-11;ENG-12,MVP1-M07-018;MVP1-M07-019,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-010
F360-ACT-004,Action,Factory_360_Specification_v2.0.docx,Page 5,Export PDF generates a selected-license Factory 360 profile subject to permission.,,,,,,,DISCOVERED,,,,,,,,export_factory,CODE_COMPLETE,STATIC_AND_SQL_CONTRACT_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,MVP1-M07-019,"Requirement is absent, unauthorized, stale, incorrectly aggregated, or a dependent provider fails; render a controlled truthful state.",F360-EV-010
MVP1-M07-001,Existing MVP1 M07 Requirement,Inspection Project.xlsx / atomic_scope.csv,Factory 360 row 2,Factory Profile Page,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Factory Profile Page implements the accepted Factory 360 behavior.,,,,,MAPPED,Preserve accepted MVP1 behavior while extending Factory 360 v2.,Cross-map the existing M07 capability to the v2 Word/API obligations without weakening it.,M07 Factory 360,,/factories/:id/360,Factory Profile Page,Inspection Platform; Senaei where documented,view_factory_360,CODE_COMPLETE,STATIC_REGRESSION_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,AC-0410,"Existing M07 behavior regresses, is hidden without authority, mutates read-only data, or reports unavailable data as live.",F360-EV-003
MVP1-M07-002,Existing MVP1 M07 Requirement,Inspection Project.xlsx / atomic_scope.csv,Factory 360 row 3,Factory Overview,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Factory Overview implements the accepted Factory 360 behavior.,,,,,MAPPED,Preserve accepted MVP1 behavior while extending Factory 360 v2.,Cross-map the existing M07 capability to the v2 Word/API obligations without weakening it.,M07 Factory 360,,/factories/:id/360,Factory Overview,Inspection Platform; Senaei where documented,view_factory_360,CODE_COMPLETE,STATIC_REGRESSION_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,AC-0411,"Existing M07 behavior regresses, is hidden without authority, mutates read-only data, or reports unavailable data as live.",F360-EV-003
MVP1-M07-003,Existing MVP1 M07 Requirement,Inspection Project.xlsx / atomic_scope.csv,Factory 360 row 4,License Information,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,License Information implements the accepted Factory 360 behavior.,,,,,MAPPED,Preserve accepted MVP1 behavior while extending Factory 360 v2.,Cross-map the existing M07 capability to the v2 Word/API obligations without weakening it.,M07 Factory 360,,/factories/:id/360,License Information,Inspection Platform; Senaei where documented,view_factory_360,CODE_COMPLETE,STATIC_REGRESSION_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,AC-0412,"Existing M07 behavior regresses, is hidden without authority, mutates read-only data, or reports unavailable data as live.",F360-EV-003
MVP1-M07-004,Existing MVP1 M07 Requirement,Inspection Project.xlsx / atomic_scope.csv,Factory 360 row 5,CR Information,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,CR Information implements the accepted Factory 360 behavior.,,,,,MAPPED,Preserve accepted MVP1 behavior while extending Factory 360 v2.,Cross-map the existing M07 capability to the v2 Word/API obligations without weakening it.,M07 Factory 360,,/factories/:id/360,CR Information,Inspection Platform; Senaei where documented,view_factory_360,CODE_COMPLETE,STATIC_REGRESSION_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,AC-0413,"Existing M07 behavior regresses, is hidden without authority, mutates read-only data, or reports unavailable data as live.",F360-EV-003
MVP1-M07-005,Existing MVP1 M07 Requirement,Inspection Project.xlsx / atomic_scope.csv,Factory 360 row 6,Location & Map,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Location & Map implements the accepted Factory 360 behavior.,,,,,MAPPED,Preserve accepted MVP1 behavior while extending Factory 360 v2.,Cross-map the existing M07 capability to the v2 Word/API obligations without weakening it.,M07 Factory 360,,/factories/:id/360,Location & Map,Inspection Platform; Senaei where documented,view_factory_360,CODE_COMPLETE,STATIC_REGRESSION_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,AC-0414,"Existing M07 behavior regresses, is hidden without authority, mutates read-only data, or reports unavailable data as live.",F360-EV-003
MVP1-M07-006,Existing MVP1 M07 Requirement,Inspection Project.xlsx / atomic_scope.csv,Factory 360 row 7,Products,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Products implements the accepted Factory 360 behavior.,,,,,MAPPED,Preserve accepted MVP1 behavior while extending Factory 360 v2.,Cross-map the existing M07 capability to the v2 Word/API obligations without weakening it.,M07 Factory 360,,/factories/:id/360,Products,Inspection Platform; Senaei where documented,view_factory_360,CODE_COMPLETE,STATIC_REGRESSION_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,AC-0415,"Existing M07 behavior regresses, is hidden without authority, mutates read-only data, or reports unavailable data as live.",F360-EV-003
MVP1-M07-007,Existing MVP1 M07 Requirement,Inspection Project.xlsx / atomic_scope.csv,Factory 360 row 8,Raw Materials,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Raw Materials implements the accepted Factory 360 behavior.,,,,,MAPPED,Preserve accepted MVP1 behavior while extending Factory 360 v2.,Cross-map the existing M07 capability to the v2 Word/API obligations without weakening it.,M07 Factory 360,,/factories/:id/360,Raw Materials,Inspection Platform; Senaei where documented,view_factory_360,CODE_COMPLETE,STATIC_REGRESSION_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,AC-0416,"Existing M07 behavior regresses, is hidden without authority, mutates read-only data, or reports unavailable data as live.",F360-EV-003
MVP1-M07-008,Existing MVP1 M07 Requirement,Inspection Project.xlsx / atomic_scope.csv,Factory 360 row 9,Workforce,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Workforce implements the accepted Factory 360 behavior.,,,,,MAPPED,Preserve accepted MVP1 behavior while extending Factory 360 v2.,Cross-map the existing M07 capability to the v2 Word/API obligations without weakening it.,M07 Factory 360,,/factories/:id/360,Workforce,Inspection Platform; Senaei where documented,view_factory_360,CODE_COMPLETE,STATIC_REGRESSION_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,AC-0417,"Existing M07 behavior regresses, is hidden without authority, mutates read-only data, or reports unavailable data as live.",F360-EV-003
MVP1-M07-009,Existing MVP1 M07 Requirement,Inspection Project.xlsx / atomic_scope.csv,Factory 360 row 10,Investment & Capacity,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Investment & Capacity implements the accepted Factory 360 behavior.,,,,,MAPPED,Preserve accepted MVP1 behavior while extending Factory 360 v2.,Cross-map the existing M07 capability to the v2 Word/API obligations without weakening it.,M07 Factory 360,,/factories/:id/360,Investment & Capacity,Inspection Platform; Senaei where documented,view_factory_360,CODE_COMPLETE,STATIC_REGRESSION_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,AC-0418,"Existing M07 behavior regresses, is hidden without authority, mutates read-only data, or reports unavailable data as live.",F360-EV-003
MVP1-M07-010,Existing MVP1 M07 Requirement,Inspection Project.xlsx / atomic_scope.csv,Factory 360 row 11,Visit History,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Visit History implements the accepted Factory 360 behavior.,,,,,MAPPED,Preserve accepted MVP1 behavior while extending Factory 360 v2.,Cross-map the existing M07 capability to the v2 Word/API obligations without weakening it.,M07 Factory 360,,/factories/:id/360,Visit History,Inspection Platform; Senaei where documented,view_factory_360,CODE_COMPLETE,STATIC_REGRESSION_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,AC-0419,"Existing M07 behavior regresses, is hidden without authority, mutates read-only data, or reports unavailable data as live.",F360-EV-003
MVP1-M07-011,Existing MVP1 M07 Requirement,Inspection Project.xlsx / atomic_scope.csv,Factory 360 row 12,Inspection History,User and system behavior in Purpose/User Actions/System Actions/Business Rules remains MVP1.,Inspection History implements the accepted Factory 360 behavior.,,,,,MAPPED,Preserve accepted MVP1 behavior while extending Factory 360 v2.,Cross-map the existing M07 capability to the v2 Word/API obligations without weakening it.,M07 Factory 360,,/factories/:id/360,Inspection History,Inspection Platform; Senaei where documented,view_factory_360,CODE_COMPLETE,STATIC_REGRESSION_PASS,product-contract/evidence/TASK-FACTORY-360-COMPLETE-010.md,,,Codex,a92dd9f49e7df50af606ed16881c09954161c528,2026-07-20,P12,SCR-WEB-400,ENG-04;ENG-06;ENG-07;ENG-08;ENG-09;ENG-11;ENG-12,AC-0420,"Existing M07 behavior regresses, is hidden without authority, mutates read-only data, or reports unavailable data as live.",F360-EV-003
