mapping_id,endpoint_id,provider_family,direction,external_field_path,external_type,required_optional,enum_or_validation,canonical_entity,canonical_field,disposition,transformation,persistence_rule,history_version_rule,web_consumer,ipad_consumer,offline_inclusion,status,evidence
F360-XPC-MAP-0093,INSP-API-006,Inspection API,response,$.data[].items[].attachment_mode,dict,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0094,INSP-API-006,Inspection API,response,$.data[].items[].attachment_mode.value,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0095,INSP-API-006,Inspection API,response,$.data[].items[].attachment_mode.label,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0096,INSP-API-006,Inspection API,response,$.data[].items[].is_mandatory_for_inspector,bool,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0097,INSP-API-006,Inspection API,response,$.data[].items[].report_types,list,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0098,INSP-API-006,Inspection API,response,$.data[].items[].report_types[].value,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0099,INSP-API-006,Inspection API,response,$.data[].items[].report_types[].label,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0100,INSP-API-006,Inspection API,response,$.data[].items[].associated_reports,list,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0101,INSP-API-006,Inspection API,response,$.data[].items[].associated_reports[].value,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0102,INSP-API-006,Inspection API,response,$.data[].items[].associated_reports[].label,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0103,INSP-API-006,Inspection API,response,$.data[].items[].violations,list,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0104,INSP-API-006,Inspection API,response,$.data[].items[].created_at,str,NOT_DOCUMENTED,NOT_DOCUMENTED,source_timestamp,source_timestamp,SOURCE_METADATA,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Preserve as provider timestamp; do not overwrite platform audit time.,No platform history inferred.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0105,INSP-API-006,Inspection API,response,$.data[].created_at,str,NOT_DOCUMENTED,NOT_DOCUMENTED,source_timestamp,source_timestamp,SOURCE_METADATA,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Preserve as provider timestamp; do not overwrite platform audit time.,No platform history inferred.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0106,INSP-API-007,Inspection API,response,$.data,dict,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0107,INSP-API-007,Inspection API,response,$.data.id,str,NOT_DOCUMENTED,NOT_DOCUMENTED,external_id,external_id,SOURCE_METADATA,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Retain provider ID with source and version metadata.,No platform history inferred.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0108,INSP-API-007,Inspection API,response,$.data.name,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0109,INSP-API-007,Inspection API,response,$.data.number,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0110,INSP-API-007,Inspection API,response,$.data.issue_date,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0111,INSP-API-007,Inspection API,response,$.data.status,bool,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0112,INSP-API-007,Inspection API,response,$.data.issuing_authorities,list,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0113,INSP-API-007,Inspection API,response,$.data.issuing_authorities[].value,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0114,INSP-API-007,Inspection API,response,$.data.issuing_authorities[].label,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0115,INSP-API-007,Inspection API,response,$.data.documents,list,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0116,INSP-API-007,Inspection API,response,$.data.items,list,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0117,INSP-API-007,Inspection API,response,$.data.items[].id,str,NOT_DOCUMENTED,NOT_DOCUMENTED,external_id,external_id,SOURCE_METADATA,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Retain provider ID with source and version metadata.,No platform history inferred.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0118,INSP-API-007,Inspection API,response,$.data.items[].type,dict,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0119,INSP-API-007,Inspection API,response,$.data.items[].type.value,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0120,INSP-API-007,Inspection API,response,$.data.items[].type.label,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0121,INSP-API-007,Inspection API,response,$.data.items[].entity_notification,bool,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0122,INSP-API-007,Inspection API,response,$.data.items[].geographical_location,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0123,INSP-API-007,Inspection API,response,$.data.items[].administrative_name,dict,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0124,INSP-API-007,Inspection API,response,$.data.items[].administrative_name.value,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0125,INSP-API-007,Inspection API,response,$.data.items[].administrative_name.label,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0126,INSP-API-007,Inspection API,response,$.data.items[].name,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0127,INSP-API-007,Inspection API,response,$.data.items[].appeared_in_self_assessment,bool,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0128,INSP-API-007,Inspection API,response,$.data.items[].report_kind,dict,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0129,INSP-API-007,Inspection API,response,$.data.items[].report_kind.value,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0130,INSP-API-007,Inspection API,response,$.data.items[].report_kind.label,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0131,INSP-API-007,Inspection API,response,$.data.items[].description,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0132,INSP-API-007,Inspection API,response,$.data.items[].approval_option,dict,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0133,INSP-API-007,Inspection API,response,$.data.items[].approval_option.value,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0134,INSP-API-007,Inspection API,response,$.data.items[].approval_option.label,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0135,INSP-API-007,Inspection API,response,$.data.items[].rejection_option,dict,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0136,INSP-API-007,Inspection API,response,$.data.items[].rejection_option.value,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0137,INSP-API-007,Inspection API,response,$.data.items[].rejection_option.label,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0138,INSP-API-007,Inspection API,response,$.data.items[].status,dict,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0139,INSP-API-007,Inspection API,response,$.data.items[].status.value,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0140,INSP-API-007,Inspection API,response,$.data.items[].status.label,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0141,INSP-API-007,Inspection API,response,$.data.items[].attachment_mode,dict,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0142,INSP-API-007,Inspection API,response,$.data.items[].attachment_mode.value,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
F360-XPC-MAP-0143,INSP-API-007,Inspection API,response,$.data.items[].attachment_mode.label,str,NOT_DOCUMENTED,NOT_DOCUMENTED,regulations_or_inspection_items,regulations_or_inspection_items,CANONICAL_FIELD,Typed adapter normalization where an existing adapter declares this field; otherwise preserve exact structural path.,Typed regulation adapter owns the canonical projection.,Provider source/version retained; platform audit is separate.,Shared Factory 360 server projection or not consumed,Same shared server projection; no provider client,CANONICAL_VERSION_ONLY,STRUCTURALLY_DOCUMENTED,FACTORY_360_API_FIELD_INVENTORY.csv
