requirement_id,screen_id,score,tier,classification,module,had_module_signal
REQ-R0C-00284,SCR-ADM-020,2,WEAK,BUSINESS_RULE,"inspection execution - prestart",True
REQ-R0C-00285,SCR-WEB-120,8,STRONG,SYSTEM_BEHAVIOR,"inspection execution - prestart",True
REQ-R0C-00286,SCR-WEB-120,8,STRONG,BUSINESS_RULE,"inspection execution - prestart",True
REQ-R0C-00287,SCR-WEB-400,16,STRONG,USER_ACTION,"inspection execution - prestart",True
REQ-R0C-00288,SCR-WEB-400,14,STRONG,SYSTEM_BEHAVIOR,"inspection execution - prestart",True
REQ-R0C-00289,SCR-WEB-120,6,STRONG,BUSINESS_RULE,"inspection execution - prestart",True
REQ-R0C-00291,SCR-ADM-020,2,WEAK,BUSINESS_RULE,"inspection execution - prestart",True
REQ-R0C-00292,SCR-WEB-400,10,STRONG,USER_ACTION,"inspection execution - prestart",True
REQ-R0C-00293,SCR-ADM-030,12,STRONG,SYSTEM_BEHAVIOR,"inspection execution - prestart",True
REQ-R0C-00294,SCR-ADM-020,8,STRONG,BUSINESS_RULE,"inspection execution - prestart",True
REQ-R0C-00295,SCR-WEB-140,6,STRONG,DATA_REQUIREMENT,"inspection execution - prestart",True
REQ-R0C-00296,SCR-ADM-051,4,WEAK,USER_ACTION,"inspection execution - prestart",True
REQ-R0C-00297,SCR-ADM-020,2,WEAK,BUSINESS_RULE,"inspection execution - prestart",True
REQ-R0C-00298,SCR-WEB-400,10,STRONG,DATA_REQUIREMENT,"inspection execution - prestart",True
REQ-R0C-00299,SCR-ADM-031,21,STRONG,SYSTEM_BEHAVIOR,"inspection execution - prestart",True
REQ-R0C-00300,SCR-ADM-030,8,STRONG,BUSINESS_RULE,"inspection execution - prestart",True
REQ-R0C-00301,SCR-WEB-140,6,STRONG,DATA_REQUIREMENT,"inspection execution - prestart",True
REQ-R0C-00302,SCR-ADM-080,6,STRONG,SYSTEM_BEHAVIOR,"inspection execution - prestart",True
REQ-R0C-00303,SCR-VIR-700,12,STRONG,BUSINESS_RULE,"inspection execution - prestart",True
REQ-R0C-00304,SCR-WEB-310,8,STRONG,USER_ACTION,"inspection execution - prestart",True
REQ-R0C-00305,SCR-WEB-120,6,STRONG,SYSTEM_BEHAVIOR,"inspection execution - prestart",True
REQ-R0C-00306,SCR-VIR-700,14,STRONG,BUSINESS_RULE,"inspection execution - prestart",True
REQ-R0C-00307,SCR-VIR-700,6,STRONG,DATA_REQUIREMENT,"inspection execution - prestart",True
REQ-R0C-00308,SCR-ADM-010,2,WEAK,SYSTEM_BEHAVIOR,"inspection execution - prestart",True
REQ-R0C-00309,SCR-ADM-080,5,WEAK,BUSINESS_RULE,"inspection execution - prestart",True
REQ-R0C-00324,SCR-VIR-720,7,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00325,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00327,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00329,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00330,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00332,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00334,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00335,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00336,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00338,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00339,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00340,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00343,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00351,SCR-VIR-720,8,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00352,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00356,SCR-VIR-720,4,WEAK,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00359,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00360,SCR-VIR-720,4,WEAK,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00377,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00385,SCR-VIR-720,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00387,SCR-VIR-720,4,WEAK,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00388,SCR-VIR-720,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00393,SCR-VIR-720,10,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00406,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00407,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00408,SCR-VIR-720,4,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00409,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00410,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00411,SCR-VIR-720,6,STRONG,ACCEPTANCE_CRITERION,"inspection excution-start jou",True
REQ-R0C-00412,SCR-VIR-720,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00413,SCR-VIR-720,8,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00414,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00416,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00420,SCR-VIR-720,10,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00425,SCR-VIR-720,3,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00426,SCR-VIR-720,3,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00428,SCR-VIR-720,2,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00437,SCR-VIR-720,6,STRONG,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00438,SCR-VIR-720,12,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00439,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00442,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00446,SCR-VIR-720,2,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00447,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00448,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00449,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00451,SCR-VIR-720,13,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00454,SCR-VIR-720,10,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00456,SCR-VIR-720,6,STRONG,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00457,SCR-VIR-720,12,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00458,SCR-VIR-720,10,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00460,SCR-VIR-720,7,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00461,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00465,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00466,SCR-VIR-720,7,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00475,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00481,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00482,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00483,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00486,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00487,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00488,SCR-VIR-720,10,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00491,SCR-VIR-720,2,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00498,SCR-VIR-720,7,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00505,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00509,SCR-VIR-720,2,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00510,SCR-VIR-720,7,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00514,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00517,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00521,SCR-VIR-720,2,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00533,SCR-VIR-720,10,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00537,SCR-VIR-720,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00539,SCR-VIR-720,3,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00546,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00553,SCR-VIR-720,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00556,SCR-VIR-720,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00562,SCR-VIR-720,2,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00563,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00564,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00566,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00568,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00569,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00571,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00574,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00577,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00578,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00580,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00594,SCR-VIR-720,10,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00595,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00596,SCR-VIR-720,2,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00597,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00598,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00601,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00606,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00607,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00611,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00613,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00614,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00615,SCR-VIR-720,2,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00616,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00617,SCR-VIR-720,8,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00619,SCR-VIR-720,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00627,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00628,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00629,SCR-VIR-720,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00631,SCR-VIR-720,7,STRONG,ACCEPTANCE_CRITERION,"inspection excution-start jou",True
REQ-R0C-00632,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00640,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00643,SCR-VIR-720,7,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00645,SCR-VIR-720,2,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00646,SCR-VIR-720,12,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00647,SCR-VIR-720,12,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00649,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00651,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00652,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00653,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00655,SCR-VIR-720,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00656,SCR-VIR-720,2,WEAK,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00657,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00658,SCR-VIR-720,2,WEAK,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00659,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00660,SCR-VIR-720,2,WEAK,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00661,SCR-VIR-720,2,WEAK,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00662,SCR-VIR-720,16,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00663,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00665,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00667,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00668,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00672,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00674,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00675,SCR-VIR-720,13,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00676,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00678,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00681,SCR-VIR-720,12,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00683,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00684,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00687,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00688,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00689,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00692,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00693,SCR-VIR-720,6,STRONG,ACCEPTANCE_CRITERION,"inspection excution-start jou",True
REQ-R0C-00694,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00695,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00696,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00699,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00712,SCR-VIR-720,10,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00714,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00715,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00716,SCR-VIR-720,7,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00719,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00725,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00726,SCR-VIR-720,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00730,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00736,SCR-VIR-720,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00741,SCR-VIR-720,2,WEAK,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00742,SCR-VIR-720,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00746,SCR-VIR-720,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00748,SCR-VIR-720,9,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00749,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00750,SCR-VIR-720,3,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00752,SCR-VIR-720,9,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00754,SCR-VIR-720,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00764,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00766,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00768,SCR-VIR-720,6,STRONG,ACCEPTANCE_CRITERION,"inspection excution-start jou",True
REQ-R0C-00771,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00772,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00773,SCR-VIR-720,6,STRONG,USER_ACTION,"inspection excution-start jou",True
REQ-R0C-00776,SCR-VIR-720,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00778,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00779,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00780,SCR-VIR-720,9,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00782,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00783,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00784,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00785,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00788,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00789,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00790,SCR-VIR-720,16,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00791,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00792,SCR-VIR-720,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00803,SCR-VIR-720,7,STRONG,BUSINESS_RULE,"inspection excution-start jou",True
REQ-R0C-00804,SCR-VIR-720,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00807,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-start jou",True
REQ-R0C-00809,SCR-VIR-700,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00810,SCR-VIR-700,6,STRONG,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00811,SCR-VIR-710,4,WEAK,USER_ACTION,"inspection excution - virtual",True
REQ-R0C-00812,SCR-VIR-720,12,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00813,SCR-VIR-720,4,WEAK,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00814,SCR-VIR-720,12,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00816,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00817,SCR-VIR-720,8,STRONG,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00819,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00821,SCR-VIR-710,5,WEAK,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00823,SCR-VIR-700,6,STRONG,USER_ACTION,"inspection excution - virtual",True
REQ-R0C-00824,SCR-VIR-710,2,WEAK,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00826,SCR-VIR-720,7,STRONG,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00827,SCR-VIR-700,9,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00828,SCR-VIR-700,6,STRONG,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00829,SCR-VIR-720,4,WEAK,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00831,SCR-VIR-700,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00832,SCR-VIR-720,4,WEAK,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00833,SCR-VIR-710,2,WEAK,ACCEPTANCE_CRITERION,"inspection excution - virtual",True
REQ-R0C-00834,SCR-VIR-710,12,STRONG,USER_ACTION,"inspection excution - virtual",True
REQ-R0C-00835,SCR-VIR-710,5,WEAK,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00836,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00837,SCR-VIR-710,10,STRONG,USER_ACTION,"inspection excution - virtual",True
REQ-R0C-00838,SCR-VIR-710,10,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00840,SCR-VIR-720,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00841,SCR-VIR-720,6,STRONG,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00842,SCR-VIR-710,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00843,SCR-VIR-710,6,STRONG,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00844,SCR-VIR-710,11,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00845,SCR-VIR-720,6,STRONG,USER_ACTION,"inspection excution - virtual",True
REQ-R0C-00846,SCR-VIR-720,12,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00847,SCR-VIR-710,10,STRONG,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00848,SCR-VIR-720,7,STRONG,SYSTEM_BEHAVIOR,"inspection excution - virtual",True
REQ-R0C-00849,SCR-VIR-700,6,STRONG,BUSINESS_RULE,"inspection excution - virtual",True
REQ-R0C-00850,SCR-WEB-310,6,STRONG,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00851,SCR-WEB-300,3,WEAK,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00852,SCR-WEB-310,14,STRONG,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00853,SCR-WEB-320,3,WEAK,DATA_REQUIREMENT,"inspection excution-level2flow",True
REQ-R0C-00854,SCR-WEB-310,8,STRONG,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00855,SCR-WEB-320,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00857,SCR-WEB-310,2,WEAK,DATA_REQUIREMENT,"inspection excution-level2flow",True
REQ-R0C-00859,SCR-WEB-310,5,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00860,SCR-WEB-310,2,WEAK,DATA_REQUIREMENT,"inspection excution-level2flow",True
REQ-R0C-00861,SCR-WEB-310,2,WEAK,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00862,SCR-WEB-320,6,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
REQ-R0C-00863,SCR-WEB-310,4,WEAK,BUSINESS_RULE,"inspection excution-level2flow",True
REQ-R0C-00864,SCR-WEB-320,6,STRONG,USER_ACTION,"inspection excution-level2flow",True
REQ-R0C-00865,SCR-WEB-320,8,STRONG,SYSTEM_BEHAVIOR,"inspection excution-level2flow",True
