"source_id","inventory_kind","source_name","status","route","web_nodes","equivalence_pass","mapping_basis","reason"
"2665:34915","screen_state","Login","shared_duplicate","/login/field","563:70250|563:83066|563:83097","true","exact source ID in each responsive shared-auth frame","shared_auth_route_canonicalized_from_ipad_login_field_to_web_login"
"2665:39117","screen_state","Login","shared_duplicate","/login/field","563:70264|563:83072|563:83103","true","exact source ID in each responsive shared-auth frame","shared_auth_route_canonicalized_from_ipad_login_field_to_web_login"
"2665:43321","screen_state","Login","shared_duplicate","/login/field","563:70278|563:83078|563:83109","true","exact source ID in each responsive shared-auth frame","shared_auth_route_canonicalized_from_ipad_login_field_to_web_login"
"2665:47522","screen_state","Login","shared_duplicate","/login/field","563:70298|563:83085|563:83116","true","exact source ID in each responsive shared-auth frame","shared_auth_route_canonicalized_from_ipad_login_field_to_web_login"
"631:45084","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","423:47938","true","canonical challenge route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"631:45113","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","423:47938","true","canonical challenge route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"639:78727","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","423:47938","true","canonical challenge route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"879:64423","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1908:90749","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1908:89825","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","423:47938","true","canonical challenge route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1956:93347","form_or_screen_state","Inspection Items","web_node","/field/inspection/[id]","423:47938","true","exact source ID annotation","exact_source_id_annotated_responsive_web_screen"
"1939:56741","form_or_screen_state","Establishment Details","web_node","/field/establishments","432:48156","true","exact source ID annotation","exact_source_id_annotated_responsive_web_screen"
"1939:85172","form_or_screen_state","Inspection Items","web_node","/field/inspection/[id]","432:48399","true","exact source ID annotation","exact_source_id_annotated_responsive_web_screen"
"1939:125133","form_or_screen_state","Inspection Items","web_node","/field/inspection/[id]","432:48650","true","exact source ID annotation","exact_source_id_annotated_responsive_web_screen"
"1939:126076","form_or_screen_state","Inspection Items","web_node","/field/inspection/[id]","432:48778","true","exact source ID annotation","exact_source_id_annotated_responsive_web_screen"
"1939:126459","form_or_screen_state","Inspection Items","web_node","/field/inspection/[id]","432:48897","true","exact source ID annotation","exact_source_id_annotated_responsive_web_screen"
"1950:126836","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","432:48156|432:48399|432:48650|432:48778|432:48897","true","canonical chemical route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1950:126878","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","432:48156|432:48399|432:48650|432:48778|432:48897","true","canonical chemical route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1950:126911","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","432:48156|432:48399|432:48650|432:48778|432:48897","true","canonical chemical route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1950:126950","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","432:48156|432:48399|432:48650|432:48778|432:48897","true","canonical chemical route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1950:126987","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","432:48156|432:48399|432:48650|432:48778|432:48897","true","canonical chemical route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1960:94027","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","515:59258|540:2|566:83117|566:83136|566:83191|566:83210","true","canonical customs route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1960:94069","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","515:59258|540:2|566:83117|566:83136|566:83191|566:83210","true","canonical customs route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1962:7816","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","515:59258|540:2|566:83117|566:83136|566:83191|566:83210","true","canonical customs route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1962:7858","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","515:59258|540:2|566:83117|566:83136|566:83191|566:83210","true","canonical customs route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:102185","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:102237","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:102262","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:102286","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:102310","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:102333","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"2312:102572","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:157889","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:102657","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"2312:102712","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"2312:102741","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:102773","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"2312:102804","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"2312:158225","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158235","form_or_screen_state","Non-Compliant Products Destruction Report","shared_duplicate","/field/destruction-reports","336:45787","true","canonical destruction route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158245","form_or_screen_state","Non-Compliant Products Destruction Report","shared_duplicate","/field/destruction-reports","336:45787","true","canonical destruction route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158255","form_or_screen_state","Non-Compliant Products Destruction Report","shared_duplicate","/field/destruction-reports","336:45787","true","canonical destruction route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158265","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158275","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158285","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158295","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158305","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158315","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158325","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158335","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158345","form_or_screen_state","Non-Compliant Products Destruction Report","shared_duplicate","/field/destruction-reports","336:45787","true","canonical destruction route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158355","form_or_screen_state","Non-Compliant Products Destruction Report","shared_duplicate","/field/destruction-reports","336:45787","true","canonical destruction route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158365","form_or_screen_state","Non-Compliant Products Destruction Report","shared_duplicate","/field/destruction-reports","336:45787","true","canonical destruction route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158375","form_or_screen_state","Non-Compliant Products Destruction Report","shared_duplicate","/field/destruction-reports","336:45787","true","canonical destruction route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158385","form_or_screen_state","Incident Report","shared_duplicate","/field/incident-reports","450:59543|450:59550|450:59557|450:59564|450:59571|450:59578|450:59585|450:59592|450:59599|450:59606|450:59613|450:59620","true","canonical incident route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158395","form_or_screen_state","Violation Report","shared_duplicate","/field/inspection/[id]/results","450:61681|450:66640|450:75200|450:75285|457:70340|457:70441|457:70891|457:70908|457:70948|457:70971|492:59024","true","canonical violation route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158405","form_or_screen_state","Violation Report","shared_duplicate","/field/inspection/[id]/results","450:61681|450:66640|450:75200|450:75285|457:70340|457:70441|457:70891|457:70908|457:70948|457:70971|492:59024","true","canonical violation route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158415","form_or_screen_state","Violation Report","shared_duplicate","/field/inspection/[id]/results","450:61681|450:66640|450:75200|450:75285|457:70340|457:70441|457:70891|457:70908|457:70948|457:70971|492:59024","true","canonical violation route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158425","form_or_screen_state","Violation Report","shared_duplicate","/field/inspection/[id]/results","450:61681|450:66640|450:75200|450:75285|457:70340|457:70441|457:70891|457:70908|457:70948|457:70971|492:59024","true","canonical violation route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158435","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:158445","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165850","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165860","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165870","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165880","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165890","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165900","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165910","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165920","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165930","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165940","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165950","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:165960","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:102832","screen_state","Overlay - Alerts","shared_duplicate","cross-route","11:43","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"2312:173409","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:173516","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:173780","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:173816","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:173993","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"2312:174067","form_or_screen_state","Incident Report","shared_duplicate","/field/incident-reports","450:59543|450:59550|450:59557|450:59564|450:59571|450:59578|450:59585|450:59592|450:59599|450:59606|450:59613|450:59620","true","canonical incident route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:174085","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:174095","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:174116","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:174152","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:174218","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:174285","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:174356","screen_state","Frame 1984078725","shared_duplicate","","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:174435","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"2312:183843","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:183874","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","515:59336|544:67|544:80201|544:80348|566:83265|566:83284|566:83357|566:83406|566:83452|566:83471|566:83544|566:83593","true","canonical safety route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2312:183908","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"2312:183939","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"2468:31956","form_or_screen_state","Establishment Details","web_node","/field/establishments","432:45513","true","exact source ID annotation","exact_source_id_annotated_responsive_web_screen"
"1434:137614","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1442:185471","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1434:138230","screen_state","Content","obsolete_reference","","","true","non_delivery_reference_classification","obsolete_filter_panel_fragment"
"1434:110357","screen_state","Frame 1984078759","obsolete_reference","","","true","non_delivery_reference_classification","obsolete_canvas_banner"
"1499:23344","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1632:148327","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1632:148688","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1632:147136","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1632:147949","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1442:169161","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1442:169846","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1442:169529","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1509:70879","screen_state","Actions","shared_duplicate","cross-route","344:156","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"1434:138541","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1434:139429","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1442:170821","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1442:171154","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
