MVP3 Module,Design ID,Source Module,Requirement ID,Acceptance ID,Evidence ID,Capability,Title,Requirement,Expected Result,Negative Guard,Required Evidence,Priority,Channels,Personas,Dependencies,Source Reference,Status
M3-03,CD-053,M2-04,MVP2-REQ-0248,MVP2-AC-0248,MVP2-EV-0248,Strategic Platform Expansion Pack,"Risk Studio shall require simulation, approval, versioning and effective date before any risk model change can affect inspection planning.","Risk Studio shall require simulation, approval, versioning and effective date before any risk model change can affect inspection planning.","Published model shows version, approver, simulation summary and effective date.",Direct production edit is blocked.,"Published model shows version, approver, simulation summary and effective date.",P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,Risk governance requirement,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 51_Fix_Reqs, row 13",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-04,CD-054,M2-05,MVP2-REQ-0230,MVP2-AC-0230,MVP2-EV-0230,Strategic Platform Expansion Pack,Strategic requirement,"Data principle | Immutable auditability | Everything important becomes an append-only event: config, assignment, package, form answer, evidence, GIS, signature, review, decision, correction, objection and report access. | Audit, security, legal | Inspection History Log | No silent data edit after submission.","Authorized user demonstrates 'Strategic requirement' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P1,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 42_KSA_Domain_Context, row 12",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-04,CD-054,M2-05,MVP2-REQ-0237,MVP2-AC-0237,MVP2-EV-0237,Strategic Platform Expansion Pack,Audit log is described but not operationalized,Events are not append-only or replayable.,"Audit event catalog, event store, replay viewer, export pack and tamper-evidence strategy.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 49_Final_Blindspots_Gates, row 13",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-04,CD-054,M2-05,MVP2-REQ-0254,MVP2-AC-0254,MVP2-EV-0254,Strategic Platform Expansion Pack,The Audit History Log shall capture who/what/when/where/why/before/after/source/version/correlation ID for every critical business event.,The Audit History Log shall capture who/what/when/where/why/before/after/source/version/correlation ID for every critical business event.,Audit replay reconstructs the complete inspection decision timeline.,"Any decision cannot be replayed with input, rule, actor and timestamp.",Audit replay reconstructs the complete inspection decision timeline.,P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,Audit governance,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 51_Fix_Reqs, row 22",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-05,CD-055,M2-06,MVP2-REQ-0072,MVP2-AC-0072,MVP2-EV-0072,Executive National Health and Strategic Dashboards,"Official pins, verified pins, geofence rules, map layers, offline map packs, privacy policy","PLAT-0015 | Admin Console | Platform Administration | GIS Admin | Official pins, verified pins, geofence rules, map layers, offline map packs, privacy policy | Owns configuration, runtime behavior, validation, audit and handoff for GIS Admin. | Does not bypass source BRD rules, published workflows or role permissions. | GIS Admin, Branch Manager | Map layer admin, geofence settings, offline pack config | Location, Geofence, MapLayer, Route | GPS fields and evidence use GIS metadata. | Region/cluster/geofence risk analysis. | Geofence guard controls start/exception. | Map and location governance | P0 | GIS To-Be","Authorized user demonstrates 'Official pins, verified pins, geofence rules, map layers, offline map packs, privacy policy' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Map and location governance,P0,Web,Executive; Branch Director; Reporting Analyst,GPS fields and evidence use GIS metadata.,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 16_Platform_Modules, row 18",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-05,CD-055,M2-06,MVP2-REQ-0075,MVP2-AC-0075,MVP2-EV-0075,Executive National Health and Strategic Dashboards,"Route, geofence, official vs verified pin, offline map, check-in proof, geotagged evidence","PLAT-0019 | iPad Field App | Mobile Field Execution | GIS Field Experience | Route, geofence, official vs verified pin, offline map, check-in proof, geotagged evidence | Owns configuration, runtime behavior, validation, audit and handoff for GIS Field Experience. | Does not bypass source BRD rules, published workflows or role permissions. | Inspector | Map, check-in, location verification | GPSPoint, GeofenceEvent, LocationEvidence | GPS question types and evidence metadata. | Location anomalies can affect risk. | Geofence guards start/exception state. | Location proof and map context | P0 | 10_GIS_Map","Authorized user demonstrates 'Route, geofence, official vs verified pin, offline map, check-in proof, geotagged evidence' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Location proof and map context,P0,Web,Executive; Branch Director; Reporting Analyst,GPS question types and evidence metadata.,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 16_Platform_Modules, row 22",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-05,CD-055,M2-06,MVP2-REQ-0233,MVP2-AC-0233,MVP2-EV-0233,Strategic Platform Expansion Pack,"GIS/GMap is treated as map display, not legal evidence",Location cannot be defended; geofence exceptions unmanaged.,"GIS data model, geofence governance, map snapshots, accuracy thresholds, exception workflow and offline maps.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 49_Final_Blindspots_Gates, row 6",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0074,MVP2-AC-0074,MVP2-EV-0074,Executive National Health and Strategic Dashboards,"Encrypted package, factory snapshot, forms, clauses, maps, report templates, expiry, remote wipe","PLAT-0018 | iPad Field App | Mobile Field Execution | Offline Package Runtime | Encrypted package, factory snapshot, forms, clauses, maps, report templates, expiry, remote wipe | Owns configuration, runtime behavior, validation, audit and handoff for Offline Package Runtime. | Does not bypass source BRD rules, published workflows or role permissions. | Inspector, Mobile Admin | Package center, download progress, manifest | Package, Manifest, TemplateVersion, MapPack | Package contains locked form runtime. | Package contains risk snapshot/drivers. | Workflow locks package at publish time. | Inspection-ready offline package | P0 | 09_iPad_Scope","Authorized user demonstrates 'Encrypted package, factory snapshot, forms, clauses, maps, report templates, expiry, remote wipe' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Inspection-ready offline package,P0,Web,Executive; Branch Director; Reporting Analyst,Package contains locked form runtime.,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 16_Platform_Modules, row 21",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0076,MVP2-AC-0076,MVP2-EV-0076,Executive National Health and Strategic Dashboards,"Findings, severity, clause mapping, photos/video/docs, notes, representative confirmation","PLAT-0021 | iPad Field App | Mobile Field Execution | Findings & Violations Capture | Findings, severity, clause mapping, photos/video/docs, notes, representative confirmation | Owns configuration, runtime behavior, validation, audit and handoff for Findings & Violations Capture. | Does not bypass source BRD rules, published workflows or role permissions. | Inspector, Factory Representative | Finding composer, clause selector, evidence panel | Finding, ViolationCandidate, Evidence | Violation options come from mapped questions/clauses. | Severity/repeat updates risk signal. | Finding workflow routes review/enforcement. | Findings and violation candidates | P0 | Inspection BRD","Authorized user demonstrates 'Findings, severity, clause mapping, photos/video/docs, notes, representative confirmation' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Findings and violation candidates,P0,Web,Executive; Branch Director; Reporting Analyst,Violation options come from mapped questions/clauses.,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 16_Platform_Modules, row 24",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0176,MVP2-AC-0176,MVP2-EV-0176,Advanced Device Administration,"Register devices, assign inspectors, enforce MDM, package expiry and remote wipe","Approve device, revoke, wipe, view sync health",Revoked device cannot open encrypted package,Unregistered/expired device cannot access package,Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Admin; iPad; Shared Services,Device Admin; Inspector; Security Admin,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 18_Admin_Modules, row 31",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0178,MVP2-AC-0178,MVP2-EV-0178,Advanced Device Administration,Device registration,Open app on assigned iPad,Only authorized inspector can access assigned packages,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Admin; iPad; Shared Services,Device Admin; Inspector; Security Admin,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 19_iPad_Field, row 4",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0179,MVP2-AC-0179,MVP2-EV-0179,Advanced Device Administration,Secure login / biometric re-entry,Authenticate and unlock field workspace,Audit shows login and unlock events,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Admin; iPad; Shared Services,Device Admin; Inspector; Security Admin,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 19_iPad_Field, row 5",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0180,MVP2-AC-0180,MVP2-EV-0180,Advanced Device Administration,Package download,Download package before leaving branch,Package manifest shows every dependency and status,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Admin; iPad; Shared Services,Device Admin; Inspector; Security Admin,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 19_iPad_Field, row 8",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0181,MVP2-AC-0181,MVP2-EV-0181,Advanced Device Administration,Readiness check,Tap readiness banner,Inspector sees exact fix before field travel,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Admin; iPad; Shared Services,Device Admin; Inspector; Security Admin,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 19_iPad_Field, row 9",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0182,MVP2-AC-0182,MVP2-EV-0182,Advanced Device Administration,Photo capture,Capture required/optional photos,Evidence is traceable to question/finding and device,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Admin; iPad; Shared Services,Device Admin; Inspector; Security Admin,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 19_iPad_Field, row 19",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0183,MVP2-AC-0183,MVP2-EV-0183,Advanced Device Administration,Factory representative acknowledgement,Capture acknowledgement/signature where required,Report cannot be silently changed after acknowledgement,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Admin; iPad; Shared Services,Device Admin; Inspector; Security Admin,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 19_iPad_Field, row 25",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0184,MVP2-AC-0184,MVP2-EV-0184,Advanced Device Administration,Only trusted enrolled iPads can run field inspections,Only trusted enrolled iPads can run field inspections,Device admin console,Uncontrolled device data is security risk.,Device admin console,P0,Admin; iPad; Shared Services,Device Admin; Inspector; Security Admin,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 48_Offline_P0_Requirements, row 7",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0185,MVP2-AC-0185,MVP2-EV-0185,Advanced Device Administration,Every offline event is timestamped and replayable,Every offline event is timestamped and replayable,Audit replay from offline package,Offline actions look untrusted.,Audit replay from offline package,P0,Admin; iPad; Shared Services,Device Admin; Inspector; Security Admin,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 48_Offline_P0_Requirements, row 16",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0186,MVP2-AC-0186,MVP2-EV-0186,Advanced Device Administration,Operational sync dashboard,Operational sync dashboard,Sync health dashboard,Support team cannot rescue field issues.,Sync health dashboard,P1,Admin; iPad; Shared Services,Device Admin; Inspector; Security Admin,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 48_Offline_P0_Requirements, row 17",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0240,MVP2-AC-0240,MVP2-EV-0240,Strategic Platform Expansion Pack,Inspector workload and safety are under-modeled,"Route plans ignore skills, fatigue, safety constraints or factory access windows.","Planning rules for skills, route duration, safety flags, availability and maximum load.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P1,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 49_Final_Blindspots_Gates, row 17",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-06,CD-056,M2-07,MVP2-REQ-0244,MVP2-AC-0244,MVP2-EV-0244,Strategic Platform Expansion Pack,"The Device & Offline Admin module shall allow only trusted enrolled devices to download, open and submit official inspection packages.","The Device & Offline Admin module shall allow only trusted enrolled devices to download, open and submit official inspection packages.",Unregistered device cannot access package; revoked device cannot sync; app version policy enforced.,Jailbroken/unregistered iPad cannot download or open official inspection package.,Unregistered device cannot access package; revoked device cannot sync; app version policy enforced.,P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,Security architecture requirement,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 51_Fix_Reqs, row 5",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-07,CD-057,M2-08,MVP2-REQ-0228,MVP2-AC-0228,MVP2-EV-0228,Strategic Platform Expansion Pack,Strategic requirement,"External channel | Factory Portal / iPad handoff | Factory representative receives visit notices, views findings summary, signs/refuses, submits corrections, raises objections and tracks outcome. | Factory representative | Plain-language factory journey | Must be legally clear, bilingual-ready and non-technical.","Authorized user demonstrates 'Strategic requirement' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P1,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 42_KSA_Domain_Context, row 10",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0067,MVP2-AC-0067,MVP2-EV-0067,Executive National Health and Strategic Dashboards,"National health index, factories monitored, high-risk factories, open violations, inspection coverage, average resolution, heatmaps, drilldowns","PLAT-0001 | Web Operations | Business Web | Executive Dashboard | National health index, factories monitored, high-risk factories, open violations, inspection coverage, average resolution, heatmaps, drilldowns | Owns configuration, runtime behavior, validation, audit and handoff for Executive Dashboard. | Does not bypass source BRD rules, published workflows or role permissions. | Executive, Sector Manager, Reporting Analyst | Dashboard, KPI drilldown, map, trend panel | KPI, Factory, Visit, RiskScore, Violation, Correction | Report fields and score outputs enrich KPIs. | Risk band and risk drivers power prioritization and heatmaps. | Workflow state produces counts, SLA aging and exceptions. | Executive briefing, KPI evidence trail | P0 | Factory Health Platform2(1).pdf page 1","Authorized user demonstrates 'National health index, factories monitored, high-risk factories, open violations, inspection coverage, average resolution, heatmaps, drilldowns' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.","Executive briefing, KPI evidence trail",P0,Web,Executive; Branch Director; Reporting Analyst,Report fields and score outputs enrich KPIs.,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 16_Platform_Modules, row 4",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0069,MVP2-AC-0069,MVP2-EV-0069,Executive National Health and Strategic Dashboards,"Standard reports, custom analysis, exports, metric lineage, inspector performance, violation trends","PLAT-0008 | Web Operations | Business Web | Reports & Analytics | Standard reports, custom analysis, exports, metric lineage, inspector performance, violation trends | Owns configuration, runtime behavior, validation, audit and handoff for Reports & Analytics. | Does not bypass source BRD rules, published workflows or role permissions. | Executive, Reporting Analyst, Branch Manager | Report catalog, analytics studio, export center | Metric, Dataset, Report, ExportJob | Form outputs become dimensions/measures. | Risk model output is report dimension. | Workflow states supply SLA and aging measures. | Reports, dashboards, exports | P0 | Reports and indicators BRD","Authorized user demonstrates 'Standard reports, custom analysis, exports, metric lineage, inspector performance, violation trends' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.","Reports, dashboards, exports",P0,Web,Executive; Branch Director; Reporting Analyst,Form outputs become dimensions/measures.,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 16_Platform_Modules, row 11",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0079,MVP2-AC-0079,MVP2-EV-0079,Executive National Health and Strategic Dashboards,KPI ribbon,"Refreshes National Health Index, monitored factories, high-risk factories, open violations, coverage and resolution cards","Each KPI opens lineage, formula and record drilldown","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web,Executive; Branch Director; Reporting Analyst,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 17_Web_Modules, row 4",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0080,MVP2-AC-0080,MVP2-EV-0080,Executive National Health and Strategic Dashboards,Health map,"Shows density of risk, violations, visits and corrective aging",Map layers must distinguish official and field-verified location,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web,Executive; Branch Director; Reporting Analyst,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 17_Web_Modules, row 5",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0081,MVP2-AC-0081,MVP2-EV-0081,Executive National Health and Strategic Dashboards,Regulatory trend,"Shows clause, sector, region, recurrence and trend",Trend record opens the source inspection/report,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web,Executive; Branch Director; Reporting Analyst,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 17_Web_Modules, row 6",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0082,MVP2-AC-0082,MVP2-EV-0082,Executive National Health and Strategic Dashboards,Report workspace,Locks approved version and calls EBDA where configured,Final PDF shows version/hash/signature status,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web,Executive; Branch Director; Reporting Analyst,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 17_Web_Modules, row 18",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0085,MVP2-AC-0085,MVP2-EV-0085,Executive National Health and Strategic Dashboards,Metric dictionary,"Shows formula, source objects and quality checks",Every executive KPI has owner and formula,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web,Executive; Branch Director; Reporting Analyst,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 17_Web_Modules, row 26",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0086,MVP2-AC-0086,MVP2-EV-0086,Executive National Health and Strategic Dashboards,Analytics drilldown,Maintains breadcrumb and source context,No KPI is dead-ended,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web,Executive; Branch Director; Reporting Analyst,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 17_Web_Modules, row 27",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0177,MVP2-AC-0177,MVP2-EV-0177,Advanced Device Administration,"Define KPI ownership, source, formula, data quality and retention",Maintain metric dictionary and data-sharing policies,KPI card opens lineage and formula,Executive KPIs require owner/formula/source,Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Admin; iPad; Shared Services,Device Admin; Inspector; Security Admin,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 18_Admin_Modules, row 33",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0187,MVP2-AC-0187,MVP2-EV-0187,Expanded Integration Ecosystem,Executive Web,"National dashboard, branch drilldowns, risk heatmaps, KPI lineage","Authorized user demonstrates 'Executive Web' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,Must,Admin; Shared Services,Integration Admin; Security Admin; Data Steward,Analytics API,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 32_V4_Enterprise_Arch, row 4",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0229,MVP2-AC-0229,MVP2-EV-0229,Strategic Platform Expansion Pack,Strategic requirement,"Executive channel | Executive & Branch Dashboard | Health, risk, open violations, inspection coverage, license pipeline, SLA, resolution trend, branch performance and audit confidence. | Executive, branch director | Live cockpit with drilldown | Use dashboard concept from uploaded Factory Health visual as direction; formulas must be certified.","Authorized user demonstrates 'Strategic requirement' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P1,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 42_KSA_Domain_Context, row 11",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-08,CD-058,M2-09,MVP2-REQ-0253,MVP2-AC-0253,MVP2-EV-0253,Strategic Platform Expansion Pack,"Analytics shall expose KPI definitions, data lineage, refresh time and drill-through records for health index, coverage, open violations, overdue SLA and resolution.","Analytics shall expose KPI definitions, data lineage, refresh time and drill-through records for health index, coverage, open violations, overdue SLA and resolution.","Every KPI card has definition, source table, refresh time and drill-through sample.",Dashboard number cannot be explained from source records.,"Every KPI card has definition, source table, refresh time and drill-through sample.",P0,Web; Admin; External Portal; Shared Services,Product Owner; Regulatory Admin; Executive,Analytics governance,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 51_Fix_Reqs, row 21",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-09,CD-059,M2-10,MVP2-REQ-0068,MVP2-AC-0068,MVP2-EV-0068,Executive National Health and Strategic Dashboards,"Violation creation, penalty mapping, recommendation, committee decision, correction lifecycle","PLAT-0006 | Web Operations | Business Web | Compliance Enforcement | Violation creation, penalty mapping, recommendation, committee decision, correction lifecycle | Owns configuration, runtime behavior, validation, audit and handoff for Compliance Enforcement. | Does not bypass source BRD rules, published workflows or role permissions. | Compliance Officer, Committee, Branch Manager | Violation workspace, penalty panel, decision board | Violation, Clause, Penalty, Recommendation, Decision | Violation is traceable to question/answer/clause. | Repeat and severity update risk model signals. | Enforcement workflow routes to committee/approval. | Violation notice, penalty, correction task | P0 | Regulation + inspection BRDs","Authorized user demonstrates 'Violation creation, penalty mapping, recommendation, committee decision, correction lifecycle' end to end and the runtime result, governing version, actor, timestamp and affected object are visible in evidence.","Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.","Violation notice, penalty, correction task",P0,Web,Executive; Branch Director; Reporting Analyst,Violation is traceable to question/answer/clause.,"Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 16_Platform_Modules, row 9",Transferred to MVP3 — Sponsor direction 2026-07-17
M3-09,CD-059,M2-10,MVP2-REQ-0083,MVP2-AC-0083,MVP2-EV-0083,Executive National Health and Strategic Dashboards,Violation board,"Shows clause, penalty, evidence, factory history and recommendation",Formal violation has clause version and penalty linkage,"Unauthorized access, invalid state, missing dependency and retry paths must fail safely without corrupting MVP1 records.",Runtime screenshot/video; API or event payload; audit record; automated test result,P0,Web,Executive; Branch Director; Reporting Analyst,"MVP1 canonical identity, workflow, audit/version, evidence and notification foundations","Inspection_Platform_Baseline_SOP_v6_Fixes_Requirements.xlsx — 17_Web_Modules, row 19",Transferred to MVP3 — Sponsor direction 2026-07-17
