component_id,component_name,source_path,layer,disposition,current_role,rationale,reuse_constraints,target_pattern,evidence_refs,status
WP01-CMP-069,EvidenceLedger,apps/web/src/app/planning/bulk/review/EvidenceLedger.tsx,PAGE_LOCAL_COMPONENT,REFINE,Evidence Ledger,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-070,ReviewClient,apps/web/src/app/planning/bulk/review/ReviewClient.tsx,PAGE_LOCAL_COMPONENT,SPECIALIZED,Review Client,Domain behavior is not a generic primitive; preserve governed semantics behind shared presentation contracts.,"Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Specialized domain pattern using shared primitives,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-071,AuthorityBar,apps/web/src/app/planning/immediate/AuthorityBar.tsx,PAGE_LOCAL_COMPONENT,REFINE,Authority Bar,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-072,ImmediateForm,apps/web/src/app/planning/immediate/ImmediateForm.tsx,PAGE_LOCAL_COMPONENT,REFINE,Immediate Form,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-073,IdentityDossier,apps/web/src/app/planning/single/IdentityDossier.tsx,PAGE_LOCAL_COMPONENT,REFINE,Identity Dossier,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-074,Wizard,apps/web/src/app/planning/single/Wizard.tsx,PAGE_LOCAL_COMPONENT,REFINE,Wizard,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-075,CreateRequest,apps/web/src/app/portal/CreateRequest.tsx,PAGE_LOCAL_COMPONENT,REFINE,Create Request,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-076,NotificationPrefsForm,apps/web/src/app/profile/NotificationPrefsForm.tsx,PAGE_LOCAL_COMPONENT,REFINE,Notification Prefs Form,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-077,PushOptIn,apps/web/src/app/push/PushOptIn.tsx,PAGE_LOCAL_COMPONENT,REFINE,Push Opt In,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-078,ResetClient,apps/web/src/app/reset/ResetClient.tsx,PAGE_LOCAL_COMPONENT,REFINE,Reset Client,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-079,DecisionPanel,apps/web/src/app/reviews/DecisionPanel.tsx,PAGE_LOCAL_COMPONENT,REFINE,Decision Panel,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-080,DecisionPanel,apps/web/src/app/reviews/[id]/DecisionPanel.tsx,PAGE_LOCAL_COMPONENT,REFINE,Decision Panel,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-081,FindingTraceChain,apps/web/src/app/reviews/[id]/FindingTraceChain.tsx,PAGE_LOCAL_COMPONENT,REFINE,Finding Trace Chain,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-082,StartReview,apps/web/src/app/reviews/[id]/StartReview.tsx,PAGE_LOCAL_COMPONENT,REFINE,Start Review,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-083,VersionCompare,apps/web/src/app/reviews/[id]/VersionCompare.tsx,PAGE_LOCAL_COMPONENT,REFINE,Version Compare,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-084,loading,apps/web/src/app/reviews/[id]/loading.tsx,PAGE_LOCAL_COMPONENT,REFINE,loading,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-085,TaskBoard,apps/web/src/app/tasks/TaskBoard.tsx,PAGE_LOCAL_COMPONENT,REFINE,Task Board,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-086,loading,apps/web/src/app/tasks/loading.tsx,PAGE_LOCAL_COMPONENT,REFINE,loading,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-087,ScheduleForm,apps/web/src/app/virtual/ScheduleForm.tsx,PAGE_LOCAL_COMPONENT,REFINE,Schedule Form,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-088,Room,apps/web/src/app/virtual/[id]/Room.tsx,PAGE_LOCAL_COMPONENT,SPECIALIZED,Room,Domain behavior is not a generic primitive; preserve governed semantics behind shared presentation contracts.,"Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Specialized domain pattern using shared primitives,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-089,loading,apps/web/src/app/virtual/[id]/loading.tsx,PAGE_LOCAL_COMPONENT,REFINE,loading,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-090,VisitsBoard,apps/web/src/app/visits/VisitsBoard.tsx,PAGE_LOCAL_COMPONENT,REFINE,Visits Board,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-091,ActionBar,apps/web/src/app/visits/[id]/ActionBar.tsx,PAGE_LOCAL_COMPONENT,REFINE,Action Bar,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-092,Attachments,apps/web/src/app/visits/[id]/Attachments.tsx,PAGE_LOCAL_COMPONENT,REFINE,Attachments,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-093,DualStateRibbon,apps/web/src/app/visits/[id]/DualStateRibbon.tsx,PAGE_LOCAL_COMPONENT,REFINE,Dual State Ribbon,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-094,NotesEditor,apps/web/src/app/visits/[id]/NotesEditor.tsx,PAGE_LOCAL_COMPONENT,REFINE,Notes Editor,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-095,loading,apps/web/src/app/visits/[id]/loading.tsx,PAGE_LOCAL_COMPONENT,REFINE,loading,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-096,CalendarBoard,apps/web/src/app/visits/calendar/CalendarBoard.tsx,PAGE_LOCAL_COMPONENT,REFINE,Calendar Board,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-097,loading,apps/web/src/app/visits/loading.tsx,PAGE_LOCAL_COMPONENT,REFINE,loading,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-098,VisitMap,apps/web/src/app/visits/map/VisitMap.tsx,PAGE_LOCAL_COMPONENT,REFINE,Visit Map,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-099,AccessState,apps/web/src/components/AccessState.tsx,SHARED_COMPONENT,PRESERVE,Access State,Behavioral boundary is valuable; retain semantics and apply tokens only.,"Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-100,AdminRouteBoundary,apps/web/src/components/AdminRouteBoundary.tsx,SHARED_COMPONENT,PRESERVE,Admin Route Boundary,Behavioral boundary is valuable; retain semantics and apply tokens only.,"Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-101,ContextualAiPanel,apps/web/src/components/ContextualAiPanel.tsx,SHARED_COMPONENT,SPECIALIZED,Contextual Ai Panel,Domain behavior is not a generic primitive; preserve governed semantics behind shared presentation contracts.,"Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Specialized domain pattern using shared primitives,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-102,FieldTabs,apps/web/src/components/FieldTabs.tsx,SHARED_COMPONENT,REFINE,Field Tabs,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-103,GeoMap,apps/web/src/components/GeoMap.tsx,SHARED_COMPONENT,REFINE,Geo Map,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-104,ImageAnnotator,apps/web/src/components/ImageAnnotator.tsx,SHARED_COMPONENT,SPECIALIZED,Image Annotator,Domain behavior is not a generic primitive; preserve governed semantics behind shared presentation contracts.,"Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Specialized domain pattern using shared primitives,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-105,Mvp3ActionForm,apps/web/src/components/Mvp3ActionForm.tsx,SHARED_COMPONENT,SPECIALIZED,Mvp3Action Form,Domain behavior is not a generic primitive; preserve governed semantics behind shared presentation contracts.,"Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Specialized domain pattern using shared primitives,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-106,NotYetBoundary,apps/web/src/components/NotYetBoundary.tsx,SHARED_COMPONENT,PRESERVE,Not Yet Boundary,Behavioral boundary is valuable; retain semantics and apply tokens only.,"Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-107,NotificationBell,apps/web/src/components/NotificationBell.tsx,SHARED_COMPONENT,REFINE,Notification Bell,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-108,PrintReport,apps/web/src/components/PrintReport.tsx,SHARED_COMPONENT,REFINE,Print Report,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-109,PwaRegister,apps/web/src/components/PwaRegister.tsx,SHARED_COMPONENT,PRESERVE,Pwa Register,Behavioral boundary is valuable; retain semantics and apply tokens only.,"Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-110,Shell,apps/web/src/components/Shell.tsx,SHARED_COMPONENT,REFINE,Shell,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-111,ShellClient,apps/web/src/components/ShellClient.tsx,SHARED_COMPONENT,REFINE,Shell Client,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-112,ThemeScript,apps/web/src/components/ThemeScript.tsx,SHARED_COMPONENT,PRESERVE,Theme Script,Behavioral boundary is valuable; retain semantics and apply tokens only.,"Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-113,ThemeToggle,apps/web/src/components/ThemeToggle.tsx,SHARED_COMPONENT,REFINE,Theme Toggle,"Keep current capability while aligning composition, state, RTL, accessibility and evidence truth.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-114,BarChart,apps/web/src/components/charts/BarChart.tsx,SHARED_COMPONENT,CONSOLIDATE,Bar Chart,"Use one accessible chart contract with shared legends, palettes, empty and fallback states.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-115,DonutChart,apps/web/src/components/charts/DonutChart.tsx,SHARED_COMPONENT,CONSOLIDATE,Donut Chart,"Use one accessible chart contract with shared legends, palettes, empty and fallback states.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-116,LineChart,apps/web/src/components/charts/LineChart.tsx,SHARED_COMPONENT,CONSOLIDATE,Line Chart,"Use one accessible chart contract with shared legends, palettes, empty and fallback states.","Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Shared premium design-system pattern,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
WP01-CMP-117,FieldHome,apps/web/src/components/field/FieldHome.tsx,SHARED_COMPONENT,SPECIALIZED,Field Home,Domain behavior is not a generic primitive; preserve governed semantics behind shared presentation contracts.,"Do not alter workflow, permission, provider, audit, offline or immutable-version behavior in design-only work.",Specialized domain pattern using shared primitives,Current source; WP-01 screenshots; governed screen reconciliation,PROPOSED_FOR_CLAUDE_DESIGN_REVIEW
