evidence_id,route_requested,route_final,persona,state,locale,direction,theme,viewport,image_width,image_height,commit,build,captured_at_utc,evidence_path,sha256,console_status,network_status,privacy_review,acceptance,notes
WP01-SHOT-040,/planning,/planning,Planner,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003748Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003748Z.png,cb46c7c1687e4b97a596b750f00312180318e7ee823d49a71d38922f66bb290b,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-041,/portal,/portal,Authorized role,authorized_or_honest_unauthorized,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004033Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__portal__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004033Z.png,1204bae1d874297998d552e4f1a943a26b090b3e2429d72538ed662cb21925f9,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_HONEST_UNAVAILABLE_STATE,
WP01-SHOT-042,/profile,/profile,Authenticated user,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003808Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__profile__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003808Z.png,abab172601e5bb6ae884707c99bee47b43808398e50c71f0b0677afff1d939a1,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-043,/reset,/reset,Public/unauthenticated,authorized_or_honest_unauthorized,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004045Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__reset__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004045Z.png,9dea8322b66ac1c569c496cd351deec3141ac10910f3b088679e4562b01dd939,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-044,/reviews/:id,/reviews/:id,Level 2 Reviewer,under_review_read_only_capture,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004147Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__review-workspace__under_review_read_only_capture__en-LTR__light__1425x1024__20260719T004147Z.png,2708af428be9fa4cba0ca6718801e17f4a1578531547a7ddb8ba09bf2aafabcc,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-045,/reviews,/reviews,Level 2 Reviewer,authorized_or_honest_unauthorized,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004043Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__reviews-planner-readonly__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004043Z.png,acc703c8d2ff74e4fddbe2228779a2b5e877c3a9ed75fef1a4f8689cdff72790,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-046,/reviews,/reviews,Level 2 Reviewer,populated,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004130Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__reviews__populated__en-LTR__light__1440x1024__20260719T004130Z.png,a0b996bc4e88d7097626fdf7598c1ff3fe32184587ffa2058b20d3a717f15225,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-047,/tasks,/tasks,Authorized role,authorized_or_honest_unauthorized,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004032Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__tasks__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004032Z.png,0e8f6c67475f97a2f55139d3166fff29de58a2078be1275003c8c1211b8d5ba1,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_HONEST_UNAVAILABLE_STATE,
WP01-SHOT-048,/virtual,/virtual,Inspector/Factory Representative,authorized_or_honest_unauthorized,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004040Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__virtual-index__authorized_or_honest_unauthorized__en-LTR__light__1425x1024__20260719T004040Z.png,5f62ca5608164efa7ce604a7c6b5b93ef4f19fc0db0d70c65b06a0f03d7c1710,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-049,/visits/map,/visits/map,Planner/Operations/Branch Manager,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003807Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__visits-map__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003807Z.png,eacff883cbaac6a7005aad7938ae783db7a07b56ec0ec6bc0b16c5466086109b,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
