route_id,route,scope_layer,route_group,render_type,screen_id,persona,authorization,logical_modes,safety_class,safety_note,code_status,capture_status,current_commit_evidence_count,accepted_evidence_count,evidence_paths,route_final,blocker_or_note,requirement_process_refs
RTE-050,/virtual,ADDITIONAL_ROUTE,Platform,rendered,SCR-VIR-700,Inspector/Factory Representative,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,READ_ONLY_ON_LOAD,read_only_on_load,implemented_logical,CAPTURED_CURRENT_COMMIT,1,0,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__virtual-index__authorized_or_honest_unauthorized__en-LTR__light__1425x1024__20260719T004040Z.png,/virtual,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-051,/visits/calendar,ADDITIONAL_ROUTE,Platform,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Planner/Operations/Branch Manager,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,PAGE_LOAD_MUTATION,page_load_mutation_risk,IMPLEMENTED_ADDITIONAL_ROUTE,BLOCKED_SAFETY,0,0,,/visits/calendar,Page-load mutation risk; isolated fixture required.,Additional route; reconcile to governing parent process before design
RTE-052,/visits/map,ADDITIONAL_ROUTE,Platform,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Planner/Operations/Branch Manager,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,READ_ONLY_ON_LOAD,read_only_on_load,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__visits-map__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003807Z.png,/visits/map,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-053,/visits/workload,ADDITIONAL_ROUTE,Platform,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Planner/Operations/Branch Manager,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,PAGE_LOAD_MUTATION,page_load_mutation_risk,IMPLEMENTED_ADDITIONAL_ROUTE,BLOCKED_SAFETY,0,0,,/visits/workload,Page-load mutation risk; isolated fixture required.,Additional route; reconcile to governing parent process before design
RTE-054,/,ADDITIONAL_ROUTE,Public,redirect,SCR-ADM-001,Public/unauthenticated,PUBLIC_OR_REDIRECT,default;loading;empty/error/unauthorized as applicable,REDIRECT,unauthenticated_redirect,implemented,REDIRECT_RECONCILED,0,0,,/login,Unauthenticated redirect; destination login captured.,See screen_route_catalogue.csv and design authority reconciliation
RTE-055,/launch,ADDITIONAL_ROUTE,Public,redirect,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Public/role-derived,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,REDIRECT,role_derived_redirect,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__launch__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004045Z.png,/planning,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-056,/launch/no-workspace,ADDITIONAL_ROUTE,Public,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Public/role-derived,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,READ_ONLY_ON_LOAD,no_workspace_state,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__launch-no-workspace__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004045Z.png,/launch/no-workspace,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-057,/login,ADDITIONAL_ROUTE,Public,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Public/unauthenticated,PUBLIC_OR_REDIRECT,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_expose_demo_credentials_in_release_art,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__login__populated__en-LTR__light__1440x1024__20260719T003221Z.png,/login,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-058,/reset,ADDITIONAL_ROUTE,Public,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Public/unauthenticated,PUBLIC_OR_REDIRECT,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_send_real_reset_without_authority,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__reset__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004045Z.png,/reset,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-059,/reviews/:id/started,ADDITIONAL_ROUTE,Review,redirect,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Level 2 Reviewer,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,REDIRECT,reviewer_transition_trace_only,IMPLEMENTED_ADDITIONAL_ROUTE,REDIRECT_RECONCILED,0,0,,/reviews/:id/started,Transition/redirect trace only; no review claim action was performed.,Additional route; reconcile to governing parent process before design
