finding_id,route,screen_id,persona,mode,locale,direction,theme,severity,category,observation,user_cost,evidence_path,evidence_status,source_refs,recommendation,acceptance_test,design_package,status
WP01-UI-0357,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Persona identity,No safe direct en-LTR light visual evidence exists for /field/:visitId; persona identity remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Expose authenticated role and governed scope without implying that the user can switch roles.,"On /field/:visitId in en-LTR light, verify: Expose authenticated role and governed scope without implying that the user can switch roles.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0358,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Table/list,No safe direct en-LTR light visual evidence exists for /field/:visitId; table/list remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Provide sticky headers, readable columns, row identity and bounded pagination or virtualization.","On /field/:visitId in en-LTR light, verify: Provide sticky headers, readable columns, row identity and bounded pagination or virtualization.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0359,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Filters,No safe direct en-LTR light visual evidence exists for /field/:visitId; filters remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Distinguish global navigation search from entity search and expose active-filter chips plus clear-all.,"On /field/:visitId in en-LTR light, verify: Distinguish global navigation search from entity search and expose active-filter chips plus clear-all.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0360,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Selection,No safe direct en-LTR light visual evidence exists for /field/:visitId; selection remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Show selection count, scope and cross-page behavior before enabling bulk actions.","On /field/:visitId in en-LTR light, verify: Show selection count, scope and cross-page behavior before enabling bulk actions.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0361,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Forms,No safe direct en-LTR light visual evidence exists for /field/:visitId; forms remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Keep labels persistent, group related fields and distinguish required, optional and policy-blocked inputs.","On /field/:visitId in en-LTR light, verify: Keep labels persistent, group related fields and distinguish required, optional and policy-blocked inputs.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0362,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Validation,No safe direct en-LTR light visual evidence exists for /field/:visitId; validation remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Place specific validation beside the field and summarize blockers near the action region.,"On /field/:visitId in en-LTR light, verify: Place specific validation beside the field and summarize blockers near the action region.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0363,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Empty state,No safe direct en-LTR light visual evidence exists for /field/:visitId; empty state remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Use honest empty states that explain scope, cause and the permitted next action.","On /field/:visitId in en-LTR light, verify: Use honest empty states that explain scope, cause and the permitted next action.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0364,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Loading state,No safe direct en-LTR light visual evidence exists for /field/:visitId; loading state remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Reserve layout and announce loading or delayed data without masking stale content as current.,"On /field/:visitId in en-LTR light, verify: Reserve layout and announce loading or delayed data without masking stale content as current.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0365,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P1,Provider truth,No safe direct en-LTR light visual evidence exists for /field/:visitId; provider truth remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Render unavailable or partial integrations as fail-closed states with no simulated success cues.,"On /field/:visitId in en-LTR light, verify: Render unavailable or partial integrations as fail-closed states with no simulated success cues.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0366,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Freshness,No safe direct en-LTR light visual evidence exists for /field/:visitId; freshness remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Show last-updated time, data scope and partial-source state beside decision content.","On /field/:visitId in en-LTR light, verify: Show last-updated time, data scope and partial-source state beside decision content.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0367,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Focus,No safe direct en-LTR light visual evidence exists for /field/:visitId; focus remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Provide visible focus order through shell, filters, content and action regions.","On /field/:visitId in en-LTR light, verify: Provide visible focus order through shell, filters, content and action regions.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0368,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Accessible names,No safe direct en-LTR light visual evidence exists for /field/:visitId; accessible names remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Ensure every icon control has a unique accessible name in its visible context.,"On /field/:visitId in en-LTR light, verify: Ensure every icon control has a unique accessible name in its visible context.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0369,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Target size,No safe direct en-LTR light visual evidence exists for /field/:visitId; target size remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Meet WCAG 2.2 target sizing and spacing for dense operational controls.,"On /field/:visitId in en-LTR light, verify: Meet WCAG 2.2 target sizing and spacing for dense operational controls.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0370,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Arabic/RTL,No safe direct en-LTR light visual evidence exists for /field/:visitId; arabic/rtl remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Mirror layout semantics, preserve logical number/date order and remove untranslated English fragments.","On /field/:visitId in en-LTR light, verify: Mirror layout semantics, preserve logical number/date order and remove untranslated English fragments.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0371,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Dark theme,No safe direct en-LTR light visual evidence exists for /field/:visitId; dark theme remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Verify contrast, map/chart palette, borders and disabled states in governed dark tokens.","On /field/:visitId in en-LTR light, verify: Verify contrast, map/chart palette, borders and disabled states in governed dark tokens.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0372,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Responsive behavior,No safe direct en-LTR light visual evidence exists for /field/:visitId; responsive behavior remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Define desktop, tablet and 412 px reflow without clipped identity or horizontal task loss.","On /field/:visitId in en-LTR light, verify: Define desktop, tablet and 412 px reflow without clipped identity or horizontal task loss.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0373,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Data provenance,No safe direct en-LTR light visual evidence exists for /field/:visitId; data provenance remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Visually distinguish production-like records from deterministic fixtures and suppress test artefacts in sponsor evidence.,"On /field/:visitId in en-LTR light, verify: Visually distinguish production-like records from deterministic fixtures and suppress test artefacts in sponsor evidence.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0374,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P2,Evidence/audit,No safe direct en-LTR light visual evidence exists for /field/:visitId; evidence/audit remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Attach source, version, timestamp and immutable audit context to regulatory evidence.","On /field/:visitId in en-LTR light, verify: Attach source, version, timestamp and immutable audit context to regulatory evidence.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0375,/field/:visitId,SCR-IPAD-610,Inspector,default,en,LTR,light,P1,State integrity,No safe direct en-LTR light visual evidence exists for /field/:visitId; state integrity remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/:visitId.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Make draft, submitted, returned and immutable versions visually distinct with allowed actions only.","On /field/:visitId in en-LTR light, verify: Make draft, submitted, returned and immutable versions visually distinct with allowed actions only.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0376,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P0,Visual hierarchy,No safe current-commit screenshot exists for the inspector workspace and immutable submission modes.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Establish a single decision-first page header with job, lifecycle state, scope and one primary action.","On /field/inspection/:id in en-LTR light, verify: Establish a single decision-first page header with job, lifecycle state, scope and one primary action.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0377,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Action hierarchy,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; action hierarchy remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Separate primary, secondary, destructive and irreversible actions by placement, color and confirmation.","On /field/inspection/:id in en-LTR light, verify: Separate primary, secondary, destructive and irreversible actions by placement, color and confirmation.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0378,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Density,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; density remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Use progressive disclosure and bounded regions so the page remains scannable at operational data scale.,"On /field/inspection/:id in en-LTR light, verify: Use progressive disclosure and bounded regions so the page remains scannable at operational data scale.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0379,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Typography,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; typography remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Apply the governed Arabic/Latin type scale with stable numerals, line height and truncation behavior.","On /field/inspection/:id in en-LTR light, verify: Apply the governed Arabic/Latin type scale with stable numerals, line height and truncation behavior.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0380,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Status semantics,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; status semantics remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Use tokenized status labels with text, icon and color; never rely on color alone.","On /field/inspection/:id in en-LTR light, verify: Use tokenized status labels with text, icon and color; never rely on color alone.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0381,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Navigation,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; navigation remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Keep current destination, journey stage and back path explicit in side rail and breadcrumb.","On /field/inspection/:id in en-LTR light, verify: Keep current destination, journey stage and back path explicit in side rail and breadcrumb.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0382,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Persona identity,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; persona identity remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Expose authenticated role and governed scope without implying that the user can switch roles.,"On /field/inspection/:id in en-LTR light, verify: Expose authenticated role and governed scope without implying that the user can switch roles.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0383,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Table/list,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; table/list remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Provide sticky headers, readable columns, row identity and bounded pagination or virtualization.","On /field/inspection/:id in en-LTR light, verify: Provide sticky headers, readable columns, row identity and bounded pagination or virtualization.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0384,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Filters,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; filters remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Distinguish global navigation search from entity search and expose active-filter chips plus clear-all.,"On /field/inspection/:id in en-LTR light, verify: Distinguish global navigation search from entity search and expose active-filter chips plus clear-all.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0385,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Selection,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; selection remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Show selection count, scope and cross-page behavior before enabling bulk actions.","On /field/inspection/:id in en-LTR light, verify: Show selection count, scope and cross-page behavior before enabling bulk actions.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0386,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Forms,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; forms remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Keep labels persistent, group related fields and distinguish required, optional and policy-blocked inputs.","On /field/inspection/:id in en-LTR light, verify: Keep labels persistent, group related fields and distinguish required, optional and policy-blocked inputs.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0387,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Validation,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; validation remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Place specific validation beside the field and summarize blockers near the action region.,"On /field/inspection/:id in en-LTR light, verify: Place specific validation beside the field and summarize blockers near the action region.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0388,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Empty state,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; empty state remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Use honest empty states that explain scope, cause and the permitted next action.","On /field/inspection/:id in en-LTR light, verify: Use honest empty states that explain scope, cause and the permitted next action.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0389,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Loading state,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; loading state remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Reserve layout and announce loading or delayed data without masking stale content as current.,"On /field/inspection/:id in en-LTR light, verify: Reserve layout and announce loading or delayed data without masking stale content as current.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0390,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P1,Provider truth,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; provider truth remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Render unavailable or partial integrations as fail-closed states with no simulated success cues.,"On /field/inspection/:id in en-LTR light, verify: Render unavailable or partial integrations as fail-closed states with no simulated success cues.",CD-PREM-04,OPEN_NOT_EVIDENCED
WP01-UI-0391,/field/inspection/:id,SCR-IPAD-630,Inspector,default,en,LTR,light,P2,Freshness,No safe direct en-LTR light visual evidence exists for /field/inspection/:id; freshness remains a mandatory verification requirement and is not claimed as observed.,"Reduced scan clarity, state recognition or visual trust on /field/inspection/:id.",,BLOCKED_SAFETY,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Show last-updated time, data scope and partial-source state beside decision content.","On /field/inspection/:id in en-LTR light, verify: Show last-updated time, data scope and partial-source state beside decision content.",CD-PREM-04,OPEN_NOT_EVIDENCED
