requirement_id,module,capability,classification,process_phases,journey,authoritative_storyboard,channel,screens,states,state_transitions,behavior,acceptance_id,evidence_contracts,error_contracts,source
MVP1-M04-030,Physical Inspection Execution,Synchronize Offline Journey Data,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"None -> Synchronize queued GPS points, timeline events and audit logs in chronological order.",AC-0143,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 31
MVP1-M04-031,Physical Inspection Execution,Monitor Route Deviation,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,None -> Compare current location against planned navigation route.,AC-0144,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 32
MVP1-M04-032,Physical Inspection Execution,Detect Arrival Radius,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,None -> Compare current location against configured arrival radius.,AC-0145,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 33
MVP1-M04-033,Physical Inspection Execution,Record Journey Timeline Events,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"None -> Record Journey Started, Tracking Started, Offline, Online, ETA Updates, Route Deviations and Arrival Detection.",AC-0146,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 34
MVP1-M04-034,Physical Inspection Execution,Generate Operational Audit Logs,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"None -> Record GPS events, network changes, synchronization events and operational state changes.",AC-0147,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 35
MVP1-M04-035,Physical Inspection Execution,Display Journey Status,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"View status. -> Display current Operational State, ETA, Distance Remaining, GPS Status, Connectivity Status and Progress.",AC-0148,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 36
MVP1-M04-036,Physical Inspection Execution,Handle Journey Exceptions,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"Retry if prompted. -> Handle GPS unavailable, navigation failure, synchronization failure, connectivity failure and mapping service errors. Maintain journey consistency and prevent duplicate sessions.",AC-0149,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 37
MVP1-M04-037,Physical Inspection Execution,Detect Arrival Radius,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,Continue travelling. -> Continuously compare inspector GPS against the planned factory location and determine whether the inspector is inside the configured arrival radius.,AC-0150,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 38
MVP1-M04-038,Physical Inspection Execution,Enable Arrival Action,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,Click Arrived. -> Enable the Arrived action only after arrival conditions are met or when GPS override is permitted.,AC-0151,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 39
MVP1-M04-039,Physical Inspection Execution,Capture Arrival Timestamp,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,Confirm Arrival. -> Capture both server timestamp and device timestamp as official arrival evidence.,AC-0152,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 40
MVP1-M04-040,Physical Inspection Execution,Capture Actual GPS Coordinates,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"Confirm Arrival. -> Record latitude, longitude, altitude and GPS accuracy at the moment of arrival.",AC-0153,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 41
MVP1-M04-041,Physical Inspection Execution,Compare Planned vs Actual Location,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,None -> Calculate the distance between the planned location and the inspector's actual location.,AC-0154,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 42
MVP1-M04-042,Physical Inspection Execution,Validate GPS Distance,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,None -> Compare calculated distance against the configured tolerance radius.,AC-0155,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 43
MVP1-M04-043,Physical Inspection Execution,GPS Override Confirmation,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"Confirm Override or Cancel. -> Display a confirmation dialog explaining that the inspector is outside the planned location. If confirmed, continue using the actual coordinates.",AC-0156,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 44
MVP1-M04-044,Physical Inspection Execution,Store Actual Inspection Location,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,None -> Save the final inspection coordinates that will be associated with the inspection execution.,AC-0157,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 45
MVP1-M04-045,Physical Inspection Execution,Capture Arrival Evidence,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,Capture photo or comment (if required). -> Store arrival evidence and associate it with the arrival event.,AC-0158,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 46
MVP1-M04-046,Physical Inspection Execution,Update Operational State,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,None -> Update Operational State from On the Way to Arrived while keeping Workflow Status unchanged.,AC-0159,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 47
MVP1-M04-047,Physical Inspection Execution,Generate Arrival Timeline Events,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"None -> Record Arrived, GPS Validated, GPS Override (if applicable), Arrival Evidence and Arrival Confirmed events.",AC-0160,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 48
MVP1-M04-048,Physical Inspection Execution,Generate Audit Logs,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"None -> Log timestamps, coordinates, validation results, overrides, evidence uploads and operational state transitions.",AC-0161,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 49
MVP1-M04-049,Physical Inspection Execution,Handle Arrival Validation Errors,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"Retry, Refresh GPS or Cancel. -> Handle GPS unavailable, inaccurate GPS, mapping service failures and validation exceptions without corrupting the active inspection session.",AC-0162,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 50
MVP1-M04-050,Physical Inspection Execution,Load Arrival Confirmation Screen,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"None -> Load Arrival Confirmation screen. Display Factory Card, Visit Card, Arrival Summary and available actions.",AC-0163,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 51
MVP1-M04-051,Physical Inspection Execution,Load Factory Card,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"View Factory Card. -> Load Factory Card summary including Factory Name, CR Number, License Number, License Status, Factory Status, Activity, Risk Level and Factory Health Score (if available).",AC-0164,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 52
MVP1-M04-052,Physical Inspection Execution,Load Visit Card,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"View Visit Card. -> Load Visit Type, Planned Window, Inspector Name, Branch, Planner, Visit Reason, Visit Priority and Report Type.",AC-0165,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 53
MVP1-M04-053,Physical Inspection Execution,Display Journey Summary,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"Review information. -> Display Journey Start Time, Arrival Time, Journey Duration, Distance Travelled and GPS Validation Result.",AC-0166,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 54
MVP1-M04-054,Physical Inspection Execution,Display Context Panel,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Expand or collapse Factory Card and Visit Card. -> Provide quick access to Factory Card, Visit Card and map without leaving the confirmation screen.",AC-0167,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 55
MVP1-M04-055,Physical Inspection Execution,Proceed with Inspection,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Click Proceed with Inspection. -> Change Workflow Status to In Progress. Change Operational State from Arrived to Executing. Create Inspection Session. Initialize Execution Workspace. Stop Journey Tracking. Start Inspection Timeline. Start Inspection SLA.,AC-0168,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 56
MVP1-M04-056,Physical Inspection Execution,Cancel Visit,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Click Cancel Visit. -> Display cancellation form and stop transition to execution.,AC-0169,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 57
MVP1-M04-057,Physical Inspection Execution,Capture Cancellation Reason,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Select reason and enter comments if required. -> Load configurable cancellation reasons. Save selected reason and comments.,AC-0170,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 58
MVP1-M04-058,Physical Inspection Execution,Capture Cancellation Evidence,MVP1 Mandatory,P08,"SB08 Execution Workspace; SB15 Evidence, Violations, Penalties and Action Forms",SB08/SB15,iPad / Inspector Workspace,SCR-IPAD-640;SCR-IPAD-650,Observation->Evidence Linked->Finding->Violation/Action,(P08 evidence chain; ENG-07/ENG-08 governed),"Upload photo, video, document or comments. -> Store evidence and link it to the cancellation record.",AC-0171,EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 59
MVP1-M04-059,Physical Inspection Execution,Update Visit Status After Cancellation,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,None -> Update Workflow Status to Cancelled. Update Operational State to Cancelled. Close active journey. Stop SLA timers.,AC-0172,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 60
MVP1-M04-060,Physical Inspection Execution,Generate Arrival Audit Events,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"None -> Log Factory Card viewed, Visit Card viewed, Proceed with Inspection, Cancel Visit, Cancellation Reason, Cancellation Evidence and Workflow Transition.",AC-0173,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 61
MVP1-M04-061,Physical Inspection Execution,Handle Arrival Confirmation Errors,MVP1 Mandatory,P06A,"SB07 Physical Inspection Start Journey; SB14 Journey Telemetry, Location and Exception Control",SB07/SB14,iPad / Inspector Workspace,SCR-IPAD-620;SCR-WEB-500,Ready->On Journey->Arrived->Checked-In->Start Allowed,STM-JRN-001;STM-JRN-002;STM-JRN-003,"Retry or Return. -> Handle workflow failures, inspection session creation failures, package initialization failures and cancellation failures without leaving the visit in an inconsistent state.",AC-0174,EV-005;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 62
MVP1-M04-062,Physical Inspection Execution,Create Inspection Session,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Click Proceed with Inspection. -> Create a unique Inspection Session linked to the Visit, Factory, Inspector and Package Version.",AC-0175,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 63
MVP1-M04-063,Physical Inspection Execution,Lock Inspection Package,MVP1 Mandatory,P09,"SB16 Inspection Submission, Locking, Version Creation and Handoff",SB16,iPad / Inspector Workspace,SCR-IPAD-660,Ready for Validation->Validated->Submitted->Locked,STM-INS-002;STM-SYNC-001;STM-SYNC-002,"None -> Lock the downloaded package including Factory Information, Report, Inspection Items, Configuration and Rules.",AC-0176,EV-006;EV-007;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 64
MVP1-M04-064,Physical Inspection Execution,Load Execution Workspace,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,None -> Load the Execution Workspace and initialize all required components.,AC-0177,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 65
MVP1-M04-065,Physical Inspection Execution,Initialize Wizard,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"None -> Create wizard instance, calculate available steps and initialize navigation.",AC-0178,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 66
MVP1-M04-066,Physical Inspection Execution,Load Wizard Steps,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"None -> Load Factory Information, Inspection Report, Inspection Items, Action Forms and Review steps. Hide Action Forms if no forms are generated later.",AC-0179,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 67
MVP1-M04-067,Physical Inspection Execution,Load Progress Engine,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,None -> Calculate initial progress and display completion indicator.,AC-0180,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 68
MVP1-M04-068,Physical Inspection Execution,Load Context Panel,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,Open/Collapse Context Panel. -> Load Factory Card and Visit Card as a collapsible panel accessible from every wizard step.,AC-0181,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 69
MVP1-M04-069,Physical Inspection Execution,Restore Draft Session,MVP1 Mandatory,P07,SB08 Physical Inspection Execution Workspace,SB08,iPad / Inspector Workspace,SCR-IPAD-630,Start Allowed->In Progress->Ready for Validation,STM-INS-001,"Resume Draft. -> Restore the last completed wizard step, entered values, uploaded evidence and pending action forms.",AC-0182,EV-006;EV-003;EV-001;EV-011;EV-012,ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002,Inspection Project.xlsx | Inspection excution-Start jou | row 70
