acceptance_id,requirement_id,module,actor,input_preconditions,input_action,ui_result_visible,backend_result,business_rule,workflow_state_impact,audit_impact,evidence_impact,failure_recovery,proof_required,test_level,regression_guard
AC-0001,MVP1-M01-001,Visit Planning - Planning,"Planner, Inspector","User Authentication, Role & Permission Management",Select planning method.,User can access only the planning methods permitted by their role.,Load the selected planning workflow.,"Three planning methods are supported: Bulk, Single and Immediate.",STM-PLAN-001;STM-PLAN-002 | states: Initiated->Criteria Built->Targets Retrieved->Targets Selected->Configured->Assigned->Ready to Publish->Published,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003,"ERR-PLN-001;ERR-PLN-002;ERR-ASG-001;ERR-PUB-001 | FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0105,MVP1-M03-007,Inspection Execution - Pre-Start,Inspector,Visit Repository,Review visit details.,Visit information displayed correctly.,Load visit information.,Visit information is read-only.,STM-ASG-001;STM-ASG-002 | states: Assigned->Preparing->Ready/Returned; mode gate Ready->Physical/Virtual/Blocked,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003;EV-006,"ERR-PKG-001;ERR-OFF-001;ERR-AUTH-001 | FAIL if requirement MVP1-M03-007 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M03-007 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0106,MVP1-M03-008,Inspection Execution - Pre-Start,Inspector,"Factory Profile, GIS",Review factory profile and history.,Factory profile loads successfully.,"Load factory information, history and location.",Latest synchronized factory data shall be displayed.,STM-ASG-001;STM-ASG-002 | states: Assigned->Preparing->Ready/Returned; mode gate Ready->Physical/Virtual/Blocked,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003;EV-006,"ERR-PKG-001;ERR-OFF-001;ERR-AUTH-001 | FAIL if requirement MVP1-M03-008 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M03-008 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0107,MVP1-M03-009,Inspection Execution - Pre-Start,Inspector,AI Engine,Review AI insights.,AI recommendations generated successfully.,Generate AI recommendations.,AI recommendations are advisory only.,STM-ASG-001;STM-ASG-002 | states: Assigned->Preparing->Ready/Returned; mode gate Ready->Physical/Virtual/Blocked,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003;EV-006,"ERR-PKG-001;ERR-OFF-001;ERR-AUTH-001 | FAIL if requirement MVP1-M03-009 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M03-009 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0108,MVP1-M03-010,Inspection Execution - Pre-Start,Inspector,"Report Builder, Package Builder, Calendar Service","Select Execution Date, Report Type, Execution Mode, Notify Factory, Save.",Inspection successfully prepared.,"Validate inputs, resolve package, update status, populate calendar.",Preparation required before inspection can start.,STM-ASG-001;STM-ASG-002 | states: Assigned->Preparing->Ready/Returned; mode gate Ready->Physical/Virtual/Blocked,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003;EV-006,"ERR-PKG-001;ERR-OFF-001;ERR-AUTH-001 | FAIL if requirement MVP1-M03-010 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M03-010 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0109,MVP1-M03-011,Inspection Execution - Pre-Start,Inspector,Rule Engine,Select eligible execution mode.,Ineligible modes cannot be selected.,Evaluate eligibility rules.,Only eligible execution modes are displayed.,STM-ASG-001;STM-ASG-002 | states: Assigned->Preparing->Ready/Returned; mode gate Ready->Physical/Virtual/Blocked,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003;EV-006,"ERR-PKG-001;ERR-OFF-001;ERR-AUTH-001 | FAIL if requirement MVP1-M03-011 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M03-011 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0110,MVP1-M03-012,Inspection Execution - Pre-Start,Inspector,Package Builder,Review package preview.,Correct inspection package generated.,"Load Form, Checklist, Action Forms, Validation Rules, Required Evidence, Report Template and lock package.",Package regenerated after edits before execution and locked after save.,STM-ASG-001;STM-ASG-002 | states: Assigned->Preparing->Ready/Returned; mode gate Ready->Physical/Virtual/Blocked,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003;EV-006,"ERR-PKG-001;ERR-OFF-001;ERR-AUTH-001 | FAIL if requirement MVP1-M03-012 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M03-012 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0111,MVP1-M03-013,Inspection Execution - Pre-Start,Inspector,Notification Service,Enable/Disable notification.,Notification successfully sent when enabled.,Send notification using configured channels.,Optional for Physical inspections. Virtual notifications follow appointment workflow.,STM-ASG-001;STM-ASG-002 | states: Assigned->Preparing->Ready/Returned; mode gate Ready->Physical/Virtual/Blocked,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003;EV-006,"ERR-PKG-001;ERR-OFF-001;ERR-AUTH-001 | FAIL if requirement MVP1-M03-013 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M03-013 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0112,MVP1-M03-014,Inspection Execution - Pre-Start,"Inspector, Factory Representative","Appointment Management, Meeting Service","Schedule appointment, review confirmations, approve reschedule requests.",Virtual appointment confirmed successfully.,"Notify factory, receive confirmation, generate meeting, synchronize calendars.",Virtual inspection requires confirmed appointment before execution.,STM-ASG-001;STM-ASG-002 | states: Assigned->Preparing->Ready/Returned; mode gate Ready->Physical/Virtual/Blocked,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003;EV-006,"ERR-PKG-001;ERR-OFF-001;ERR-AUTH-001 | FAIL if requirement MVP1-M03-014 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M03-014 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0113,MVP1-M03-015,Inspection Execution - Pre-Start,System,Workflow Engine,—,Status transitions occur correctly.,"Manage transitions between New, Ready and Expired.",Status lifecycle follows business rules and automatic expiration policies.,STM-ASG-001;STM-ASG-002 | states: Assigned->Preparing->Ready/Returned; mode gate Ready->Physical/Virtual/Blocked,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003;EV-006,"ERR-PKG-001;ERR-OFF-001;ERR-AUTH-001 | FAIL if requirement MVP1-M03-015 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M03-015 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0114,MVP1-M04-001,Physical Inspection Execution,Inspector,Workflow Engine,Click Start Journey.,Inspector cannot start a visit assigned to another inspector.,Verify the visit is assigned to the logged-in inspector.,Only the assigned inspector can start the journey. Shared or reassigned visits shall follow the latest assignment.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0115,MVP1-M04-002,Physical Inspection Execution,Inspector,Workflow Engine,Click Start Journey.,Invalid visit statuses are blocked with a clear error message.,"Validate visit is Published and not Cancelled, Completed or Expired.",Journey can only start for executable visits.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-002 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-002 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0116,MVP1-M04-003,Physical Inspection Execution,Inspector,Planning Module,Click Start Journey.,Inspector receives appropriate validation if outside execution window.,Compare current date/time against planned execution window.,Journey cannot start after the visit has expired.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-003 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-003 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0117,MVP1-M04-004,Physical Inspection Execution,Inspector,"Factory Profile, GIS",Click Start Journey.,Navigation starts using the correct destination.,"Verify that the factory has valid coordinates. If planner manually selected location, use planner location; otherwise use license location.",Journey cannot start without a destination.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-004 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-004 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0118,MVP1-M04-005,Physical Inspection Execution,Inspector,Dynamic Form Engine,Wait.,Package downloads successfully before journey begins.,"Download the latest approved package including factory information, inspection report, inspection items, previous answers, and configuration. Lock the downloaded version.",Package version is frozen after download. Future changes by planners shall not affect the ongoing inspection.,STM-INS-002;STM-SYNC-001;STM-SYNC-002 | states: Ready for Validation->Validated->Submitted->Locked,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-007;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-005 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-005 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0119,MVP1-M04-006,Physical Inspection Execution,Inspector,Package Service,None,Invalid packages are rejected and re-downloaded.,"Validate package version, checksum, mandatory files and configuration.",Inspection cannot continue using a corrupted package.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-006 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-006 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0120,MVP1-M04-007,Physical Inspection Execution,Inspector,Offline Service,None,Inspector can continue execution without network connectivity.,Store package securely on the device.,Package remains available while offline until inspection is submitted.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-007 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-007 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0121,MVP1-M04-008,Physical Inspection Execution,Inspector,Audit Service,None,Journey session created successfully.,Create journey session linked to visit.,One active journey per visit.,STM-JRN-001;STM-JRN-002;STM-JRN-003 | states: Ready->On Journey->Arrived->Checked-In->Start Allowed,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-005;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-008 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-008 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0122,MVP1-M04-009,Physical Inspection Execution,Inspector,Audit Service,None,Journey start time recorded.,Capture server timestamp and device timestamp.,Server time is the official audit time.,STM-JRN-001;STM-JRN-002;STM-JRN-003 | states: Ready->On Journey->Arrived->Checked-In->Start Allowed,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-005;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-009 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-009 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0123,MVP1-M04-010,Physical Inspection Execution,Inspector,GIS,None,GPS stored successfully.,"Capture latitude, longitude and altitude.",Coordinates stored as audit evidence.,STM-JRN-001;STM-JRN-002;STM-JRN-003 | states: Ready->On Journey->Arrived->Checked-In->Start Allowed,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-005;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-010 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-010 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0124,MVP1-M04-011,Physical Inspection Execution,Inspector,GIS,None,GPS accuracy stored.,Capture GPS accuracy in meters.,Used later for audit and investigation.,STM-JRN-001;STM-JRN-002;STM-JRN-003 | states: Ready->On Journey->Arrived->Checked-In->Start Allowed,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-005;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-011 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-011 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0125,MVP1-M04-012,Physical Inspection Execution,Inspector,Device Service,None,Device information stored successfully.,"Capture device ID, OS version, application version.",Every inspection must be traceable to a device.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-012 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-012 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0126,MVP1-M04-013,Physical Inspection Execution,Inspector,Network Service,None,Initial connectivity stored.,Capture Online/Offline status and connection type.,Used for troubleshooting offline scenarios.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-013 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-013 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0127,MVP1-M04-014,Physical Inspection Execution,Inspector,Maps Service,None,Operations Center receives live location updates.,Start background GPS tracking according to configured interval.,Tracking continues until inspection begins or journey is cancelled.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-014 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-014 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0128,MVP1-M04-015,Physical Inspection Execution,Inspector,Audit Timeline,None,Timeline initialized successfully.,Create timeline events starting with Journey Started.,Every operational event must appear in timeline.,STM-JRN-001;STM-JRN-002;STM-JRN-003 | states: Ready->On Journey->Arrived->Checked-In->Start Allowed,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-005;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-015 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-015 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0129,MVP1-M04-016,Physical Inspection Execution,Inspector,Maps,Open Navigation.,Inspector navigates to correct destination.,Launch preferred navigation application using factory coordinates.,Navigation is optional but recommended.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-016 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-016 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
