migration_id,current_route,current_files,owner_package,saqeel_design_reference,requirement_ids,acceptance_ids,existing_behavior,backend_contracts,permissions,current_tests,required_certification,replacement_strategy,flag_reason,cutover_method,rollback_method,legacy_retention,completion_status
WA-MIG-029,/admin/risk,apps/web/src/app/(app)/admin/risk/page.tsx,M6,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,CR-449..CR-478,WA-M6-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error,services=@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server; tables/views=engine_settings; RPCs=none statically detected; workflow/audit/version=AUDIT;VERSION;IMMUTABLE,risk_owner,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp2-modules-rls-negative.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-030,/admin/risk/models,apps/web/src/app/(app)/admin/risk/models/page.tsx,M6,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,CR-449..CR-478,WA-M6-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error,services=@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/risk/model;@/lib/supabase-server;@/lib/verified-user; tables/views=risk_models; RPCs=risk_model_transition; workflow/audit/version=VERSION;IMMUTABLE,risk_owner,apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp2-modules-rls-negative.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-031,/admin/security-access,apps/web/src/app/(app)/admin/security-access/page.tsx,M8,SAQEEL Users Roles.dc.html;SAQEEL Admin Role Override.dc.html,CR-001..CR-478,WA-M8-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;error,services=@/components/Mvp3ActionForm;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server; tables/views=mvp3_access_reviews;mvp3_evidence_access_grants;user_roles; RPCs=none statically detected; workflow/audit/version=runtime verification required,AUTHENTICATED_ROUTE_GROUP,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,DIRECT_REPLACEMENT_AFTER_CERTIFICATION,,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-032,/admin/violations,apps/web/src/app/(app)/admin/violations/page.tsx,M6,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,CR-449..CR-478,WA-M6-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;degraded;stale,services=@/components/AdminRouteBoundary;@/components/EmptyState;@/components/Shell;@/components/Skeleton;@/lib/admin-configuration;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server; tables/views=configuration_templates;inspection_items;penalty_mappings;regulation_clauses;user_roles;violation_codes; RPCs=admin_configuration_audit;publish_penalty_mapping;publish_violation_code;violation_code_usage; workflow/audit/version=AUDIT;VERSION;IMMUTABLE,compliance_admin;form_admin;inspector;reviewer,apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/cd-010-011-violations.spec.ts;apps/web/e2e/cd-006-admin-backend-foundation.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-033,/admin/workflows,apps/web/src/app/(app)/admin/workflows/page.tsx,M9,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,CR-001..CR-478,WA-M9-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;unauthorized;conflict;stale;not-found,services=@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/supabase-server;@/lib/verified-user;@/lib/workflow/events;@/lib/workflow/governed-transition;@/lib/workflow/normalize;@/lib/workflow/outbox;@/lib/workflow/sla;@/lib/workflow/tasks;@/lib/workflow/validate; tables/views=audit_events;config_versions;profiles;sla_timers;user_roles;workflow_task_assignments; RPCs=none statically detected; workflow/audit/version=WORKFLOW;AUDIT;VERSION;IMMUTABLE,inspector,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/cd-044-admin-planning.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,DIRECT_REPLACEMENT_AFTER_CERTIFICATION,,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-034,/ai/suggestions,apps/web/src/app/(app)/ai/suggestions/page.tsx,M7,SAQEEL Inspection Report.dc.html;SAQEEL Evidence OCR.dc.html;SAQEEL AI Studio.dc.html;SAQEEL Incident Reports.dc.html,CR-001..CR-478,WA-M7-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error,services=@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/ai/suggestions;@/lib/i18n;@/lib/neutral-error;@/lib/providers/ai-gemini;@/lib/providers/env-gate;@/lib/supabase-server;@/lib/verified-user; tables/views=ai_events;ai_suggestions; RPCs=none statically detected; workflow/audit/version=runtime verification required,AUTHENTICATED_ROUTE_GROUP,apps/web/e2e/ai-delta-contract.spec.ts;apps/web/e2e/performance-navigation.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/compliance-shared-shell.spec.ts;apps/web/e2e/mvp2-m2-11-ai.spec.ts;apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-035,/cases,apps/web/src/app/(app)/cases/page.tsx,M5,SAQEEL Review & Approval.dc.html;SAQEEL Cases.dc.html;SAQEEL Tasks.dc.html,CR-357..CR-409,WA-M5-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error,services=@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/cases/spine;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/supabase-server;@/lib/verified-user; tables/views=cases;factories; RPCs=none statically detected; workflow/audit/version=runtime verification required,reviewer,apps/web/e2e/mvp2-m2-10-cases.spec.ts;apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp2-modules-rls-negative.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,DIRECT_REPLACEMENT_AFTER_CERTIFICATION,,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-036,/committee,apps/web/src/app/(app)/committee/page.tsx,M6,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,CR-449..CR-478,WA-M6-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error,services=@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/committee/signature;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/providers/signature-docusign;@/lib/supabase-server;@/lib/verified-user; tables/views=report_verifications;signature_acts; RPCs=none statically detected; workflow/audit/version=runtime verification required,AUTHENTICATED_ROUTE_GROUP,apps/web/e2e/mvp2-m2-12-signature.spec.ts;apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-037,/dashboard,apps/web/src/app/(app)/dashboard/page.tsx,M1,SAQEEL Executive Overview.html;SAQEEL Web Dashboard.dc.html,CR-001..CR-478,WA-M1-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;stale,services=@/components/EmptyState;@/components/GeoMap;@/components/Shell;@/lib/dashboard-kpi/checklist-compliance;@/lib/dashboard-kpi/contract;@/lib/dashboard-kpi/registry;@/lib/i18n;@/lib/shell-navigation;@/lib/supabase-server;@/lib/verified-user; tables/views=audit_events;checklist_responses;engine_settings;factories;geo_events;inspections;reviews;user_roles;violations;visits; RPCs=none statically detected; workflow/audit/version=WORKFLOW;AUDIT;VERSION;IMMUTABLE,inspector;planner,apps/web/e2e/dashboard-business.spec.ts;apps/web/e2e/field-dashboard-presentation.spec.ts;apps/web/e2e/cd-045-downstream-contract.spec.ts;apps/web/e2e/performance-pass4-contract.spec.ts;apps/web/e2e/dashboard-kpi-seed.spec.ts;apps/web/e2e/dashboard-kpi-contract.spec.ts;apps/web/e2e/performance-navigation.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/compliance-shared-shell.spec.ts;apps/web/e2e/execution-crossmodule-contract.spec.ts;apps/web/e2e/design-foundation-contract.spec.ts;apps/web/e2e/performance-visual-evidence.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts;apps/web/e2e/personas.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-038,/enforcement,apps/web/src/app/(app)/enforcement/page.tsx,M6,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,CR-449..CR-478,WA-M6-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error,services=@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server; tables/views=cases;objections;violations; RPCs=none statically detected; workflow/audit/version=VERSION,AUTHENTICATED_ROUTE_GROUP,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-039,/evidence-ocr,apps/web/src/app/(app)/evidence-ocr/page.tsx,M7,SAQEEL Inspection Report.dc.html;SAQEEL Evidence OCR.dc.html;SAQEEL AI Studio.dc.html;SAQEEL Incident Reports.dc.html,CR-001..CR-478,WA-M7-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;not-found,services=@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/providers/ocr-gemini;@/lib/supabase-server;@/lib/verified-user; tables/views=evidence;ocr_extractions; RPCs=none statically detected; workflow/audit/version=runtime verification required,AUTHENTICATED_ROUTE_GROUP,apps/web/e2e/ocr-journey-contract.spec.ts;apps/web/e2e/factory360-cr-dossier-contract.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-040,/factories,apps/web/src/app/(app)/factories/page.tsx,M4,SAQEEL Factories.dc.html;SAQEEL Factory 360.dc.html,CR-410..CR-429,WA-M4-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error,services=@/components/EmptyState;@/components/Shell;@/components/Skeleton;@/lib/i18n;@/lib/supabase-server; tables/views=factories; RPCs=none statically detected; workflow/audit/version=runtime verification required,AUTHENTICATED_ROUTE_GROUP,apps/web/e2e/ui-compliance-runtime.spec.ts;apps/web/e2e/persona-tours.spec.ts;apps/web/e2e/remaining-requirements-backend.spec.ts;apps/web/e2e/ai-user-journey.spec.ts;apps/web/e2e/ai-delta-contract.spec.ts;apps/web/e2e/cd-021-bulk-targeting.spec.ts;apps/web/e2e/performance-navigation.spec.ts;apps/web/e2e/factory360-cr-dossier-contract.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/ui-compliance-contract.spec.ts;apps/web/e2e/cd-022-identity-lens.spec.ts;apps/web/e2e/cd-031-factory-360.spec.ts;apps/web/e2e/cd-025-plan-review-publish.spec.ts;apps/web/e2e/performance-visual-evidence.spec.ts;apps/web/e2e/factory360-ipad-field.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-041,/factories/:id,apps/web/src/app/(app)/factories/[id]/page.tsx,M4,SAQEEL Factories.dc.html;SAQEEL Factory 360.dc.html,CR-410..CR-429,WA-M4-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;conflict;not-found,services=@/components/ContextualAiPanel;@/components/EmptyState;@/components/GeoMap;@/components/Shell;@/components/Skeleton;@/lib/dates;@/lib/i18n;@/lib/persona;@/lib/supabase-server;@/lib/verified-user; tables/views=evidence;factories;factory_documents;factory_materials;factory_products;factory_representatives;factory_risk_snapshots;geo_events;industrial_licenses;penalty_notices; RPCs=none statically detected; workflow/audit/version=AUDIT;VERSION,compliance_admin;gis_admin;inspector;leadership;ops;planner;reviewer,apps/web/e2e/ui-compliance-runtime.spec.ts;apps/web/e2e/persona-tours.spec.ts;apps/web/e2e/remaining-requirements-backend.spec.ts;apps/web/e2e/ai-user-journey.spec.ts;apps/web/e2e/ai-delta-contract.spec.ts;apps/web/e2e/cd-021-bulk-targeting.spec.ts;apps/web/e2e/performance-navigation.spec.ts;apps/web/e2e/factory360-cr-dossier-contract.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/ui-compliance-contract.spec.ts;apps/web/e2e/cd-022-identity-lens.spec.ts;apps/web/e2e/cd-031-factory-360.spec.ts;apps/web/e2e/cd-025-plan-review-publish.spec.ts;apps/web/e2e/performance-visual-evidence.spec.ts;apps/web/e2e/factory360-ipad-field.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-042,/factories/cr/:id,apps/web/src/app/(app)/factories/cr/[id]/page.tsx,M4,SAQEEL Factories.dc.html;SAQEEL Factory 360.dc.html,CR-410..CR-429,WA-M4-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;degraded;conflict;stale;not-found,services=@/components/ContextualAiPanel;@/components/EmptyState;@/components/Shell;@/lib/factory360/compliance;@/lib/factory360/dossier;@/lib/i18n;@/lib/supabase-server; tables/views=none statically detected; RPCs=none statically detected; workflow/audit/version=VERSION;IMMUTABLE,AUTHENTICATED_ROUTE_GROUP,apps/web/e2e/factory360-cr-dossier-contract.spec.ts;apps/web/e2e/factory360-ipad-field.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-043,/incident-reports,apps/web/src/app/(app)/incident-reports/page.tsx,M7,SAQEEL Inspection Report.dc.html;SAQEEL Evidence OCR.dc.html;SAQEEL AI Studio.dc.html;SAQEEL Incident Reports.dc.html,CR-001..CR-478,WA-M7-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error,services=@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user; tables/views=incident_reports; RPCs=none statically detected; workflow/audit/version=runtime verification required,inspector,TEST_GAP_REQUIRES_PACKAGE_FOCUSED_SPEC,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-044,/launch,apps/web/src/app/launch/page.tsx,M11,SAQEEL Login.dc.html;SAQEEL Auth States.dc.html;SAQEEL Portal.dc.html;SAQEEL Profile.dc.html;SAQEEL Virtual.dc.html;SAQEEL Feedback.dc.html,CR-337..CR-356,WA-M11-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;error,services=@/components/AccessState;@/lib/i18n;@/lib/persona;@/lib/role-home;@/lib/supabase-server;@/lib/verified-user; tables/views=none statically detected; RPCs=none statically detected; workflow/audit/version=runtime verification required,ROUTE_LOCAL_OR_PUBLIC,apps/web/e2e/platform-design-system-contract.spec.ts;apps/web/e2e/persona-tours.spec.ts;apps/web/e2e/negative-auth.spec.ts;apps/web/e2e/auth.setup.ts;apps/web/e2e/cd-003-launch.spec.ts;apps/web/e2e/saqeel-login-revamp.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-045,/launch/no-workspace,apps/web/src/app/launch/no-workspace/page.tsx,M11,SAQEEL Login.dc.html;SAQEEL Auth States.dc.html;SAQEEL Portal.dc.html;SAQEEL Profile.dc.html;SAQEEL Virtual.dc.html;SAQEEL Feedback.dc.html,CR-337..CR-356,WA-M11-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=runtime discovery required,services=@/components/AccessState;@/lib/i18n;@/lib/supabase-server;@/lib/verified-user; tables/views=none statically detected; RPCs=none statically detected; workflow/audit/version=runtime verification required,ROUTE_LOCAL_OR_PUBLIC,apps/web/e2e/cd-003-launch.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,DIRECT_REPLACEMENT_AFTER_CERTIFICATION,,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
