route,route_type,phase_scope,owner_package,requirement_ids,design_authority,acceptance_ids,dependencies,page_or_handler_file,layout_file,loading_file,error_file,not_found_file,navigation_entry,breadcrumb,persona_permission_guard,server_actions_services,supabase_tables_views,supabase_rpcs,workflow_audit_versioning,required_states_observed,mock_hardcoded_degraded_review,tests,evidence_status
/admin/notifications,PAGE,PHASE1_WEB_ADMIN,M9,CR-001..CR-478,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,WA-M9-AC-001..006,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/notify;@/lib/persona;@/lib/supabase-server;@/lib/verified-user;@/lib/workflow/notifications,apps/web/src/app/(app)/admin/notifications/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/admin/notifications/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,compliance_admin;form_admin;gis_admin;risk_owner;security_admin;workflow_admin,@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/notify;@/lib/persona;@/lib/supabase-server;@/lib/verified-user;@/lib/workflow/notifications,notification_rules;roles,deactivate_notification_rule;publish_notification_rule,WORKFLOW;VERSION,loading;empty;error;degraded;not-found,REVIEW_REQUIRED,TEST_GAP_REQUIRES_PACKAGE_FOCUSED_SPEC,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/operations,PAGE,PHASE1_WEB_ADMIN,M10,CR-001..CR-478,SAQEEL Admin Integrations.dc.html;SAQEEL Admin Integrations Data.dc.html;SAQEEL Admin Geofence.dc.html;SAQEEL Admin SENAI Data.dc.html;SAQEEL Admin Execution.dc.html;SAQEEL Admin Virtual Premium.dc.html;SAQEEL Control Panel.dc.html,WA-M10-AC-001..006,@/components/Mvp3ActionForm;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server,apps/web/src/app/(app)/admin/operations/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/admin/operations/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,@/components/Mvp3ActionForm;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server,mvp3_error_queue;mvp3_feature_flags;mvp3_integration_endpoints,,VERSION,loading;error,NO_STATIC_MARKER,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/packages,PAGE,PHASE1_WEB_ADMIN,M9,CR-001..CR-478,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,WA-M9-AC-001..006,@/components/AdminRouteBoundary;@/components/Shell;@/components/Skeleton;@/lib/admin-configuration;@/lib/dates;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server,apps/web/src/app/(app)/admin/packages/page.tsx,apps/web/src/app/(app)/admin/packages/layout.tsx,apps/web/src/app/(app)/admin/packages/loading.tsx,apps/web/src/app/(app)/admin/packages/error.tsx,,DIRECT,TO_VERIFY_IN_RUNTIME,compliance_admin;form_admin;inspector,@/components/AdminRouteBoundary;@/components/Shell;@/components/Skeleton;@/lib/admin-configuration;@/lib/dates;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server,configuration_templates;inspection_items;package_versions;packages;penalty_mappings;user_roles;violation_codes,package_version_impact;publish_package_version,VERSION;IMMUTABLE,loading;empty;error;stale;not-found,REVIEW_REQUIRED,apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/cd-008-009-packages.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts;apps/web/e2e/cd-006-admin-backend-foundation.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/planning/expiry,PAGE,PHASE1_WEB_ADMIN,M9,CR-001..CR-478,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,WA-M9-AC-001..006,@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/admin/planning/expiry/page.tsx,apps/web/src/app/(app)/layout.tsx,,,,DIRECT,TO_VERIFY_IN_RUNTIME,inspector,@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user,planning_expiry_rules,has_planning_capability,AUDIT;VERSION,error,NO_STATIC_MARKER,apps/web/e2e/cd-044-admin-planning.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/planning/lookups,PAGE,PHASE1_WEB_ADMIN,M9,CR-001..CR-478,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,WA-M9-AC-001..006,@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/admin/planning/lookups/page.tsx,apps/web/src/app/(app)/layout.tsx,,,,DIRECT,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user,planning_lookups,has_planning_capability,AUDIT,empty;error,NO_STATIC_MARKER,apps/web/e2e/cd-044-admin-planning.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/planning/status,PAGE,PHASE1_WEB_ADMIN,M9,CR-001..CR-478,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,WA-M9-AC-001..006,@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server,apps/web/src/app/(app)/admin/planning/status/page.tsx,apps/web/src/app/(app)/layout.tsx,,,,DIRECT,TO_VERIFY_IN_RUNTIME,inspector;planner,@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server,config_versions,,WORKFLOW;VERSION,error,NO_STATIC_MARKER,apps/web/e2e/cd-045-downstream-contract.spec.ts;apps/web/e2e/cd-044-admin-planning.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/regulations,PAGE,PHASE1_WEB_ADMIN,M6,CR-449..CR-478,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,WA-M6-AC-001..006,@/components/AdminRouteBoundary;@/components/EmptyState;@/components/Shell;@/components/Skeleton;@/lib/admin-configuration;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server,apps/web/src/app/(app)/admin/regulations/page.tsx,apps/web/src/app/(app)/admin/regulations/layout.tsx,apps/web/src/app/(app)/admin/regulations/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,compliance_admin;form_admin;ops;planner;reviewer;security_admin,@/components/AdminRouteBoundary;@/components/EmptyState;@/components/Shell;@/components/Skeleton;@/lib/admin-configuration;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server,profiles;regulation-documents;regulation_attachments;regulation_clauses;regulations;user_roles,admin_configuration_audit;publish_regulation,AUDIT;VERSION;IMMUTABLE,loading;empty;error;degraded;stale;not-found,REVIEW_REQUIRED,apps/web/e2e/platform-design-system-contract.spec.ts;apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/ui-compliance-runtime.spec.ts;apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/cd-005-006-regulations.spec.ts;apps/web/e2e/compliance-library.spec.ts;apps/web/e2e/cd-006-admin-backend-foundation.spec.ts;apps/web/e2e/cd-006-regulation-publish-provenance.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/regulations/:id,PAGE,PHASE1_WEB_ADMIN,M6,CR-449..CR-478,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,WA-M6-AC-001..006,ROUTE_LOCAL_DISCOVERY_REQUIRED,apps/web/src/app/(app)/admin/regulations/[id]/page.tsx,apps/web/src/app/(app)/admin/regulations/layout.tsx,,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,,,,,,NO_STATIC_MARKER,apps/web/e2e/platform-design-system-contract.spec.ts;apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/ui-compliance-runtime.spec.ts;apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/cd-005-006-regulations.spec.ts;apps/web/e2e/compliance-library.spec.ts;apps/web/e2e/cd-006-admin-backend-foundation.spec.ts;apps/web/e2e/cd-006-regulation-publish-provenance.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/risk,PAGE,PHASE1_WEB_ADMIN,M6,CR-449..CR-478,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,WA-M6-AC-001..006,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server,apps/web/src/app/(app)/admin/risk/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/admin/risk/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,risk_owner,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server,engine_settings,,AUDIT;VERSION;IMMUTABLE,loading;empty;error,NO_STATIC_MARKER,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp2-modules-rls-negative.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/risk/models,PAGE,PHASE1_WEB_ADMIN,M6,CR-449..CR-478,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,WA-M6-AC-001..006,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/risk/model;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/admin/risk/models/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/admin/risk/models/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,risk_owner,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/risk/model;@/lib/supabase-server;@/lib/verified-user,risk_models,risk_model_transition,VERSION;IMMUTABLE,loading;empty;error,NO_STATIC_MARKER,apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp2-modules-rls-negative.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/security-access,PAGE,PHASE1_WEB_ADMIN,M8,CR-001..CR-478,SAQEEL Users Roles.dc.html;SAQEEL Admin Role Override.dc.html,WA-M8-AC-001..006,@/components/Mvp3ActionForm;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server,apps/web/src/app/(app)/admin/security-access/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/admin/security-access/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,@/components/Mvp3ActionForm;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server,mvp3_access_reviews;mvp3_evidence_access_grants;user_roles,,,loading;error,NO_STATIC_MARKER,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/violations,PAGE,PHASE1_WEB_ADMIN,M6,CR-449..CR-478,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,WA-M6-AC-001..006,@/components/AdminRouteBoundary;@/components/EmptyState;@/components/Shell;@/components/Skeleton;@/lib/admin-configuration;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server,apps/web/src/app/(app)/admin/violations/page.tsx,apps/web/src/app/(app)/admin/violations/layout.tsx,apps/web/src/app/(app)/admin/violations/loading.tsx,apps/web/src/app/(app)/admin/violations/error.tsx,,DIRECT,TO_VERIFY_IN_RUNTIME,compliance_admin;form_admin;inspector;reviewer,@/components/AdminRouteBoundary;@/components/EmptyState;@/components/Shell;@/components/Skeleton;@/lib/admin-configuration;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server,configuration_templates;inspection_items;penalty_mappings;regulation_clauses;user_roles;violation_codes,admin_configuration_audit;publish_penalty_mapping;publish_violation_code;violation_code_usage,AUDIT;VERSION;IMMUTABLE,loading;empty;error;degraded;stale,REVIEW_REQUIRED,apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/cd-010-011-violations.spec.ts;apps/web/e2e/cd-006-admin-backend-foundation.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/admin/workflows,PAGE,PHASE1_WEB_ADMIN,M9,CR-001..CR-478,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,WA-M9-AC-001..006,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/supabase-server;@/lib/verified-user;@/lib/workflow/events;@/lib/workflow/governed-transition;@/lib/workflow/normalize;@/lib/workflow/outbox;@/lib/workflow/sla;@/lib/workflow/tasks;@/lib/workflow/validate,apps/web/src/app/(app)/admin/workflows/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/admin/workflows/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,inspector,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/supabase-server;@/lib/verified-user;@/lib/workflow/events;@/lib/workflow/governed-transition;@/lib/workflow/normalize;@/lib/workflow/outbox;@/lib/workflow/sla;@/lib/workflow/tasks;@/lib/workflow/validate,audit_events;config_versions;profiles;sla_timers;user_roles;workflow_task_assignments,,WORKFLOW;AUDIT;VERSION;IMMUTABLE,loading;empty;error;unauthorized;conflict;stale;not-found,NO_STATIC_MARKER,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/cd-044-admin-planning.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/ai/suggestions,PAGE,PHASE1_WEB_ADMIN,M7,CR-001..CR-478,SAQEEL Inspection Report.dc.html;SAQEEL Evidence OCR.dc.html;SAQEEL AI Studio.dc.html;SAQEEL Incident Reports.dc.html,WA-M7-AC-001..006,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/ai/suggestions;@/lib/i18n;@/lib/neutral-error;@/lib/providers/ai-gemini;@/lib/providers/env-gate;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/ai/suggestions/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/ai/suggestions/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/ai/suggestions;@/lib/i18n;@/lib/neutral-error;@/lib/providers/ai-gemini;@/lib/providers/env-gate;@/lib/supabase-server;@/lib/verified-user,ai_events;ai_suggestions,,,loading;empty;error,REVIEW_REQUIRED,apps/web/e2e/ai-delta-contract.spec.ts;apps/web/e2e/performance-navigation.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/compliance-shared-shell.spec.ts;apps/web/e2e/mvp2-m2-11-ai.spec.ts;apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/cases,PAGE,PHASE1_WEB_ADMIN,M5,CR-357..CR-409,SAQEEL Review & Approval.dc.html;SAQEEL Cases.dc.html;SAQEEL Tasks.dc.html,WA-M5-AC-001..006,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/cases/spine;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/cases/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/cases/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,reviewer,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/cases/spine;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/supabase-server;@/lib/verified-user,cases;factories,,,loading;empty;error,NO_STATIC_MARKER,apps/web/e2e/mvp2-m2-10-cases.spec.ts;apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp2-modules-rls-negative.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/committee,PAGE,PHASE1_WEB_ADMIN,M6,CR-449..CR-478,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,WA-M6-AC-001..006,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/committee/signature;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/providers/signature-docusign;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/committee/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/committee/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/committee/signature;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/providers/signature-docusign;@/lib/supabase-server;@/lib/verified-user,report_verifications;signature_acts,,,loading;empty;error,REVIEW_REQUIRED,apps/web/e2e/mvp2-m2-12-signature.spec.ts;apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/dashboard,PAGE,PHASE1_WEB_ADMIN,M1,CR-001..CR-478,SAQEEL Executive Overview.html;SAQEEL Web Dashboard.dc.html,WA-M1-AC-001..006,@/components/EmptyState;@/components/GeoMap;@/components/Shell;@/lib/dashboard-kpi/checklist-compliance;@/lib/dashboard-kpi/contract;@/lib/dashboard-kpi/registry;@/lib/i18n;@/lib/shell-navigation;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/dashboard/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/dashboard/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,inspector;planner,@/components/EmptyState;@/components/GeoMap;@/components/Shell;@/lib/dashboard-kpi/checklist-compliance;@/lib/dashboard-kpi/contract;@/lib/dashboard-kpi/registry;@/lib/i18n;@/lib/shell-navigation;@/lib/supabase-server;@/lib/verified-user,audit_events;checklist_responses;engine_settings;factories;geo_events;inspections;reviews;user_roles;violations;visits,,WORKFLOW;AUDIT;VERSION;IMMUTABLE,loading;empty;error;stale,REVIEW_REQUIRED,apps/web/e2e/dashboard-business.spec.ts;apps/web/e2e/field-dashboard-presentation.spec.ts;apps/web/e2e/cd-045-downstream-contract.spec.ts;apps/web/e2e/performance-pass4-contract.spec.ts;apps/web/e2e/dashboard-kpi-seed.spec.ts;apps/web/e2e/dashboard-kpi-contract.spec.ts;apps/web/e2e/performance-navigation.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/compliance-shared-shell.spec.ts;apps/web/e2e/execution-crossmodule-contract.spec.ts;apps/web/e2e/design-foundation-contract.spec.ts;apps/web/e2e/performance-visual-evidence.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts;apps/web/e2e/personas.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/enforcement,PAGE,PHASE1_WEB_ADMIN,M6,CR-449..CR-478,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,WA-M6-AC-001..006,@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server,apps/web/src/app/(app)/enforcement/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/enforcement/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server,cases;objections;violations,,VERSION,loading;empty;error,REVIEW_REQUIRED,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/evidence-ocr,PAGE,PHASE1_WEB_ADMIN,M7,CR-001..CR-478,SAQEEL Inspection Report.dc.html;SAQEEL Evidence OCR.dc.html;SAQEEL AI Studio.dc.html;SAQEEL Incident Reports.dc.html,WA-M7-AC-001..006,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/providers/ocr-gemini;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/evidence-ocr/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/evidence-ocr/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/providers/ocr-gemini;@/lib/supabase-server;@/lib/verified-user,evidence;ocr_extractions,,,loading;empty;error;not-found,REVIEW_REQUIRED,apps/web/e2e/ocr-journey-contract.spec.ts;apps/web/e2e/factory360-cr-dossier-contract.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/factories,PAGE,PHASE1_WEB_ADMIN,M4,CR-410..CR-429,SAQEEL Factories.dc.html;SAQEEL Factory 360.dc.html,WA-M4-AC-001..006,@/components/EmptyState;@/components/Shell;@/components/Skeleton;@/lib/i18n;@/lib/supabase-server,apps/web/src/app/(app)/factories/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/factories/loading.tsx,,,DIRECT,TO_VERIFY_IN_RUNTIME,AUTHENTICATED_ROUTE_GROUP,@/components/EmptyState;@/components/Shell;@/components/Skeleton;@/lib/i18n;@/lib/supabase-server,factories,,,loading;empty;error,REVIEW_REQUIRED,apps/web/e2e/ui-compliance-runtime.spec.ts;apps/web/e2e/persona-tours.spec.ts;apps/web/e2e/remaining-requirements-backend.spec.ts;apps/web/e2e/ai-user-journey.spec.ts;apps/web/e2e/ai-delta-contract.spec.ts;apps/web/e2e/cd-021-bulk-targeting.spec.ts;apps/web/e2e/performance-navigation.spec.ts;apps/web/e2e/factory360-cr-dossier-contract.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/ui-compliance-contract.spec.ts;apps/web/e2e/cd-022-identity-lens.spec.ts;apps/web/e2e/cd-031-factory-360.spec.ts;apps/web/e2e/cd-025-plan-review-publish.spec.ts;apps/web/e2e/performance-visual-evidence.spec.ts;apps/web/e2e/factory360-ipad-field.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
/factories/:id,PAGE,PHASE1_WEB_ADMIN,M4,CR-410..CR-429,SAQEEL Factories.dc.html;SAQEEL Factory 360.dc.html,WA-M4-AC-001..006,@/components/ContextualAiPanel;@/components/EmptyState;@/components/GeoMap;@/components/Shell;@/components/Skeleton;@/lib/dates;@/lib/i18n;@/lib/persona;@/lib/supabase-server;@/lib/verified-user,apps/web/src/app/(app)/factories/[id]/page.tsx,apps/web/src/app/(app)/layout.tsx,apps/web/src/app/(app)/factories/[id]/loading.tsx,,,DEEP_LINK_OR_ALIAS,TO_VERIFY_IN_RUNTIME,compliance_admin;gis_admin;inspector;leadership;ops;planner;reviewer,@/components/ContextualAiPanel;@/components/EmptyState;@/components/GeoMap;@/components/Shell;@/components/Skeleton;@/lib/dates;@/lib/i18n;@/lib/persona;@/lib/supabase-server;@/lib/verified-user,evidence;factories;factory_documents;factory_materials;factory_products;factory_representatives;factory_risk_snapshots;geo_events;industrial_licenses;penalty_notices,,AUDIT;VERSION,loading;empty;error;conflict;not-found,REVIEW_REQUIRED,apps/web/e2e/ui-compliance-runtime.spec.ts;apps/web/e2e/persona-tours.spec.ts;apps/web/e2e/remaining-requirements-backend.spec.ts;apps/web/e2e/ai-user-journey.spec.ts;apps/web/e2e/ai-delta-contract.spec.ts;apps/web/e2e/cd-021-bulk-targeting.spec.ts;apps/web/e2e/performance-navigation.spec.ts;apps/web/e2e/factory360-cr-dossier-contract.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/ui-compliance-contract.spec.ts;apps/web/e2e/cd-022-identity-lens.spec.ts;apps/web/e2e/cd-031-factory-360.spec.ts;apps/web/e2e/cd-025-plan-review-publish.spec.ts;apps/web/e2e/performance-visual-evidence.spec.ts;apps/web/e2e/factory360-ipad-field.spec.ts,CURRENT_IMPLEMENTATION_EVIDENCE_ONLY
