design_page_id,design_page_name,design_revision,application_channel,application_route,source_component,mapping_classification,mapping_confidence,evidence,unresolved_question,design_content_verified,code_candidate_confidence
,SAQEEL Item Execution,1784827421554930,ADMIN_CONTROL_PANEL,/admin/items;/admin/items/:id/runtime-preview,apps/web/src/app/(app)/admin/items/page.tsx;apps/web/src/app/(app)/admin/items/[id]/runtime-preview/page.tsx,CLOSE MATCH,high (content-read + file-verified),"Content-read 2026-07-24: per-item checklist configuration engine (applicability, state, evidence rule, violation-candidate auto-invalidation, action-form triggers). Confirmed apps/web/src/app/(app)/admin/items/{page.tsx,[id]/runtime-preview/page.tsx} exist. Confirmed by SAQEEL Web-Index.dc.html route claim.",,yes — content-read this session,high (content-read + file-verified)
,SAQEEL PWA-Field Account,1784884213131638,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field App,1784884213156018,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field App EN,1784884213057622,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Biometric,1784884213070462,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Challenge Report,1784884213072510,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Completion,1784884213343626,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Conflict Resolution,1784884213063617,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Dashboard,1784884213313329,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Drafts,1784884213116997,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Establishment File,1784884213338101,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Establishments,1784884213899506,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Execution Shell,1784884213930831,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Factory 360,1784884213915312,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Global Search,1784884213888514,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Immediate & Incident,1784884213917131,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Inspection,1784884213903345,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Inspection Form,1784884213910732,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Journey,1784884213910376,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Login,1784884213895548,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,yes — content-read this session,n/a
,SAQEEL PWA-Field My Tasks,1784884213910464,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Notifications,1784884221221019,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field OCR Capture,1784884214807442,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Ops Console,1784884214631774,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Preparation,1784884214824413,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Reopening Notices,1784884214795287,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Reports,1784884214824500,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Reports Library,1784884214802474,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Seizure Records,1784884214849505,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Settings,1784884214839370,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Travel,1784884214856649,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Trusted Devices,1784884215808529,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Virtual Session,1784884215765726,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Virtual Visit,1784884215782935,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Visit Results,1784884215762518,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Visit Statement,1784884215760889,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Field Visits,1784884215771900,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Index,1784884783731280,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Inspector Architecture,1784884215755564,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Inspector Golden Journey,1784884215763253,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Inspector Journey Mindmap,1784884215785464,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Inspector iPad,1784884216460050,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL PWA-Inspector iPad Field,1784884216467763,PWA_FIELD_READ_ONLY,,,CODE ONLY / DESIGN ONLY (out of scope),n/a,PWA/Field channel — read-only reference per this session's scope reset; not mapped or modified,,no — route/file existence only (governed authority + Web-Index + filesystem grep),n/a
,SAQEEL Report Deltas,1784824954925455,UNCLEAR,,,NO CODE MATCH,high (absence confirmed),Content-read 2026-07-24: report-type builder (customs/chemical/safety/facility report variants) with an explicit 'delta' framing badge. grep for report-delta* in apps/web/src returned nothing. Confirmed by SAQEEL Web-Index.dc.html: '⊘ unconfirmed - no matching folder found'.,Whether this content belongs inside the existing report-package/item-execution engines or is genuinely new scope is unresolved.,yes — content-read this session,high (absence confirmed)
,SAQEEL Report Inventory,1784821207917790,NON_SCREEN_ARTEFACT,,,DESIGN ONLY,high (content-read),"Content-read 2026-07-24: this is NOT a product screen. It is the design team's own 'Figma -> Requirements' gap-tracking document (a static implemented/missing/partial audit table of report artefacts, referencing Figma node IDs). Reclassified from UNMAPPED to DESIGN ONLY / non-screen reference artefact, same category as SAQEEL Design System / Canvas / Figma Parity Grid.",,yes — content-read this session,high (content-read)
,SAQEEL Report Package Foundation,1784826099620006,ADMIN_CONTROL_PANEL,/admin/packages,apps/web/src/app/(app)/admin/packages/page.tsx,CLOSE MATCH,high (content-read + file-verified),"Content-read 2026-07-24: report-package preparation flow (planner-set vs inspector-selects governance, execution date/mode, package/section selection, readiness snapshot). Confirmed apps/web/src/app/(app)/admin/packages/page.tsx exists. Confirmed by SAQEEL Web-Index.dc.html route claim.",,yes — content-read this session,high (content-read + file-verified)
,SAQEEL Web-Index,1784884829104992,NON_SCREEN_ARTEFACT,,,DESIGN ONLY,high (content-read),Content-read 2026-07-24: this is a design-maintained self-index of all business-web/admin screens with route/status claims per page (98 line items across Executive/Console/Control-Panel/Operations/Reports/Misc groups). Extremely high-value cross-check source - used this pass to resolve the other 7 ambiguous pages and the Executive Overview mystery. Not a product screen itself. Reclassified from UNMAPPED to DESIGN ONLY.,,yes — content-read this session,high (content-read)
,SAQEEL iPad Dashboard,1784806070831883,AMBIGUOUS_CHANNEL,,,AMBIGUOUS,low,"Content-read 2026-07-24: this is a Web/Admin-channel 'iPad Dashboard' view (map/list/calendar workspace, pre-inspection pack drawer) - distinct in content from the excluded PWA/Field/Inspector-iPad channel, but the design team's OWN index (SAQEEL Web-Index.dc.html) marks it misc/reference and explicitly says '⊘ reconcile vs. SAQEEL PWA-Inspector iPad' - i.e. even the design authors have not resolved whether this is a distinct Web/Admin screen or a stale duplicate of the PWA channel.","Genuinely unresolved by the design source itself, not just by this mapping pass. Do not map to any route until the design team's own reconciliation note is resolved.",yes — content-read this session,low
