capture_id,screen_id,screen_name,channel,process_id,route,catalogue_route,route_status,persona,authorization,permission_rule,state,locale,direction,theme,viewport_profile,viewport,data_precondition,safe_capture_rule,existing_evidence_reuse,blocker,wave
P2C-00266,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,no_records,EN,LTR,dark,B,1440x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00267,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,no_records,AR,RTL,light,C,1440x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00268,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,no_records,AR,RTL,dark,D,1440x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00269,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,no_records,EN,LTR,light,E,1024x768,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00270,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,no_records,AR,RTL,dark,F,1024x768,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00271,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,validation_errors,EN,LTR,light,A,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00272,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,validation_errors,EN,LTR,dark,B,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00273,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,validation_errors,AR,RTL,light,C,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00274,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,validation_errors,AR,RTL,dark,D,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00275,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,validation_errors,EN,LTR,light,E,1024x768,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00276,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,validation_errors,AR,RTL,dark,F,1024x768,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00277,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,publish_blocked,EN,LTR,light,A,1440x1024,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00278,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,publish_blocked,EN,LTR,dark,B,1440x1024,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00279,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,publish_blocked,AR,RTL,light,C,1440x1024,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00280,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,publish_blocked,AR,RTL,dark,D,1440x1024,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00281,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,publish_blocked,EN,LTR,light,E,1024x768,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00282,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Compliance Admin,positive,Compliance Admin,publish_blocked,AR,RTL,dark,F,1024x768,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00283,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Inspector,negative,Compliance Admin,unauthorized,EN,LTR,light,A,1440x1024,Authenticated Inspector account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00284,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Inspector,negative,Compliance Admin,unauthorized,EN,LTR,dark,B,1440x1024,Authenticated Inspector account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00285,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Inspector,negative,Compliance Admin,unauthorized,AR,RTL,light,C,1440x1024,Authenticated Inspector account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00286,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Inspector,negative,Compliance Admin,unauthorized,AR,RTL,dark,D,1440x1024,Authenticated Inspector account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00287,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Inspector,negative,Compliance Admin,unauthorized,EN,LTR,light,E,1024x768,Authenticated Inspector account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00288,SCR-ADM-010,Regulation Library,Admin Portal,G2-P00,/admin/regulations,/admin/regulations,implemented,Inspector,negative,Compliance Admin,unauthorized,AR,RTL,dark,F,1024x768,Authenticated Inspector account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-005 regulation frames,none,W2_REUSE_PARTIAL
P2C-00289,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,populated,EN,LTR,light,A,1440x1024,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00290,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,populated,EN,LTR,dark,B,1440x1024,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00291,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,populated,AR,RTL,light,C,1440x1024,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00292,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,populated,AR,RTL,dark,D,1440x1024,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00293,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,populated,EN,LTR,light,E,1024x768,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00294,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,populated,AR,RTL,dark,F,1024x768,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00295,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,loading,EN,LTR,light,A,1440x1024,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00296,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,loading,EN,LTR,dark,B,1440x1024,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00297,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,loading,AR,RTL,light,C,1440x1024,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00298,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,loading,AR,RTL,dark,D,1440x1024,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00299,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,loading,EN,LTR,light,E,1024x768,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00300,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,loading,AR,RTL,dark,F,1024x768,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00301,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,empty,EN,LTR,light,A,1440x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00302,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,empty,EN,LTR,dark,B,1440x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00303,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,empty,AR,RTL,light,C,1440x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00304,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,empty,AR,RTL,dark,D,1440x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00305,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,empty,EN,LTR,light,E,1024x768,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00306,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,empty,AR,RTL,dark,F,1024x768,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00307,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,validation,EN,LTR,light,A,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00308,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,validation,EN,LTR,dark,B,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00309,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,validation,AR,RTL,light,C,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00310,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,validation,AR,RTL,dark,D,1440x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00311,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,validation,EN,LTR,light,E,1024x768,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00312,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,validation,AR,RTL,dark,F,1024x768,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00313,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,read_only,EN,LTR,light,A,1440x1024,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00314,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,read_only,EN,LTR,dark,B,1440x1024,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00315,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,read_only,AR,RTL,light,C,1440x1024,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00316,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,read_only,AR,RTL,dark,D,1440x1024,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00317,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,read_only,EN,LTR,light,E,1024x768,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00318,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,read_only,AR,RTL,dark,F,1024x768,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00319,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,stale,EN,LTR,light,A,1440x1024,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00320,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,stale,EN,LTR,dark,B,1440x1024,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00321,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,stale,AR,RTL,light,C,1440x1024,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00322,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,stale,AR,RTL,dark,D,1440x1024,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00323,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,stale,EN,LTR,light,E,1024x768,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00324,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,stale,AR,RTL,dark,F,1024x768,Fixture carries an explicit old freshness/version timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
P2C-00325,SCR-ADM-011,Regulation Detail & Version,Admin Portal,G2-P00,/admin/regulations,/admin/regulations/:id,implemented_logical,Compliance Admin,positive,Maker-checker,degraded,EN,LTR,light,A,1440x1024,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets,AUDIT_DELTA: unregistered CD-006 detail/lineage frames,none,W2_REUSE_PARTIAL
