evidence_id,source_file,screen_journey_component,referenced_path,resolved_actual_path,truth_status,notes
DASH-EV-005,product-contract/evidence/EVIDENCE_STATUS.md (line 126),Business dashboard (operational view) — EN dark desktop,screens/dashboard-business-v1/operational-en-dark-desktop.png,product-contract/evidence/screens/dashboard-business-v1/operational-en-dark-desktop.png,present-and-located,"Captured and visually reviewed per EVIDENCE_STATUS.md."
DASH-EV-006,product-contract/evidence/EVIDENCE_STATUS.md (line 127),Business dashboard (strategic view) — Arabic RTL mobile,screens/dashboard-business-v1/strategic-ar-mobile.png,product-contract/evidence/screens/dashboard-business-v1/strategic-ar-mobile.png,present-and-located,"Captured and visually reviewed per EVIDENCE_STATUS.md."
KPI-SEED-EV-002,product-contract/evidence/EVIDENCE_STATUS.md (line 115),SCR-WEB-500 dashboard — region/city-scoped view,screens/dashboard-kpi-seed/operations-scoped-en-light.png,product-contract/evidence/screens/dashboard-kpi-seed/operations-scoped-en-light.png,present-and-located,"Captured and visually reviewed per EVIDENCE_STATUS.md."
KPI-SEED-EV-003,product-contract/evidence/EVIDENCE_STATUS.md (line 116),Live Operations map consuming fixture region/active visits,screens/dashboard-kpi-seed/live-operations-en-light.png,product-contract/evidence/screens/dashboard-kpi-seed/live-operations-en-light.png,present-and-located,"Captured and visually reviewed per EVIDENCE_STATUS.md."
CD023-LIVE-REMEDIATION-en-dark-desktop,product-contract/evidence/screens/immediate-v2/CD023_LIVE_REMEDIATION_EVIDENCE.md (line 38),Immediate authority bar (CD-023) — EN dark desktop,en-dark-desktop.png,product-contract/evidence/screens/immediate-v2/en-dark-desktop.png,present-and-located,"Named directly in the local CD-023 live remediation evidence doc, alongside several CODEX_AUDIT_CD-023*.md rounds in the same folder."
CD023-LIVE-REMEDIATION-en-dark-narrow,product-contract/evidence/screens/immediate-v2/CD023_LIVE_REMEDIATION_EVIDENCE.md (line 39),Immediate authority bar (CD-023) — EN dark narrow,en-dark-narrow.png,product-contract/evidence/screens/immediate-v2/en-dark-narrow.png,present-and-located,"Named directly in the local CD-023 live remediation evidence doc."
CD023-LIVE-REMEDIATION-en-light-desktop,product-contract/evidence/screens/immediate-v2/CD023_LIVE_REMEDIATION_EVIDENCE.md (line 40),Immediate authority bar (CD-023) — EN light desktop,en-light-desktop.png,product-contract/evidence/screens/immediate-v2/en-light-desktop.png,present-and-located,"Named directly in the local CD-023 live remediation evidence doc."
CD023-LIVE-REMEDIATION-en-light-narrow,product-contract/evidence/screens/immediate-v2/CD023_LIVE_REMEDIATION_EVIDENCE.md (line 41),Immediate authority bar (CD-023) — EN light narrow,en-light-narrow.png,product-contract/evidence/screens/immediate-v2/en-light-narrow.png,present-and-located,"Named directly in the local CD-023 live remediation evidence doc."
CD023-LIVE-REMEDIATION-ar-dark-desktop,product-contract/evidence/screens/immediate-v2/CD023_LIVE_REMEDIATION_EVIDENCE.md (line 42),Immediate authority bar (CD-023) — AR dark desktop,ar-dark-desktop.png,product-contract/evidence/screens/immediate-v2/ar-dark-desktop.png,present-and-located,"Named directly in the local CD-023 live remediation evidence doc."
CD023-LIVE-REMEDIATION-ar-dark-narrow,product-contract/evidence/screens/immediate-v2/CD023_LIVE_REMEDIATION_EVIDENCE.md (line 43),Immediate authority bar (CD-023) — AR dark narrow,ar-dark-narrow.png,product-contract/evidence/screens/immediate-v2/ar-dark-narrow.png,present-and-located,"Named directly in the local CD-023 live remediation evidence doc."
CD023-LIVE-REMEDIATION-ar-light-desktop,product-contract/evidence/screens/immediate-v2/CD023_LIVE_REMEDIATION_EVIDENCE.md (line 44),Immediate authority bar (CD-023) — AR light desktop,ar-light-desktop.png,product-contract/evidence/screens/immediate-v2/ar-light-desktop.png,present-and-located,"Named directly in the local CD-023 live remediation evidence doc."
CD023-LIVE-REMEDIATION-ar-light-narrow,product-contract/evidence/screens/immediate-v2/CD023_LIVE_REMEDIATION_EVIDENCE.md (line 45),Immediate authority bar (CD-023) — AR light narrow,ar-light-narrow.png,product-contract/evidence/screens/immediate-v2/ar-light-narrow.png,present-and-located,"Named directly in the local CD-023 live remediation evidence doc."
CD001V7-EV001-desktop-dark-en,product-contract/evidence/CD001-V7-EV-001-public-safe-atlas.txt (line 39),Public-safe atlas / login v7 (CD-001 V7) — desktop dark EN,screens/login-v7-atlas/desktop-dark-en.png,product-contract/evidence/screens/login-v7-atlas/desktop-dark-en.png,present-and-located,"Also covered at directory level by CD001-V7-EV-002 in EVIDENCE_STATUS.md line 92."
CD001V7-EV001-desktop-light-en,product-contract/evidence/CD001-V7-EV-001-public-safe-atlas.txt (line 40),Public-safe atlas / login v7 (CD-001 V7) — desktop light EN,screens/login-v7-atlas/desktop-light-en.png,product-contract/evidence/screens/login-v7-atlas/desktop-light-en.png,present-and-located,"Also covered at directory level by CD001-V7-EV-002."
CD001V7-EV001-desktop-dark-ar,product-contract/evidence/CD001-V7-EV-001-public-safe-atlas.txt (line 41); also product-contract/evidence/CD001-V7-EV-007-arabic-rtl.txt (line 21),Public-safe atlas / login v7 (CD-001 V7) — desktop dark AR RTL,screens/login-v7-atlas/desktop-dark-ar.png,product-contract/evidence/screens/login-v7-atlas/desktop-dark-ar.png,present-and-located,"Named in both the public-safe-atlas and arabic-rtl evidence txt files."
CD001V7-EV001-laptop-dark-en,product-contract/evidence/CD001-V7-EV-001-public-safe-atlas.txt (line 42),Public-safe atlas / login v7 (CD-001 V7) — laptop dark EN,screens/login-v7-atlas/laptop-dark-en.png,product-contract/evidence/screens/login-v7-atlas/laptop-dark-en.png,present-and-located,"Also covered at directory level by CD001-V7-EV-002."
CD001V7-EV001-mobile-dark-en,product-contract/evidence/CD001-V7-EV-001-public-safe-atlas.txt (line 43),Public-safe atlas / login v7 (CD-001 V7) — mobile dark EN,screens/login-v7-atlas/mobile-dark-en.png,product-contract/evidence/screens/login-v7-atlas/mobile-dark-en.png,present-and-located,"Also covered at directory level by CD001-V7-EV-002."
CD001V7-EV007-desktop-light-ar,product-contract/evidence/CD001-V7-EV-007-arabic-rtl.txt (line 21),Public-safe atlas / login v7 (CD-001 V7) — desktop light AR RTL,screens/login-v7-atlas/desktop-light-ar.png,product-contract/evidence/screens/login-v7-atlas/desktop-light-ar.png,present-and-located,"Named in the Arabic RTL evidence txt file; also referenced in CD001-V7-EV-008 design-closure-handoff.txt as captured."
CD001V7-EV007-mobile-dark-ar,product-contract/evidence/CD001-V7-EV-007-arabic-rtl.txt (line 21),Public-safe atlas / login v7 (CD-001 V7) — mobile dark AR RTL,screens/login-v7-atlas/mobile-dark-ar.png,product-contract/evidence/screens/login-v7-atlas/mobile-dark-ar.png,present-and-located,"Named in the Arabic RTL evidence txt file."
CD001V7-EV007-mobile-light-ar,product-contract/evidence/CD001-V7-EV-007-arabic-rtl.txt (line 21); also product-contract/evidence/CD001-V7-EV-008-design-closure-handoff.txt (line 16),Public-safe atlas / login v7 (CD-001 V7) — mobile light AR RTL,screens/login-v7-atlas/mobile-light-ar.png,product-contract/evidence/screens/login-v7-atlas/mobile-light-ar.png,present-and-located,"Named in both the arabic-rtl and design-closure-handoff evidence txt files."
EV-SHELL-001-actual,product-contract/evidence/EVIDENCE_STATUS.md (line 105 — SHELL-EV-002),shared-shell / SHARED-AUTH-SHELL — planner desktop EN dark expanded (duplicate physical file of EV-SHELL-001 above),screens/shell-v1/planner-desktop-en-dark.png,product-contract/evidence/screens/shell-v1/planner-desktop-en-dark.png,present-and-located,"This is the SAME physical PNG already listed under evidence_id EV-SHELL-001 (register namespace) / SHELL-EV-002 (status-doc namespace); listed once more here to make the EVIDENCE_STATUS.md ID explicit. Do not double-count as a distinct artifact."
EV-SHELL-002-actual,product-contract/evidence/EVIDENCE_STATUS.md (line 106 — SHELL-EV-003),shared-shell / SHARED-AUTH-SHELL — planner desktop EN dark collapsed (duplicate physical file of EV-SHELL-002 above),screens/shell-v1/planner-desktop-en-collapsed.png,product-contract/evidence/screens/shell-v1/planner-desktop-en-collapsed.png,present-and-located,"Same physical PNG as evidence_id EV-SHELL-002 (register) / SHELL-EV-003 (status doc); listed to make the EVIDENCE_STATUS.md ID explicit. Not a distinct artifact."
EV-SHELL-003-actual,product-contract/evidence/EVIDENCE_STATUS.md (line 107 — SHELL-EV-004),shared-shell / SHARED-AUTH-SHELL — planner mobile AR light drawer (duplicate physical file of EV-SHELL-003 above),screens/shell-v1/planner-mobile-ar-light-drawer.png,product-contract/evidence/screens/shell-v1/planner-mobile-ar-light-drawer.png,present-and-located,"Same physical PNG as evidence_id EV-SHELL-003 (register) / SHELL-EV-004 (status doc); listed to make the EVIDENCE_STATUS.md ID explicit. Not a distinct artifact."
UNREG-SINGLEV2-ar-dark-desktop,(none — CODEX_AUDIT_CD-022*.md files in this folder discuss the CD-022 identity-lens remediation but do not name individual PNG filenames),Single-record view / identity lens (CD-022) — AR dark desktop,(not cited by ID in EVIDENCE_STATUS.md),product-contract/evidence/screens/single-v2/ar-dark-desktop.png,present-but-unregistered,"CD022-CODEX-EV-004 in EVIDENCE_STATUS.md (line 208) cites this folder's CODEX_AUDIT_CD-022_REMEDIATION_VERIFICATION.md as evidence but does not name this specific screenshot."
UNREG-SINGLEV2-ar-dark-narrow,(none — see note),Single-record view / identity lens (CD-022) — AR dark narrow,(not cited by ID in EVIDENCE_STATUS.md),product-contract/evidence/screens/single-v2/ar-dark-narrow.png,present-but-unregistered,"Not individually named by any evidence ID; folder-level CD-022 remediation doc is cited instead."
UNREG-SINGLEV2-ar-light-desktop,(none — see note),Single-record view / identity lens (CD-022) — AR light desktop,(not cited by ID in EVIDENCE_STATUS.md),product-contract/evidence/screens/single-v2/ar-light-desktop.png,present-but-unregistered,"Not individually named by any evidence ID; folder-level CD-022 remediation doc is cited instead."
UNREG-SINGLEV2-ar-light-narrow,(none — see note),Single-record view / identity lens (CD-022) — AR light narrow,(not cited by ID in EVIDENCE_STATUS.md),product-contract/evidence/screens/single-v2/ar-light-narrow.png,present-but-unregistered,"Not individually named by any evidence ID; folder-level CD-022 remediation doc is cited instead."
UNREG-SINGLEV2-en-dark-desktop,(none — see note),Single-record view / identity lens (CD-022) — EN dark desktop,(not cited by ID in EVIDENCE_STATUS.md),product-contract/evidence/screens/single-v2/en-dark-desktop.png,present-but-unregistered,"Not individually named by any evidence ID; folder-level CD-022 remediation doc is cited instead."
UNREG-SINGLEV2-en-dark-narrow,(none — see note),Single-record view / identity lens (CD-022) — EN dark narrow,(not cited by ID in EVIDENCE_STATUS.md),product-contract/evidence/screens/single-v2/en-dark-narrow.png,present-but-unregistered,"Not individually named by any evidence ID; folder-level CD-022 remediation doc is cited instead."
UNREG-SINGLEV2-en-light-desktop,(none — see note),Single-record view / identity lens (CD-022) — EN light desktop,(not cited by ID in EVIDENCE_STATUS.md),product-contract/evidence/screens/single-v2/en-light-desktop.png,present-but-unregistered,"Not individually named by any evidence ID; folder-level CD-022 remediation doc is cited instead."
UNREG-SINGLEV2-en-light-narrow,(none — see note),Single-record view / identity lens (CD-022) — EN light narrow,(not cited by ID in EVIDENCE_STATUS.md),product-contract/evidence/screens/single-v2/en-light-narrow.png,present-but-unregistered,"Not individually named by any evidence ID; folder-level CD-022 remediation doc is cited instead."
