source_id,source_coordinate,source_unit_id,classification,parent_capability_id,requirement_ids,rationale
SRC-05,paragraph 368,SU-05-000946,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 369,SU-05-000947,BUSINESS_REQUIREMENT,,REQ-R0C-01445,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 370,SU-05-000948,BUSINESS_REQUIREMENT,,REQ-R0C-01446,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 371,SU-05-000949,BUSINESS_REQUIREMENT,,REQ-R0C-01447,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 372,SU-05-000950,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 373,SU-05-000951,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 374,SU-05-000952,BUSINESS_REQUIREMENT,,REQ-R0C-01448,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 375,SU-05-000953,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 376,SU-05-000954,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 377,SU-05-000955,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 378,SU-05-000956,BUSINESS_RULE,,REQ-R0C-01449,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 379,SU-05-000957,BUSINESS_REQUIREMENT,,REQ-R0C-01450,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 380,SU-05-000958,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 381,SU-05-000959,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 382,SU-05-000960,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 383,SU-05-000961,BUSINESS_REQUIREMENT,,REQ-R0C-01451,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 384,SU-05-000962,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 385,SU-05-000963,BUSINESS_REQUIREMENT,,REQ-R0C-01452,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 386,SU-05-000964,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 387,SU-05-000965,BUSINESS_REQUIREMENT,,REQ-R0C-01453,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 388,SU-05-000966,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 389,SU-05-000967,BUSINESS_REQUIREMENT,,REQ-R0C-01454,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 390,SU-05-000968,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 391,SU-05-000969,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 392,SU-05-000970,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 393,SU-05-000971,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 394,SU-05-000972,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 395,SU-05-000973,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 396,SU-05-000974,BUSINESS_REQUIREMENT,,REQ-R0C-01455,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 397,SU-05-000975,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 398,SU-05-000976,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 399,SU-05-000977,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 400,SU-05-000978,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 401,SU-05-000979,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 402,SU-05-000980,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 403,SU-05-000981,DOCUMENT_STRUCTURE,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 404,SU-05-000982,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 405,SU-05-000983,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 406,SU-05-000984,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 407,SU-05-000985,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 408,SU-05-000986,BUSINESS_REQUIREMENT,,REQ-R0C-01456,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 409,SU-05-000987,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 410,SU-05-000988,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 411,SU-05-000989,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 412,SU-05-000990,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 413,SU-05-000991,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 414,SU-05-000992,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 415,SU-05-000993,BUSINESS_REQUIREMENT,,REQ-R0C-01457,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 416,SU-05-000994,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 417,SU-05-000995,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 418,SU-05-000996,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 419,SU-05-000997,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 420,SU-05-000998,DOCUMENT_STRUCTURE,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 421,SU-05-000999,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 422,SU-05-001000,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 423,SU-05-001001,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 424,SU-05-001002,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 425,SU-05-001003,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 426,SU-05-001004,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 427,SU-05-001005,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 428,SU-05-001006,DOCUMENT_STRUCTURE,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 429,SU-05-001007,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 430,SU-05-001008,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 431,SU-05-001009,BUSINESS_REQUIREMENT,,REQ-R0C-01458,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 432,SU-05-001010,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 433,SU-05-001011,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 434,SU-05-001012,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 435,SU-05-001013,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 436,SU-05-001014,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 437,SU-05-001015,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 438,SU-05-001016,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 439,SU-05-001017,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 440,SU-05-001018,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 441,SU-05-001019,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 442,SU-05-001020,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 443,SU-05-001021,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 444,SU-05-001022,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 445,SU-05-001023,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 446,SU-05-001024,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 447,SU-05-001025,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 448,SU-05-001026,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 449,SU-05-001027,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 450,SU-05-001028,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 451,SU-05-001029,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 452,SU-05-001030,BUSINESS_REQUIREMENT,,REQ-R0C-01459,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 453,SU-05-001031,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 454,SU-05-001032,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 455,SU-05-001033,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 456,SU-05-001034,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 457,SU-05-001035,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 458,SU-05-001036,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 459,SU-05-001037,BUSINESS_REQUIREMENT,,REQ-R0C-01460,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 460,SU-05-001038,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 461,SU-05-001039,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 462,SU-05-001040,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 463,SU-05-001041,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 464,SU-05-001042,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 465,SU-05-001043,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,paragraph 466,SU-05-001044,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,paragraph 467,SU-05-001045,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 468,SU-05-001046,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 469,SU-05-001047,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 470,SU-05-001048,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 471,SU-05-001049,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 472,SU-05-001050,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 473,SU-05-001051,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 474,SU-05-001052,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 475,SU-05-001053,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,paragraph 476,SU-05-001054,USER_ACTION,,REQ-R0C-01461,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,paragraph 477,SU-05-001055,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,"table 1, row 1, cell 1",SU-05-001056,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 1, row 1, cell 2",SU-05-001057,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 1, row 2, cell 1",SU-05-001058,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 1, row 2, cell 2",SU-05-001059,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 1, row 3, cell 1",SU-05-001060,BUSINESS_REQUIREMENT,,REQ-R0C-01462,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,"table 1, row 3, cell 2",SU-05-001061,USER_ACTION,,REQ-R0C-01463,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,"table 1, row 4, cell 1",SU-05-001062,BUSINESS_REQUIREMENT,,REQ-R0C-01464,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,"table 1, row 4, cell 2",SU-05-001063,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 1, row 5, cell 1",SU-05-001064,BUSINESS_REQUIREMENT,,REQ-R0C-01465,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,"table 1, row 5, cell 2",SU-05-001065,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 1, row 6, cell 1",SU-05-001066,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 1, row 6, cell 2",SU-05-001067,USER_ACTION,,REQ-R0C-01466,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,"table 1, row 7, cell 1",SU-05-001068,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 1, row 7, cell 2",SU-05-001069,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 1, row 8, cell 1",SU-05-001070,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 1, row 8, cell 2",SU-05-001071,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 2, row 1, cell 1",SU-05-001072,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 2, row 1, cell 2",SU-05-001073,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 2, row 2, cell 1",SU-05-001074,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 2, row 2, cell 2",SU-05-001075,BUSINESS_REQUIREMENT,,REQ-R0C-01467,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,"table 2, row 3, cell 1",SU-05-001076,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 2, row 3, cell 2",SU-05-001077,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 2, row 4, cell 1",SU-05-001078,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 2, row 4, cell 2",SU-05-001079,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 2, row 5, cell 1",SU-05-001080,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 2, row 5, cell 2",SU-05-001081,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 2, row 6, cell 1",SU-05-001082,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 2, row 6, cell 2",SU-05-001083,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 2, row 7, cell 1",SU-05-001084,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 2, row 7, cell 2",SU-05-001085,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 3, row 1, cell 1",SU-05-001086,BUSINESS_REQUIREMENT,,,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,"table 3, row 1, cell 2",SU-05-001087,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 1, cell 3",SU-05-001088,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 2, cell 1",SU-05-001089,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 2, cell 2",SU-05-001090,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 2, cell 3",SU-05-001091,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 3, cell 1",SU-05-001092,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 3, cell 2",SU-05-001093,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 3, cell 3",SU-05-001094,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 3, row 4, cell 1",SU-05-001095,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 4, cell 2",SU-05-001096,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 4, cell 3",SU-05-001097,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 3, row 5, cell 1",SU-05-001098,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 5, cell 2",SU-05-001099,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 5, cell 3",SU-05-001100,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 6, cell 1",SU-05-001101,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 6, cell 2",SU-05-001102,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 6, cell 3",SU-05-001103,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 3, row 7, cell 1",SU-05-001104,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 7, cell 2",SU-05-001105,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 7, cell 3",SU-05-001106,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 8, cell 1",SU-05-001107,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 8, cell 2",SU-05-001108,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 8, cell 3",SU-05-001109,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 9, cell 1",SU-05-001110,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 9, cell 2",SU-05-001111,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 9, cell 3",SU-05-001112,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 10, cell 1",SU-05-001113,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 10, cell 2",SU-05-001114,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 10, cell 3",SU-05-001115,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 11, cell 1",SU-05-001116,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 11, cell 2",SU-05-001117,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 11, cell 3",SU-05-001118,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 12, cell 1",SU-05-001119,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 12, cell 2",SU-05-001120,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 12, cell 3",SU-05-001121,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 13, cell 1",SU-05-001122,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 13, cell 2",SU-05-001123,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 13, cell 3",SU-05-001124,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 14, cell 1",SU-05-001125,BUSINESS_REQUIREMENT,,,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,"table 3, row 14, cell 2",SU-05-001126,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 14, cell 3",SU-05-001127,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 3, row 15, cell 1",SU-05-001128,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 15, cell 2",SU-05-001129,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 3, row 15, cell 3",SU-05-001130,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 4, row 1, cell 1",SU-05-001131,BUSINESS_REQUIREMENT,,,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,"table 4, row 1, cell 2",SU-05-001132,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,"table 4, row 1, cell 3",SU-05-001133,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,"table 4, row 2, cell 1",SU-05-001134,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,"table 4, row 2, cell 2",SU-05-001135,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,"table 4, row 2, cell 3",SU-05-001136,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,"table 4, row 3, cell 1",SU-05-001137,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,"table 4, row 3, cell 2",SU-05-001138,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,"table 4, row 3, cell 3",SU-05-001139,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,"table 4, row 4, cell 1",SU-05-001140,BUSINESS_RULE,,REQ-R0C-01468,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,"table 4, row 4, cell 2",SU-05-001141,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,"table 4, row 4, cell 3",SU-05-001142,NON_REQUIREMENT_WITH_JUSTIFICATION,,,Blank source unit retained as evidence.
SRC-05,"table 5, row 1, cell 1",SU-05-001143,BUSINESS_REQUIREMENT,,,Normative source language converted to a normalized obligation with an observable acceptance outcome.
SRC-05,"table 5, row 1, cell 2",SU-05-001144,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 5, row 2, cell 1",SU-05-001145,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 5, row 2, cell 2",SU-05-001146,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 5, row 3, cell 1",SU-05-001147,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 5, row 3, cell 2",SU-05-001148,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 5, row 4, cell 1",SU-05-001149,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 5, row 4, cell 2",SU-05-001150,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 6, row 1, cell 1",SU-05-001151,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 6, row 1, cell 2",SU-05-001152,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 6, row 1, cell 3",SU-05-001153,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 6, row 1, cell 4",SU-05-001154,DOCUMENT_STRUCTURE,,,Explanatory/context text retained without inventing an obligation.
SRC-05,"table 6, row 2, cell 1",SU-05-001155,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
SRC-05,"table 6, row 2, cell 2",SU-05-001156,TABLE_HEADER_OR_LABEL,,,"Heading, title, label, separator, or non-obligation value."
