requirement_id,parent_capability_id,source_id,source_coordinate,classification,normalized_requirement,acceptance_criteria
REQ-R0C-00256,CAP-R0C-0093,SRC-01,Visit Planning- Mangment!A42:N42,SYSTEM_BEHAVIOR,"Send notifications for publish, return, cancel, reassignment, rescheduling and expiry.","Pass when the system behavior occurs under the cited trigger and context: Send notifications for publish, return, cancel, reassignment, rescheduling and expiry."
REQ-R0C-00257,CAP-R0C-0094,SRC-01,Visit Planning- Mangment!A43:N43,USER_ACTION,"Upload, download or remove attachments.","Pass when the actor can complete this action and the resulting state is visible: Upload, download or remove attachments."
REQ-R0C-00258,CAP-R0C-0094,SRC-01,Visit Planning- Mangment!A43:N43,SYSTEM_BEHAVIOR,Store attachment metadata and files securely.,Pass when the system behavior occurs under the cited trigger and context: Store attachment metadata and files securely.
REQ-R0C-00259,CAP-R0C-0095,SRC-01,Visit Planning- Mangment!A44:N44,USER_ACTION,Add or edit notes.,Pass when the actor can complete this action and the resulting state is visible: Add or edit notes.
REQ-R0C-00260,CAP-R0C-0095,SRC-01,Visit Planning- Mangment!A44:N44,SYSTEM_BEHAVIOR,Save notes and maintain audit history.,Pass when the system behavior occurs under the cited trigger and context: Save notes and maintain audit history.
REQ-R0C-00261,CAP-R0C-0096,SRC-01,Visit Planning- Mangment!A45:N45,SYSTEM_BEHAVIOR,Record every planning activity chronologically.,Pass when the system behavior occurs under the cited trigger and context: Record every planning activity chronologically.
REQ-R0C-00262,CAP-R0C-0097,SRC-01,Visit Planning- Mangment!A46:N46,SYSTEM_BEHAVIOR,Record every data modification with before/after values.,Pass when the system behavior occurs under the cited trigger and context: Record every data modification with before/after values.
REQ-R0C-00263,CAP-R0C-0098,SRC-01,Visit Planning- Mangment!A47:N47,SYSTEM_BEHAVIOR,Update visit status and notify planner.,Pass when the system behavior occurs under the cited trigger and context: Update visit status and notify planner.
REQ-R0C-00264,CAP-R0C-0099,SRC-01,Inspection Execution - PreStart!A2:M2,USER_ACTION,"View workload, KPIs, quick actions, notifications.","Pass when the actor can complete this action and the resulting state is visible: View workload, KPIs, quick actions, notifications."
REQ-R0C-00265,CAP-R0C-0099,SRC-01,Inspection Execution - PreStart!A2:M2,SYSTEM_BEHAVIOR,Load dashboard widgets and inspector summary.,Pass when the system behavior occurs under the cited trigger and context: Load dashboard widgets and inspector summary.
REQ-R0C-00266,CAP-R0C-0099,SRC-01,Inspection Execution - PreStart!A2:M2,BUSINESS_RULE,Dashboard displays inspector-specific information only.,Pass when this rule is enforced and a violating path is prevented or handled: Dashboard displays inspector-specific information only.
REQ-R0C-00267,CAP-R0C-0099,SRC-01,Inspection Execution - PreStart!A2:M2,ACCEPTANCE_CRITERION,Inspector can access dashboard and view assigned workload.,Pass when the source-stated acceptance condition is demonstrated: Inspector can access dashboard and view assigned workload.
REQ-R0C-00268,CAP-R0C-0100,SRC-01,Inspection Execution - PreStart!A3:M3,USER_ACTION,"View visits, open visit, switch between views.","Pass when the actor can complete this action and the resulting state is visible: View visits, open visit, switch between views."
REQ-R0C-00269,CAP-R0C-0100,SRC-01,Inspection Execution - PreStart!A3:M3,SYSTEM_BEHAVIOR,Load assigned visits and synchronize data.,Pass when the system behavior occurs under the cited trigger and context: Load assigned visits and synchronize data.
REQ-R0C-00270,CAP-R0C-0100,SRC-01,Inspection Execution - PreStart!A3:M3,BUSINESS_RULE,Only assigned visits are displayed.,Pass when this rule is enforced and a violating path is prevented or handled: Only assigned visits are displayed.
REQ-R0C-00271,CAP-R0C-0100,SRC-01,Inspection Execution - PreStart!A3:M3,ACCEPTANCE_CRITERION,Inspector can access all assigned visits.,Pass when the source-stated acceptance condition is demonstrated: Inspector can access all assigned visits.
REQ-R0C-00272,CAP-R0C-0101,SRC-01,Inspection Execution - PreStart!A4:M4,USER_ACTION,"Switch between Calendar, List and Map.","Pass when the actor can complete this action and the resulting state is visible: Switch between Calendar, List and Map."
REQ-R0C-00273,CAP-R0C-0101,SRC-01,Inspection Execution - PreStart!A4:M4,SYSTEM_BEHAVIOR,Display selected view.,Pass when the system behavior occurs under the cited trigger and context: Display selected view.
REQ-R0C-00274,CAP-R0C-0101,SRC-01,Inspection Execution - PreStart!A4:M4,BUSINESS_RULE,New visits appear only in Assignment Pool. Prepared visits appear in Calendar. Map displays all assigned visits.,Pass when this rule is enforced and a violating path is prevented or handled: New visits appear only in Assignment Pool. Prepared visits appear in Calendar. Map displays all assigned visits.
REQ-R0C-00275,CAP-R0C-0102,SRC-01,Inspection Execution - PreStart!A5:M5,USER_ACTION,"Search, filter, sort.","Pass when the actor can complete this action and the resulting state is visible: Search, filter, sort."
REQ-R0C-00276,CAP-R0C-0102,SRC-01,Inspection Execution - PreStart!A5:M5,SYSTEM_BEHAVIOR,Apply search and filtering.,Pass when the system behavior occurs under the cited trigger and context: Apply search and filtering.
REQ-R0C-00277,CAP-R0C-0102,SRC-01,Inspection Execution - PreStart!A5:M5,BUSINESS_RULE,Search applies across all assigned visits.,Pass when this rule is enforced and a violating path is prevented or handled: Search applies across all assigned visits.
REQ-R0C-00278,CAP-R0C-0102,SRC-01,Inspection Execution - PreStart!A5:M5,ACCEPTANCE_CRITERION,Accurate search and filtering results.,Pass when the source-stated acceptance condition is demonstrated: Accurate search and filtering results.
REQ-R0C-00279,CAP-R0C-0103,SRC-01,Inspection Execution - PreStart!A6:M6,USER_ACTION,Drag & drop prepared visits between eligible dates.,Pass when the actor can complete this action and the resulting state is visible: Drag & drop prepared visits between eligible dates.
REQ-R0C-00280,CAP-R0C-0103,SRC-01,Inspection Execution - PreStart!A6:M6,SYSTEM_BEHAVIOR,Save updated schedule and refresh calendar.,Pass when the system behavior occurs under the cited trigger and context: Save updated schedule and refresh calendar.
REQ-R0C-00281,CAP-R0C-0103,SRC-01,Inspection Execution - PreStart!A6:M6,BUSINESS_RULE,Execution Date must remain within Planning Window.,Pass when this rule is enforced and a violating path is prevented or handled: Execution Date must remain within Planning Window.
REQ-R0C-00282,CAP-R0C-0104,SRC-01,Inspection Execution - PreStart!A7:M7,USER_ACTION,Select return reason and comments.,Pass when the actor can complete this action and the resulting state is visible: Select return reason and comments.
REQ-R0C-00283,CAP-R0C-0104,SRC-01,Inspection Execution - PreStart!A7:M7,SYSTEM_BEHAVIOR,Update assignment and notify planner.,Pass when the system behavior occurs under the cited trigger and context: Update assignment and notify planner.
REQ-R0C-00284,CAP-R0C-0104,SRC-01,Inspection Execution - PreStart!A7:M7,BUSINESS_RULE,Return reason is mandatory.,Pass when this rule is enforced and a violating path is prevented or handled: Return reason is mandatory.
REQ-R0C-00285,CAP-R0C-0105,SRC-01,Inspection Execution - PreStart!A8:M8,SYSTEM_BEHAVIOR,Load visit information.,Pass when the system behavior occurs under the cited trigger and context: Load visit information.
REQ-R0C-00286,CAP-R0C-0105,SRC-01,Inspection Execution - PreStart!A8:M8,BUSINESS_RULE,Visit information is read-only.,Pass when this rule is enforced and a violating path is prevented or handled: Visit information is read-only.
REQ-R0C-00287,CAP-R0C-0106,SRC-01,Inspection Execution - PreStart!A9:M9,USER_ACTION,Review factory profile and history.,Pass when the actor can complete this action and the resulting state is visible: Review factory profile and history.
REQ-R0C-00288,CAP-R0C-0106,SRC-01,Inspection Execution - PreStart!A9:M9,SYSTEM_BEHAVIOR,"Load factory information, history and location.","Pass when the system behavior occurs under the cited trigger and context: Load factory information, history and location."
REQ-R0C-00289,CAP-R0C-0106,SRC-01,Inspection Execution - PreStart!A9:M9,BUSINESS_RULE,Latest synchronized factory data shall be displayed.,Pass when this rule is enforced and a violating path is prevented or handled: Latest synchronized factory data shall be displayed.
REQ-R0C-00290,CAP-R0C-0107,SRC-01,Inspection Execution - PreStart!A10:M10,SYSTEM_BEHAVIOR,Generate AI recommendations.,Pass when the system behavior occurs under the cited trigger and context: Generate AI recommendations.
REQ-R0C-00291,CAP-R0C-0107,SRC-01,Inspection Execution - PreStart!A10:M10,BUSINESS_RULE,AI recommendations are advisory only.,Pass when this rule is enforced and a violating path is prevented or handled: AI recommendations are advisory only.
REQ-R0C-00292,CAP-R0C-0108,SRC-01,Inspection Execution - PreStart!A11:M11,USER_ACTION,"Select Execution Date, Report Type, Execution Mode, Notify Factory, Save.","Pass when the actor can complete this action and the resulting state is visible: Select Execution Date, Report Type, Execution Mode, Notify Factory, Save."
REQ-R0C-00293,CAP-R0C-0108,SRC-01,Inspection Execution - PreStart!A11:M11,SYSTEM_BEHAVIOR,"Validate inputs, resolve package, update status, populate calendar.","Pass when the system behavior occurs under the cited trigger and context: Validate inputs, resolve package, update status, populate calendar."
REQ-R0C-00294,CAP-R0C-0108,SRC-01,Inspection Execution - PreStart!A11:M11,BUSINESS_RULE,Preparation required before inspection can start.,Pass when this rule is enforced and a violating path is prevented or handled: Preparation required before inspection can start.
REQ-R0C-00295,CAP-R0C-0108,SRC-01,Inspection Execution - PreStart!A11:M11,DATA_REQUIREMENT,"Execution Date, Report Type, Execution Mode","Pass when the cited data field or contract element is present and valid: Execution Date, Report Type, Execution Mode"
REQ-R0C-00296,CAP-R0C-0109,SRC-01,Inspection Execution - PreStart!A12:M12,USER_ACTION,Select eligible execution mode.,Pass when the actor can complete this action and the resulting state is visible: Select eligible execution mode.
REQ-R0C-00297,CAP-R0C-0109,SRC-01,Inspection Execution - PreStart!A12:M12,BUSINESS_RULE,Only eligible execution modes are displayed.,Pass when this rule is enforced and a violating path is prevented or handled: Only eligible execution modes are displayed.
REQ-R0C-00298,CAP-R0C-0109,SRC-01,Inspection Execution - PreStart!A12:M12,DATA_REQUIREMENT,"Report Type, Factory Profile","Pass when the cited data field or contract element is present and valid: Report Type, Factory Profile"
REQ-R0C-00299,CAP-R0C-0110,SRC-01,Inspection Execution - PreStart!A13:M13,SYSTEM_BEHAVIOR,"Load Form, Checklist, Action Forms, Validation Rules, Required Evidence, Report Template and lock package.","Pass when the system behavior occurs under the cited trigger and context: Load Form, Checklist, Action Forms, Validation Rules, Required Evidence, Report Template and lock package."
REQ-R0C-00300,CAP-R0C-0110,SRC-01,Inspection Execution - PreStart!A13:M13,BUSINESS_RULE,Package regenerated after edits before execution and locked after save.,Pass when this rule is enforced and a violating path is prevented or handled: Package regenerated after edits before execution and locked after save.
REQ-R0C-00301,CAP-R0C-0110,SRC-01,Inspection Execution - PreStart!A13:M13,DATA_REQUIREMENT,"Report Type, Execution Mode","Pass when the cited data field or contract element is present and valid: Report Type, Execution Mode"
REQ-R0C-00302,CAP-R0C-0111,SRC-01,Inspection Execution - PreStart!A14:M14,SYSTEM_BEHAVIOR,Send notification using configured channels.,Pass when the system behavior occurs under the cited trigger and context: Send notification using configured channels.
REQ-R0C-00303,CAP-R0C-0111,SRC-01,Inspection Execution - PreStart!A14:M14,BUSINESS_RULE,Optional for Physical inspections. Virtual notifications follow appointment workflow.,Pass when this rule is enforced and a violating path is prevented or handled: Optional for Physical inspections. Virtual notifications follow appointment workflow.
REQ-R0C-00304,CAP-R0C-0112,SRC-01,Inspection Execution - PreStart!A15:M15,USER_ACTION,"Schedule appointment, review confirmations, approve reschedule requests.","Pass when the actor can complete this action and the resulting state is visible: Schedule appointment, review confirmations, approve reschedule requests."
REQ-R0C-00305,CAP-R0C-0112,SRC-01,Inspection Execution - PreStart!A15:M15,SYSTEM_BEHAVIOR,"Notify factory, receive confirmation, generate meeting, synchronize calendars.","Pass when the system behavior occurs under the cited trigger and context: Notify factory, receive confirmation, generate meeting, synchronize calendars."
REQ-R0C-00306,CAP-R0C-0112,SRC-01,Inspection Execution - PreStart!A15:M15,BUSINESS_RULE,Virtual inspection requires confirmed appointment before execution.,Pass when this rule is enforced and a violating path is prevented or handled: Virtual inspection requires confirmed appointment before execution.
REQ-R0C-00307,CAP-R0C-0112,SRC-01,Inspection Execution - PreStart!A15:M15,DATA_REQUIREMENT,Appointment Date & Time,Pass when the cited data field or contract element is present and valid: Appointment Date & Time
REQ-R0C-00308,CAP-R0C-0113,SRC-01,Inspection Execution - PreStart!A16:M16,SYSTEM_BEHAVIOR,"Manage transitions between New, Ready and Expired.","Pass when the system behavior occurs under the cited trigger and context: Manage transitions between New, Ready and Expired."
REQ-R0C-00309,CAP-R0C-0113,SRC-01,Inspection Execution - PreStart!A16:M16,BUSINESS_RULE,Status lifecycle follows business rules and automatic expiration policies.,Pass when this rule is enforced and a violating path is prevented or handled: Status lifecycle follows business rules and automatic expiration policies.
REQ-R0C-00310,CAP-R0C-0114,SRC-01,Inspection excution-Start jou!A2:M2,USER_ACTION,Click Start Journey.,Pass when the actor can complete this action and the resulting state is visible: Click Start Journey.
REQ-R0C-00311,CAP-R0C-0114,SRC-01,Inspection excution-Start jou!A2:M2,SYSTEM_BEHAVIOR,Verify the visit is assigned to the logged-in inspector.,Pass when the system behavior occurs under the cited trigger and context: Verify the visit is assigned to the logged-in inspector.
REQ-R0C-00312,CAP-R0C-0114,SRC-01,Inspection excution-Start jou!A2:M2,BUSINESS_RULE,Only the assigned inspector can start the journey. Shared or reassigned visits shall follow the latest assignment.,Pass when this rule is enforced and a violating path is prevented or handled: Only the assigned inspector can start the journey. Shared or reassigned visits shall follow the latest assignment.
REQ-R0C-00313,CAP-R0C-0114,SRC-01,Inspection excution-Start jou!A2:M2,DATA_REQUIREMENT,"Visit ID, Inspector ID","Pass when the cited data field or contract element is present and valid: Visit ID, Inspector ID"
REQ-R0C-00314,CAP-R0C-0115,SRC-01,Inspection excution-Start jou!A3:M3,USER_ACTION,Click Start Journey.,Pass when the actor can complete this action and the resulting state is visible: Click Start Journey.
REQ-R0C-00315,CAP-R0C-0115,SRC-01,Inspection excution-Start jou!A3:M3,SYSTEM_BEHAVIOR,"Validate visit is Published and not Cancelled, Completed or Expired.","Pass when the system behavior occurs under the cited trigger and context: Validate visit is Published and not Cancelled, Completed or Expired."
REQ-R0C-00316,CAP-R0C-0115,SRC-01,Inspection excution-Start jou!A3:M3,BUSINESS_RULE,Journey can only start for executable visits.,Pass when this rule is enforced and a violating path is prevented or handled: Journey can only start for executable visits.
REQ-R0C-00317,CAP-R0C-0116,SRC-01,Inspection excution-Start jou!A4:M4,USER_ACTION,Click Start Journey.,Pass when the actor can complete this action and the resulting state is visible: Click Start Journey.
REQ-R0C-00318,CAP-R0C-0116,SRC-01,Inspection excution-Start jou!A4:M4,SYSTEM_BEHAVIOR,Compare current date/time against planned execution window.,Pass when the system behavior occurs under the cited trigger and context: Compare current date/time against planned execution window.
REQ-R0C-00319,CAP-R0C-0116,SRC-01,Inspection excution-Start jou!A4:M4,BUSINESS_RULE,Journey cannot start after the visit has expired.,Pass when this rule is enforced and a violating path is prevented or handled: Journey cannot start after the visit has expired.
REQ-R0C-00320,CAP-R0C-0117,SRC-01,Inspection excution-Start jou!A5:M5,USER_ACTION,Click Start Journey.,Pass when the actor can complete this action and the resulting state is visible: Click Start Journey.
REQ-R0C-00321,CAP-R0C-0117,SRC-01,Inspection excution-Start jou!A5:M5,SYSTEM_BEHAVIOR,"Verify that the factory has valid coordinates. If planner manually selected location, use planner location","Pass when the system behavior occurs under the cited trigger and context: Verify that the factory has valid coordinates. If planner manually selected location, use planner location"
REQ-R0C-00322,CAP-R0C-0117,SRC-01,Inspection excution-Start jou!A5:M5,SYSTEM_BEHAVIOR,otherwise use license location.,Pass when the system behavior occurs under the cited trigger and context: otherwise use license location.
REQ-R0C-00323,CAP-R0C-0117,SRC-01,Inspection excution-Start jou!A5:M5,BUSINESS_RULE,Journey cannot start without a destination.,Pass when this rule is enforced and a violating path is prevented or handled: Journey cannot start without a destination.
REQ-R0C-00324,CAP-R0C-0118,SRC-01,Inspection excution-Start jou!A6:M6,SYSTEM_BEHAVIOR,"Download the latest approved package including factory information, inspection report, inspection items, previous answers, and configuration. Lock the downloaded version.","Pass when the system behavior occurs under the cited trigger and context: Download the latest approved package including factory information, inspection report, inspection items, previous answers, and configuration. Lock the downloaded version."
REQ-R0C-00325,CAP-R0C-0118,SRC-01,Inspection excution-Start jou!A6:M6,BUSINESS_RULE,Package version is frozen after download. Future changes by planners shall not affect the ongoing inspection.,Pass when this rule is enforced and a violating path is prevented or handled: Package version is frozen after download. Future changes by planners shall not affect the ongoing inspection.
REQ-R0C-00326,CAP-R0C-0119,SRC-01,Inspection excution-Start jou!A7:M7,SYSTEM_BEHAVIOR,"Validate package version, checksum, mandatory files and configuration.","Pass when the system behavior occurs under the cited trigger and context: Validate package version, checksum, mandatory files and configuration."
REQ-R0C-00327,CAP-R0C-0119,SRC-01,Inspection excution-Start jou!A7:M7,BUSINESS_RULE,Inspection cannot continue using a corrupted package.,Pass when this rule is enforced and a violating path is prevented or handled: Inspection cannot continue using a corrupted package.
REQ-R0C-00328,CAP-R0C-0120,SRC-01,Inspection excution-Start jou!A8:M8,SYSTEM_BEHAVIOR,Store package securely on the device.,Pass when the system behavior occurs under the cited trigger and context: Store package securely on the device.
REQ-R0C-00329,CAP-R0C-0120,SRC-01,Inspection excution-Start jou!A8:M8,BUSINESS_RULE,Package remains available while offline until inspection is submitted.,Pass when this rule is enforced and a violating path is prevented or handled: Package remains available while offline until inspection is submitted.
REQ-R0C-00330,CAP-R0C-0121,SRC-01,Inspection excution-Start jou!A9:M9,SYSTEM_BEHAVIOR,Create journey session linked to visit.,Pass when the system behavior occurs under the cited trigger and context: Create journey session linked to visit.
REQ-R0C-00331,CAP-R0C-0121,SRC-01,Inspection excution-Start jou!A9:M9,BUSINESS_RULE,One active journey per visit.,Pass when this rule is enforced and a violating path is prevented or handled: One active journey per visit.
REQ-R0C-00332,CAP-R0C-0122,SRC-01,Inspection excution-Start jou!A10:M10,SYSTEM_BEHAVIOR,Capture server timestamp and device timestamp.,Pass when the system behavior occurs under the cited trigger and context: Capture server timestamp and device timestamp.
REQ-R0C-00333,CAP-R0C-0122,SRC-01,Inspection excution-Start jou!A10:M10,BUSINESS_RULE,Server time is the official audit time.,Pass when this rule is enforced and a violating path is prevented or handled: Server time is the official audit time.
REQ-R0C-00334,CAP-R0C-0123,SRC-01,Inspection excution-Start jou!A11:M11,SYSTEM_BEHAVIOR,"Capture latitude, longitude and altitude.","Pass when the system behavior occurs under the cited trigger and context: Capture latitude, longitude and altitude."
REQ-R0C-00335,CAP-R0C-0123,SRC-01,Inspection excution-Start jou!A11:M11,BUSINESS_RULE,Coordinates stored as audit evidence.,Pass when this rule is enforced and a violating path is prevented or handled: Coordinates stored as audit evidence.
REQ-R0C-00336,CAP-R0C-0124,SRC-01,Inspection excution-Start jou!A12:M12,SYSTEM_BEHAVIOR,Capture GPS accuracy in meters.,Pass when the system behavior occurs under the cited trigger and context: Capture GPS accuracy in meters.
REQ-R0C-00337,CAP-R0C-0124,SRC-01,Inspection excution-Start jou!A12:M12,BUSINESS_RULE,Used later for audit and investigation.,Pass when this rule is enforced and a violating path is prevented or handled: Used later for audit and investigation.
REQ-R0C-00338,CAP-R0C-0125,SRC-01,Inspection excution-Start jou!A13:M13,SYSTEM_BEHAVIOR,"Capture device ID, OS version, application version.","Pass when the system behavior occurs under the cited trigger and context: Capture device ID, OS version, application version."
REQ-R0C-00339,CAP-R0C-0125,SRC-01,Inspection excution-Start jou!A13:M13,BUSINESS_RULE,Every inspection must be traceable to a device.,Pass when this rule is enforced and a violating path is prevented or handled: Every inspection must be traceable to a device.
REQ-R0C-00340,CAP-R0C-0126,SRC-01,Inspection excution-Start jou!A14:M14,SYSTEM_BEHAVIOR,Capture Online/Offline status and connection type.,Pass when the system behavior occurs under the cited trigger and context: Capture Online/Offline status and connection type.
REQ-R0C-00341,CAP-R0C-0126,SRC-01,Inspection excution-Start jou!A14:M14,BUSINESS_RULE,Used for troubleshooting offline scenarios.,Pass when this rule is enforced and a violating path is prevented or handled: Used for troubleshooting offline scenarios.
REQ-R0C-00342,CAP-R0C-0127,SRC-01,Inspection excution-Start jou!A15:M15,SYSTEM_BEHAVIOR,Start background GPS tracking according to configured interval.,Pass when the system behavior occurs under the cited trigger and context: Start background GPS tracking according to configured interval.
REQ-R0C-00343,CAP-R0C-0127,SRC-01,Inspection excution-Start jou!A15:M15,BUSINESS_RULE,Tracking continues until inspection begins or journey is cancelled.,Pass when this rule is enforced and a violating path is prevented or handled: Tracking continues until inspection begins or journey is cancelled.
REQ-R0C-00344,CAP-R0C-0128,SRC-01,Inspection excution-Start jou!A16:M16,SYSTEM_BEHAVIOR,Create timeline events starting with Journey Started.,Pass when the system behavior occurs under the cited trigger and context: Create timeline events starting with Journey Started.
REQ-R0C-00345,CAP-R0C-0128,SRC-01,Inspection excution-Start jou!A16:M16,BUSINESS_RULE,Every operational event must appear in timeline.,Pass when this rule is enforced and a violating path is prevented or handled: Every operational event must appear in timeline.
REQ-R0C-00346,CAP-R0C-0129,SRC-01,Inspection excution-Start jou!A17:M17,SYSTEM_BEHAVIOR,Launch preferred navigation application using factory coordinates.,Pass when the system behavior occurs under the cited trigger and context: Launch preferred navigation application using factory coordinates.
REQ-R0C-00347,CAP-R0C-0129,SRC-01,Inspection excution-Start jou!A17:M17,BUSINESS_RULE,Navigation is optional but recommended.,Pass when this rule is enforced and a violating path is prevented or handled: Navigation is optional but recommended.
REQ-R0C-00348,CAP-R0C-0130,SRC-01,Inspection excution-Start jou!A18:M18,SYSTEM_BEHAVIOR,Calculate ETA based on current location and destination.,Pass when the system behavior occurs under the cited trigger and context: Calculate ETA based on current location and destination.
REQ-R0C-00349,CAP-R0C-0130,SRC-01,Inspection excution-Start jou!A18:M18,BUSINESS_RULE,ETA updates continuously during journey.,Pass when this rule is enforced and a violating path is prevented or handled: ETA updates continuously during journey.
REQ-R0C-00350,CAP-R0C-0131,SRC-01,Inspection excution-Start jou!A19:M19,SYSTEM_BEHAVIOR,Change Operational State from Prepared to On the Way.,Pass when the system behavior occurs under the cited trigger and context: Change Operational State from Prepared to On the Way.
REQ-R0C-00351,CAP-R0C-0131,SRC-01,Inspection excution-Start jou!A19:M19,BUSINESS_RULE,Workflow Status remains unchanged until inspection begins.,Pass when this rule is enforced and a violating path is prevented or handled: Workflow Status remains unchanged until inspection begins.
REQ-R0C-00352,CAP-R0C-0132,SRC-01,Inspection excution-Start jou!A20:M20,SYSTEM_BEHAVIOR,"Log every significant event including validation, download, GPS capture, timeline creation and tracking initialization.","Pass when the system behavior occurs under the cited trigger and context: Log every significant event including validation, download, GPS capture, timeline creation and tracking initialization."
REQ-R0C-00353,CAP-R0C-0132,SRC-01,Inspection excution-Start jou!A20:M20,BUSINESS_RULE,Every event must be auditable.,Pass when this rule is enforced and a violating path is prevented or handled: Every event must be auditable.
REQ-R0C-00354,CAP-R0C-0132,SRC-01,Inspection excution-Start jou!A20:M20,ACCEPTANCE_CRITERION,Complete audit trail available.,Pass when the source-stated acceptance condition is demonstrated: Complete audit trail available.
REQ-R0C-00355,CAP-R0C-0133,SRC-01,Inspection excution-Start jou!A21:M21,SYSTEM_BEHAVIOR,"Display clear error messages, retry transient failures, prevent journey start if critical validations fail.","Pass when the system behavior occurs under the cited trigger and context: Display clear error messages, retry transient failures, prevent journey start if critical validations fail."
REQ-R0C-00356,CAP-R0C-0133,SRC-01,Inspection excution-Start jou!A21:M21,BUSINESS_RULE,No partial journey session shall remain active after critical failure.,Pass when this rule is enforced and a violating path is prevented or handled: No partial journey session shall remain active after critical failure.
REQ-R0C-00357,CAP-R0C-0134,SRC-01,Inspection excution-Start jou!A22:M22,SYSTEM_BEHAVIOR,Start continuous GPS tracking based on configurable interval.,Pass when the system behavior occurs under the cited trigger and context: Start continuous GPS tracking based on configurable interval.
REQ-R0C-00358,CAP-R0C-0134,SRC-01,Inspection excution-Start jou!A22:M22,BUSINESS_RULE,Tracking starts only after successful Start Journey.,Pass when this rule is enforced and a violating path is prevented or handled: Tracking starts only after successful Start Journey.
REQ-R0C-00359,CAP-R0C-0135,SRC-01,Inspection excution-Start jou!A23:M23,SYSTEM_BEHAVIOR,"Capture Latitude, Longitude, Altitude, Speed, Heading and GPS Accuracy at each tracking interval.","Pass when the system behavior occurs under the cited trigger and context: Capture Latitude, Longitude, Altitude, Speed, Heading and GPS Accuracy at each tracking interval."
REQ-R0C-00360,CAP-R0C-0135,SRC-01,Inspection excution-Start jou!A23:M23,BUSINESS_RULE,Every GPS point is linked to the journey session.,Pass when this rule is enforced and a violating path is prevented or handled: Every GPS point is linked to the journey session.
REQ-R0C-00361,CAP-R0C-0136,SRC-01,Inspection excution-Start jou!A24:M24,SYSTEM_BEHAVIOR,Update inspector marker on Operations Center map.,Pass when the system behavior occurs under the cited trigger and context: Update inspector marker on Operations Center map.
REQ-R0C-00362,CAP-R0C-0136,SRC-01,Inspection excution-Start jou!A24:M24,BUSINESS_RULE,Map refresh interval shall be configurable.,Pass when this rule is enforced and a violating path is prevented or handled: Map refresh interval shall be configurable.
REQ-R0C-00363,CAP-R0C-0137,SRC-01,Inspection excution-Start jou!A25:M25,SYSTEM_BEHAVIOR,"Calculate ETA based on current location, road network and destination. Refresh ETA periodically.","Pass when the system behavior occurs under the cited trigger and context: Calculate ETA based on current location, road network and destination. Refresh ETA periodically."
REQ-R0C-00364,CAP-R0C-0137,SRC-01,Inspection excution-Start jou!A25:M25,BUSINESS_RULE,ETA shall refresh automatically during travel.,Pass when this rule is enforced and a violating path is prevented or handled: ETA shall refresh automatically during travel.
REQ-R0C-00365,CAP-R0C-0138,SRC-01,Inspection excution-Start jou!A26:M26,SYSTEM_BEHAVIOR,Calculate remaining travel distance using navigation route.,Pass when the system behavior occurs under the cited trigger and context: Calculate remaining travel distance using navigation route.
REQ-R0C-00366,CAP-R0C-0139,SRC-01,Inspection excution-Start jou!A27:M27,SYSTEM_BEHAVIOR,Calculate journey progress percentage using travelled vs remaining distance.,Pass when the system behavior occurs under the cited trigger and context: Calculate journey progress percentage using travelled vs remaining distance.
REQ-R0C-00367,CAP-R0C-0139,SRC-01,Inspection excution-Start jou!A27:M27,BUSINESS_RULE,Progress is informational only.,Pass when this rule is enforced and a violating path is prevented or handled: Progress is informational only.
REQ-R0C-00368,CAP-R0C-0140,SRC-01,Inspection excution-Start jou!A28:M28,SYSTEM_BEHAVIOR,Continuously monitor GPS accuracy and record significant degradation.,Pass when the system behavior occurs under the cited trigger and context: Continuously monitor GPS accuracy and record significant degradation.
REQ-R0C-00369,CAP-R0C-0140,SRC-01,Inspection excution-Start jou!A28:M28,BUSINESS_RULE,GPS quality shall be auditable.,Pass when this rule is enforced and a violating path is prevented or handled: GPS quality shall be auditable.
REQ-R0C-00370,CAP-R0C-0141,SRC-01,Inspection excution-Start jou!A29:M29,SYSTEM_BEHAVIOR,"Detect Online, Offline, Wi-Fi and Mobile Network transitions.","Pass when the system behavior occurs under the cited trigger and context: Detect Online, Offline, Wi-Fi and Mobile Network transitions."
REQ-R0C-00371,CAP-R0C-0141,SRC-01,Inspection excution-Start jou!A29:M29,BUSINESS_RULE,Every connectivity change shall be recorded.,Pass when this rule is enforced and a violating path is prevented or handled: Every connectivity change shall be recorded.
REQ-R0C-00372,CAP-R0C-0142,SRC-01,Inspection excution-Start jou!A30:M30,SYSTEM_BEHAVIOR,"Continue tracking locally, queue journey events, cache GPS updates until connectivity returns.","Pass when the system behavior occurs under the cited trigger and context: Continue tracking locally, queue journey events, cache GPS updates until connectivity returns."
REQ-R0C-00373,CAP-R0C-0142,SRC-01,Inspection excution-Start jou!A30:M30,BUSINESS_RULE,Journey shall continue without internet connectivity.,Pass when this rule is enforced and a violating path is prevented or handled: Journey shall continue without internet connectivity.
REQ-R0C-00374,CAP-R0C-0143,SRC-01,Inspection excution-Start jou!A31:M31,SYSTEM_BEHAVIOR,"Synchronize queued GPS points, timeline events and audit logs in chronological order.","Pass when the system behavior occurs under the cited trigger and context: Synchronize queued GPS points, timeline events and audit logs in chronological order."
